Language	ISO 639-3	Glottocode	case_marker	case_prefix	case_suffix	comitative	instrumental	locative
Abun	kgr	abun1252	True	False	False	False	True	True
Abui	abz	abui1241	True	False	False	False	True	True
Abenlen Ayta	abp	aben1249	True	False	False	False	True	True
//Ani	hnh	anii1246	False	False	False	True	True	True
Önge	oon	onge1236	False	False	False	False	True	True
Ömie	aom	omie1241	False	False	False	True	False	True
Zuni	zun	zuni1245	False	False	False	False	True	True
Zulu	zul	zulu1248	False	False	False	False	True	True
Zulgo-Gemzek	gnd	zulg1242	False	False	False	True	False	True
Zigula-Mushungulu	ziw	zigu1244	False	False	False	False	True	True
Zeme Naga	nzm	zeme1240	False	False	False	False	True	True
Zakhring	zkr	zakh1243	False	False	False	False	True	True
Yurok	yur	yuro1248	False	False	False	True	False	True
Yora	mts	yora1241	False	False	False	False	True	True
Yogad	yog	yoga1237	False	False	False	False	True	True
Yemba	ybb	yemb1246	False	False	False	False	True	True
Yekhee	ets	yekh1238	False	False	False	False	True	True
Ye'kwana	mch	maqu1238	False	False	False	False	True	True
Yaweyuha	yby	yawe1241	False	False	True	False	False	True
Yawa	yva	nucl1454	False	False	False	False	True	True
Yapese	yap	yape1248	False	False	False	False	True	True
Yao	yao	yaoo1241	False	False	False	False	True	True
Yamba	yam	yamb1251	False	False	False	False	True	True
Yaaku	muu	yaak1241	False	False	False	True	False	True
Xârâcùù	ane	xara1244	False	False	False	True	False	True
Xokleng	xok	xokl1240	False	False	False	False	True	True
Wymysorys	wym	wymy1235	False	False	False	False	True	True
Wutung	wut	wutu1244	False	False	False	False	True	True
Worrorra	wro	worr1237	False	False	False	False	True	True
Woods Cree	cwd	wood1236	False	False	False	False	True	True
Wolof	wol	nucl1347	False	False	False	False	True	True
Wiyot	wiy	wiyo1248	False	False	False	False	True	True
Wichita	wic	wich1260	False	False	False	False	True	True
Western Tlacolula Valley Zapotec	zab	sanj1284	False	False	False	False	True	True
Western Pantar	lev	lamm1241	False	False	False	True	False	True
Western Keres	kjq	west2632	False	False	False	False	True	True
Western Juxtlahuaca Mixtec	jmx	west2643	False	False	False	True	False	True
Western Highland Chatino	ctp	west2644	False	False	False	False	True	True
Western Fijian	wyy	west2519	False	False	False	False	True	True
Western Cham	cja	west2650	False	False	False	False	True	True
Western Canadian Inuktitut	ikt	west2618	True	False	False	False	False	True
Western Bukidnon Manobo	mbb	west2555	True	False	False	False	False	True
Western Armenian	hyw	homs1234	False	False	False	False	True	True
West Makian	mqs	west2600	False	False	False	False	True	True
West Coast Bajau	bdr	west2560	False	False	False	False	True	True
West Central Oromo	gaz	west2721	True	False	False	False	True	False
Wersing	kvw	wers1238	False	False	False	False	True	True
Weri	wer	weri1253	False	False	False	False	True	True
Welsh Romani	rmw	wels1246	False	False	False	False	True	True
Wayu	vay	wayu1241	False	False	False	False	True	True
Wawa	www	wawa1246	False	False	False	False	True	True
Waurá	wau	waur1244	False	False	False	False	True	True
Watam	wax	wata1253	True	False	False	False	True	False
Waskia	wsk	wask1241	False	False	False	False	True	True
Warao	wba	wara1303	False	False	False	False	True	True
Waorani	auc	waor1240	True	False	False	False	True	False
Wano	wno	wano1243	False	False	False	True	False	True
Wandala	mfi	wand1278	False	False	False	False	True	True
Waiwai	waw	waiw1244	True	False	False	False	False	True
Wahgi	wgi	nucl1620	False	False	False	False	True	True
Vlax Romani	rmy	vlax1238	False	False	False	False	True	True
Vera'a	vra	vera1241	False	False	False	True	False	True
Vengo	bav	veng1238	False	False	False	False	True	True
Venetic	xve	vene1257	False	False	False	False	True	True
Venda	ven	vend1245	False	False	False	False	True	True
Vagla	vag	vagl1239	False	False	False	False	True	True
Vaghri	vgr	vagh1246	False	False	False	False	True	True
Usan	wnu	usan1239	False	False	False	True	False	True
Urdu	urd	urdu1245	False	False	False	False	True	True
Unami	unm	unam1242	False	False	False	False	True	True
Umbu-Ungu	ubu	umbu1258	True	False	False	False	False	True
Umanakaina	gdn	uman1240	False	False	False	False	True	True
Ulithian	uli	ulit1238	False	False	False	False	True	True
Ukrainian	ukr	ukra1253	False	False	False	False	True	True
Uighur	uig	uigh1240	False	False	True	False	False	True
Ugong	ugo	ugon1239	False	False	False	False	True	True
Ughele	uge	ughe1237	False	False	False	False	True	True
Uduk	udu	uduk1239	True	False	False	False	False	True
Tzotzil	tzo	tzot1259	False	False	False	False	True	True
Tuwali Ifugao	ifk	tuwa1243	True	False	False	False	True	False
Tutsa Naga	tvt	tuts1235	False	False	True	False	True	False
Tutelo	tta	tute1247	False	False	False	False	True	True
Turkana	tuv	turk1308	False	False	False	False	True	True
Tunisian-Zuwara Berber	NOCODE_Tunisian-Zuwara	tuni1262	False	False	False	False	True	True
Tumbuka	tum	tumb1250	False	False	False	False	True	True
Tswana	tsn	tswa1253	False	False	False	False	True	True
Tsonga	tso	tson1249	False	False	False	False	True	True
Tsez	ddo	dido1241	False	False	False	False	True	True
Touo	tqu	touo1238	False	False	False	False	True	True
Torwali	trw	torw1241	False	False	False	False	True	True
Toposa	toq	topo1242	False	False	False	False	True	True
Toma	tod	toma1245	False	False	False	False	True	True
Tolowa-Chetco	tol	tolo1259	False	False	False	False	True	True
Tolomako	tlm	tolo1255	False	False	False	False	True	True
Tojolabal	toj	tojo1241	False	False	False	False	True	True
Tohono O'odham	ood	toho1245	False	False	False	False	True	True
Tobagonian Creole English	tgh	toba1282	False	False	False	False	True	True
Toba	tob	toba1269	False	False	False	False	True	True
Toaripi	tqo	toar1246	False	False	False	False	True	True
Tlingit	tli	tlin1245	False	False	False	False	True	True
Tiwa (India)	lax	tiwa1253	False	False	False	False	True	True
Tiranige Diga Dogon	tde	tira1258	False	False	False	False	True	True
Tira	tic	tira1254	False	False	False	False	True	True
Timucua	tjm	timu1245	False	False	False	False	True	True
Timor Pidgin	tvy	timo1258	False	False	False	False	True	True
Timne	tem	timn1235	False	False	False	False	True	True
Timbe	tim	timb1251	False	False	False	False	True	True
Tillamook	til	till1254	False	False	False	False	True	True
Tigon Mbembe	nza	tigo1236	False	False	False	True	False	True
Tiene	tii	tien1242	False	False	False	False	True	True
Tidore	tvo	tido1248	False	False	False	False	True	True
Tibetan	bod	tibe1272	False	False	False	False	True	True
Thavung	thm	aheu1239	False	False	False	False	True	True
Tetelcingo Nahuatl	nhg	tete1251	False	False	False	False	True	True
Teso	teo	teso1249	False	False	False	False	True	True
Ternate	tft	tern1247	False	False	False	False	True	True
Tera	ttr	tera1251	False	False	False	False	True	True
Tepecano	tep	tepe1278	False	False	False	False	True	True
Telefol	tlf	tele1256	False	False	False	False	True	True
Teiwa	twe	teiw1235	False	False	False	True	False	True
Tehit	kps	tehi1237	False	False	False	False	True	True
Tawallammat Tamajaq	ttq	tawa1286	False	False	False	False	True	True
Tatuyo	tav	tatu1247	True	False	False	False	False	True
Taos Northern Tiwa	twf	nort1550	False	False	False	False	True	True
Tanacross	tcb	tana1290	False	False	False	False	True	True
Talise	tlr	tali1259	False	False	False	False	True	True
Talaandig-Binukid	bkd	binu1244	False	False	False	False	True	True
Takia	tbc	taki1248	False	False	False	True	False	True
Takestani	tks	take1255	False	False	False	False	True	True
Tainae	ago	tain1253	True	False	False	False	False	True
Tagdal	tda	tagd1238	False	False	False	False	True	True
Tagalog	tgl	taga1270	False	False	False	False	True	True
Tagabawa	bgs	taga1272	False	False	False	False	True	True
Tabo	knv	tabo1241	False	False	False	False	True	True
T'apo	lgn	opuu1239	False	False	False	False	True	True
Sylheti	syl	sylh1242	False	False	False	False	True	True
Swati	ssw	swat1243	False	False	False	False	True	True
Swampy Cree	csw	swam1239	False	False	False	False	True	True
Sursurunga	sgz	surs1246	False	False	False	False	True	True
Sundanese	sun	sund1252	False	False	False	False	True	True
Sumayela Ndebele	NOCODE_Sumayela-Ndebele	sout2808	False	False	False	False	True	True
Sula	szn	sula1248	False	False	False	False	True	True
Sukur	syk	suku1272	False	False	False	False	True	True
Sudest	tgo	sude1239	False	False	False	False	True	True
Stod Bhoti	sbu	stod1241	False	False	False	False	True	True
Standard Indonesian	ind	indo1316	False	False	False	False	True	True
Sri Lanka Malay	sci	sril1245	True	False	False	False	True	False
Spokane	spo	spok1245	False	False	False	False	True	True
Southern-Coastal Tsimshian	tsi	nucl1649	False	False	False	False	True	True
Southern Sotho	sot	sout2807	False	False	False	False	True	True
Southern Pame	pmz	sout2999	False	False	False	False	True	True
Southern Nambikuára	nab	sout2994	False	False	False	False	True	True
Southern Kisi	kss	sout2778	False	False	False	False	True	True
Southern Grebo	grj	sout2826	False	False	False	False	True	True
Southern Conchucos Ancash Quechua	qxo	sout2992	False	False	False	True	False	True
Southern Balochi	bcc	sout2642	False	False	True	False	False	True
Southeastern Tepehuan	stp	sout2976	False	False	False	False	True	True
South-Eastern Ju	ktz	juho1239	False	False	False	False	True	True
South Wa	prk	para1301	False	False	False	False	True	True
South Bolivian Quechua	quh	sout2991	False	False	False	False	True	True
Sora	srb	sora1254	False	False	False	False	True	True
Sonsorol	sov	sons1242	False	False	False	False	True	True
Soli	sby	soli1239	False	True	False	False	False	True
Sogdian	sog	sogd1245	False	False	False	False	True	True
Soga	xog	soga1242	False	False	False	False	True	True
Slovenian	slv	slov1268	False	False	False	False	True	True
Slovak	slk	slov1269	False	False	False	False	True	True
Siwu	akp	siwu1238	False	False	False	False	True	True
Siuslaw	sis	sius1254	False	False	False	False	True	True
Sisiqa	NOCODE_Sisiqa	sisi1250	False	False	False	True	False	True
Sio	xsi	sioo1240	False	False	False	True	False	True
Sinhala	sin	sinh1246	False	False	False	False	True	True
Sindhi	snd	sind1272	False	False	False	False	True	True
Sinaugoro	snc	sina1266	False	False	False	True	False	True
Sinasina	sst	sina1271	False	False	False	False	True	True
Simte	smt	simt1238	False	False	False	False	True	True
Sikaiana	sky	sika1261	False	False	False	False	True	True
Sie	erg	siee1239	False	False	False	False	True	True
Siar-Lak	sjr	siar1238	False	False	False	True	False	True
Shuswap	shs	shus1248	False	False	False	False	True	True
Shughni	sgh	shug1248	False	False	False	False	True	True
Shina	scl	shin1264	False	False	True	False	False	True
Shi	shr	shii1238	False	False	False	False	True	True
Shawnee	sjw	shaw1249	False	False	False	False	True	True
Severn Ojibwa	ojs	seve1240	False	False	False	False	True	True
Serudung Murut	srk	seru1246	False	False	False	False	True	True
Sereer	srr	sere1260	False	False	False	False	True	True
Serbian-Croatian-Bosnian	hbs	sout1528	False	False	False	False	True	True
Seneca	see	sene1264	False	False	False	False	True	True
Selepet	spl	sele1250	True	False	False	False	False	True
Selee	snw	sele1249	False	False	False	True	False	True
Seimat	ssg	seim1238	False	False	False	False	True	True
Sayula Popoluca	pos	sayu1241	False	False	False	False	True	True
Saya	say	saya1246	False	False	False	True	False	True
Sawai	szw	sawa1247	False	False	False	False	True	True
Sauraseni Prakrit	psu	saur1252	False	False	False	False	True	True
Satawalese	stw	sata1237	False	False	False	False	True	True
Sasak	sas	sasa1249	False	False	False	False	True	True
Sartang	onp	sart1249	False	False	False	False	True	True
Sanumá	xsu	sanu1240	False	False	False	True	False	True
Santali	sat	sant1410	False	False	False	False	True	True
Santa María Quiegolani Zapotec	zpi	sant1451	False	False	False	True	False	True
Sanskrit	san	sans1269	False	False	False	False	True	True
Sankaran Maninka	msc	sank1253	False	False	False	False	True	True
Saniyo-Hiyewe	sny	sani1270	False	False	False	False	True	True
Sango	sag	sang1328	False	False	False	False	True	True
Sangisari	sgr	sang1315	False	False	False	False	True	True
Sandawe	sad	sand1273	False	False	False	False	True	True
San Juan Atzingo Popoloca	poe	sanj1285	False	False	False	False	True	True
San Francisco del Mar Huave	hue	sanf1258	False	False	False	False	True	True
Samburu	saq	samb1315	False	False	False	False	True	True
Salka-Tsishingini	tsw	tsis1238	False	False	False	False	True	True
Sakizaya	szy	saki1247	True	False	False	False	False	True
Sakao	sku	saka1289	False	False	False	False	True	True
Saint Lucian Creole French	acf	sain1246	False	False	False	False	True	True
Sahu	saj	sahu1245	False	False	False	False	True	True
Saho	ssy	saho1246	False	False	False	True	False	True
Sadu	NOCODE_Sadu	sadu1234	False	False	False	False	True	True
Sadri	sck	sadr1248	False	False	False	False	True	True
Sabanê	sae	saba1268	False	False	False	True	False	True
Sabah Malay	msi	saba1263	False	False	False	False	True	True
Saafi-Saafi	sav	saaf1238	False	False	False	False	True	True
Sa	sax	saaa1241	False	False	False	False	True	True
Ruund	rnd	ruun1238	False	False	False	False	True	True
Rusyn	rue	rusy1239	False	False	False	False	True	True
Russian	rus	russ1263	False	False	False	False	True	True
Russia Buriat	bxr	russ1264	False	False	True	False	True	False
Rumu	klq	rumu1243	False	False	False	False	True	True
Rotuman	rtm	rotu1241	False	False	False	True	False	True
Riuk Bekati'	bei	beka1241	False	False	False	True	False	True
Resígaro	rgr	resi1247	False	False	False	False	True	True
Rejang Kayan	ree	reja1241	False	False	False	False	True	True
Ratahan	rth	rata1244	False	False	False	False	True	True
Rarotongan	rar	raro1241	False	False	False	False	True	True
Rangpuri	rkt	rang1265	False	False	False	False	True	True
Rakahanga-Manihiki	rkh	raka1237	False	False	False	True	False	True
Raji	rji	raji1240	False	False	False	False	True	True
Rajbanshi	rjs	rajb1243	False	False	False	False	True	True
Quileute	qui	quil1240	False	False	False	False	True	True
Quechan	yum	quec1382	False	False	True	False	False	True
Quapaw	qua	quap1242	False	False	False	False	True	True
Q'anjob'al	kjb	qanj1241	False	False	False	True	False	True
Puluwatese	puw	pulu1242	False	False	False	True	False	True
Pular	fuf	pula1262	False	False	False	False	True	True
Psikye	kvj	psik1239	False	False	False	False	True	True
Prasun	prn	pras1239	False	False	False	False	True	True
Poqomchi'	poh	poqo1254	False	False	False	False	True	True
Pontic	pnt	pont1253	False	False	False	False	True	True
Polish	pol	poli1260	False	False	False	False	True	True
Polabian	pox	pola1255	False	False	False	False	True	True
Plateau Malagasy	plt	plat1254	False	False	False	False	True	True
Piscataway	psy	pisc1239	False	False	False	False	True	True
Pipil	ppl	pipi1250	False	False	False	False	True	True
Pingelapese	pif	ping1243	False	False	False	False	True	True
Pinai-Hagahai	pnn	pina1252	False	False	False	False	True	True
Pima Bajo	pia	pima1248	False	False	False	False	True	True
Pijin	pis	piji1239	False	False	False	False	True	True
Piaroa	pid	piar1243	False	False	False	False	True	True
Peñoles Mixtec	mil	peno1244	False	False	False	False	True	True
Peve	lme	peve1243	False	False	False	False	True	True
Pero	pip	pero1241	False	False	False	True	False	True
Peranakan Indonesian	pea	pera1256	False	False	False	False	True	True
Pengo	peg	peng1244	False	False	False	False	True	True
Pedi	nso	pedi1238	False	False	False	False	True	True
Patpatar	gfk	patp1243	False	False	False	False	True	True
Pará Arára	aap	para1310	False	False	True	False	False	True
Paraguayan Guaraní	gug	para1311	False	False	False	True	False	True
Parachi	prc	para1299	False	False	False	False	True	True
Pangutaran Sama	slm	pang1291	True	False	False	False	False	True
Pangasinan	pag	pang1290	False	False	False	False	True	True
Pampanga	pam	pamp1243	False	False	False	False	True	True
Pali	pli	pali1273	False	False	False	False	True	True
Palantla Chinantec	cpa	pala1351	False	False	False	False	True	True
Paiwan	pwn	paiw1248	True	False	False	False	True	False
Paite Chin	pck	pait1244	False	False	False	False	True	True
Paipai	ppi	paip1241	False	False	True	False	False	True
Pacoh	pac	paco1243	False	False	False	False	True	True
Paasaal	sig	paas1238	False	False	False	False	True	True
Owa	stn	owaa1237	False	False	False	False	True	True
Otoro	otr	otor1240	False	False	False	False	True	True
Oroha	ora	oroh1237	False	False	False	False	True	True
Orma	orc	orma1241	True	False	False	False	True	False
Onondaga	ono	onon1246	False	False	False	False	True	True
Oneida	one	onei1249	False	False	False	False	True	True
Omaha-Ponca	oma	omah1247	False	False	False	False	True	True
Olekha	ole	olek1239	True	False	False	False	False	True
Old Welsh	owl	oldw1239	False	False	False	False	True	True
Old Russian	orv	oldr1238	False	False	False	False	True	True
Old Persian (ca. 600-400 B.C.)	peo	oldp1254	False	False	False	False	True	True
Old Nubian	onw	oldn1245	False	False	False	False	True	True
Old Norse	non	oldn1244	False	False	False	False	True	True
Old Mon	omx	oldm1242	False	False	False	False	True	True
Old Kannada	qkn	oldk1250	False	False	False	False	True	True
Old Frisian	ofs	oldf1241	False	False	False	False	True	True
Old English (ca. 450-1100)	ang	olde1238	False	False	False	False	True	True
