Language	ISO 639-3	Glottocode	passive	transitivity	valence
Gurdjar	gdj	gurd1238	False	False	False
Guhu-Samane	ghs	guhu1244	False	False	False
Gugubera	kkp	gugu1254	False	False	False
Guerrero Amuzgo	amu	guer1243	False	False	False
Guató	gta	guat1253	False	False	False
Guahibo	guh	guah1255	False	False	False
Guadeloupean Creole French	gcf	guad1242	False	False	False
Gola	gol	gola1255	False	False	False
Gimi (Eastern Highlands)	gim	gimi1243	False	False	False
Gavião Do Jiparaná	gvo	gavi1246	False	False	False
Garig-Ilgar	ilg	gari1253	False	False	False
Gangte	gnb	gang1266	False	False	False
Gangou	NOCODE_Gangou	gang1272	False	False	False
Ganai	unn	gana1278	False	False	False
Gambian Wolof	wof	gamb1252	False	False	False
Galoli-Talur	gal	galo1243	False	False	False
Gadsup	gaj	gads1258	False	False	False
Gaa	ttb	gaaa1245	False	False	False
Ga	gaa	gaaa1244	False	False	False
Fyam	pym	fyam1238	False	False	False
Fungwa	ula	fung1245	False	False	False
Forest Nenets	NOCODE_Forest-Nenets	fore1274	False	False	False
Fordata	frd	ford1242	False	False	False
Foodo	fod	food1238	False	False	False
Foi	foi	foii1241	False	False	False
Fe'fe'	fmp	fefe1239	False	False	False
Fasu	faa	fasu1242	False	False	False
Faiwol	fai	faiw1243	False	False	False
Ewage-Notu	nou	ewag1241	False	False	False
Estonian	ekk	esto1258	False	False	False
English	eng	stan1293	False	False	False
Enga	enq	enga1252	False	False	False
Emerillon	eme	emer1243	False	False	False
Emae	mmw	emae1237	False	False	False
Elip	ekm	elip1238	False	False	False
El Molo	elo	elmo1238	False	False	False
Ekari	ekg	ekar1243	False	False	False
Ejagham	etu	ejag1239	False	False	False
Eggon	ego	eggo1239	False	False	False
Edopi	dbf	edop1238	False	False	False
Eastern Tamang	taj	east2347	False	False	False
Eastern Puroik	suv	sulu1241	False	False	False
Eastern Mnong	mng	east2333	False	False	False
Eastern Meohang	emg	east2357	False	False	False
Eastern Magar	mgp	east2352	False	False	False
Eastern Cham	cjm	east2563	False	False	False
Eastern Bru	bru	east2332	False	False	False
Eastern Atadei	lmf	sout2896	False	False	False
Eastern Abenaki	aaq	east2544	False	False	False
Duvle	duv	duvl1242	False	False	False
Dungan	dng	dung1253	False	False	False
Domung	dev	domu1246	False	False	False
Ditidaht	dtd	diti1235	False	False	False
Diandongbei-Large Flowery Miao	hmd	larg1235	False	False	False
Dhudhuroa	ddr	dhud1236	False	False	False
Dharumbal	xgm	dhar1248	False	False	False
Dhargari	dhr	dhar1247	False	False	False
Defaka	afn	defa1248	False	False	False
Dass	dot	dass1243	False	False	False
Dangaleat	daa	dang1274	False	False	False
Dandami Maria	daq	dand1238	False	False	False
Danau	dnu	dana1252	False	False	False
Dan	daf	dann1241	False	False	False
Dakpakha	dka	dakp1242	False	False	False
Dahalik	dlk	daha1247	False	False	False
Dadibi	mps	dadi1250	False	False	False
Curripaco	kpc	curr1243	False	False	False
Cuiba	cui	cuib1242	False	False	False
Cua	cua	cuaa1241	False	False	False
Creolized Grand Ronde Chinook Jargon	chn	chin1272	False	False	False
Cori	cry	cori1240	False	False	False
Continental Southern Italian	nap	neap1235	False	False	False
Condamine-Upper Clarence	gih	cond1242	False	False	False
Colombian Inga	inb	inga1252	False	False	False
Cocos Islands Malay	coa	coco1260	False	False	False
Cocopa	coc	coco1261	False	False	False
Coatzospan Mixtec	miz	coat1241	False	False	False
Coastal-Virac Bikol	bln	sout2912	False	False	False
Coahuilteco	xcw	coah1252	False	False	False
Chuukese	chk	chuu1238	False	False	False
Chuave	cjv	chua1250	False	False	False
Chru	cje	chru1239	False	False	False
Chothe	nct	chot1239	False	False	False
Chocangacakha	cgk	choc1275	False	False	False
Chitimacha	ctm	chit1248	False	False	False
Chiru	cdf	chir1283	False	False	False
Chimakum	xch	chim1310	False	False	False
Chibcha	chb	chib1270	False	False	False
Chenchu	cde	chen1255	False	False	False
Che	ruk	chee1238	False	False	False
Chavacano	cbk	chav1241	False	False	False
Chaudangsi	cdn	chau1259	False	False	False
Chamalal	cji	cham1309	False	False	False
Chakma	ccp	chak1266	False	False	False
Chakali	cli	chak1271	False	False	False
Central Mnong	cmo	cent1992	False	False	False
Central Mfumte	NOCODE_Central-Mfumte	cent2312	False	False	False
Central Lembata-Lewokukun	lvu	levu1239	False	False	False
Cemuhî	cam	cemu1238	False	False	False
Cayuga	cay	cayu1261	False	False	False
Cayubaba	cyb	cayu1262	False	False	False
Catawba	chc	cata1286	False	False	False
Canela-Krahô	ram	cane1242	False	False	False
Candoshi-Shapra	cbu	cand1248	False	False	False
Camling	rab	caml1239	False	False	False
Cameroon Pidgin	wes	came1254	False	False	False
Caluyanun	clu	calu1238	False	False	False
Cakfem-Mushere	cky	cakf1236	False	False	False
Caddo	cad	cadd1256	False	False	False
Cacaopera	ccr	caca1247	False	False	False
Cabécar	cjp	cabe1245	False	False	False
Byangsi	bee	byan1241	False	False	False
Bussa	dox	buss1239	False	False	False
Burmeso	bzu	burm1264	False	False	False
Bure	bvh	bure1242	False	False	False
Burarra	bvr	bura1267	False	False	False
Buol	blf	buol1237	False	False	False
Bunganditj	xbg	bung1264	False	False	False
Bunama	bdd	buna1276	False	False	False
Bumthangkha	kjz	bumt1240	False	False	False
Bulo Stieng	sti	bulo1242	False	False	False
Bukiyip	ape	buki1249	False	False	False
Buhutu	bxh	buhu1237	False	False	False
Bu-Nao Bunu	bwx	buna1273	False	False	False
Brooke's Point Palawano	plw	broo1239	False	False	False
Brao	brb	lave1249	False	False	False
Braj	bra	braj1242	False	False	False
Bori-Karko	adi	bori1243	False	False	False
Bondo	bfw	bond1245	False	False	False
Bokar-Ramo	NOCODE_Bokar	boka1249	False	False	False
Bobongko	bgb	bobo1255	False	False	False
Blang	blr	blan1242	False	False	False
Blagar	beu	blag1240	False	False	False
Bisu	bzi	bisu1244	False	False	False
Bishnupuriya	bpy	bish1244	False	False	False
Birrdhawal	ihw	gana1268	False	False	False
Binongan Itneg	itb	bino1237	False	False	False
Bini	bin	bini1246	False	False	False
Binandere	bhg	bina1277	False	False	False
Bimoba	bim	bimo1239	False	False	False
Biloxi	bll	bilo1248	False	False	False
Biangai	big	bian1252	False	False	False
Betoi-Jirara	NOCODE_Betoi	beto1236	False	False	False
Benabena	bef	bena1264	False	False	False
Belanda Viri	bvi	bela1255	False	False	False
Bebe	bzv	bebe1250	False	False	False
Baybayanon	bvy	bayb1234	False	False	False
Bavarian	bar	bava1246	False	False	False
Batanga	bnm	bata1285	False	False	False
Batak	bya	bata1301	False	False	False
Basay	byq	basa1287	False	False	False
Baré	bae	bare1276	False	False	False
Baruya	byr	baru1267	False	False	False
Baruga	bjz	baru1269	False	False	False
Barranbinya	NOCODE_Barranbinya	barr1252	False	False	False
Barabayiiga-Gisamjanga	tcc	dato1239	False	False	False
Baraamu	brd	bara1357	False	False	False
Baoulé	bci	baou1238	False	False	False
Bamun	bax	bamu1253	False	False	False
Bambalang	bmo	bamb1265	False	False	False
Balanta-Kentohe	ble	bala1301	False	False	False
Bakole	kme	bako1250	False	False	False
Bakhtiari	bqi	bakh1245	False	False	False
Baikeno	bkx	baik1238	False	False	False
Bahnar	bdq	bahn1262	False	False	False
Baham	bdw	baha1258	False	False	False
Badjirri	jbi	badj1244	False	False	False
Babuza	bzg	babu1240	False	False	False
Baba	bbw	baba1264	False	False	False
Baatonum	bba	baat1238	False	False	False
Ayutla Mixtec	miy	ayut1236	False	False	False
Awar	aya	awar1249	False	False	False
Awa (Papua New Guinea)	awb	awap1236	False	False	False
Avokaya	avu	avok1242	False	False	False
Atsugewi	atw	atsu1245	False	False	False
Arop-Sissano	aps	arop1242	False	False	False
Arigidi	aqg	arig1246	False	False	False
Arifama-Miniafia	aai	arif1239	False	False	False
Aribwatsa	laz	arib1241	False	False	False
Arammba	stk	aram1253	False	False	False
Apinayé	apn	apin1244	False	False	False
Apalachee	xap	apal1237	False	False	False
Ap Ma	kbx	apma1241	False	False	False
Anii	blo	anii1245	False	False	False
Angika	anp	angi1238	False	False	False
Angal	age	anga1293	False	False	False
Angal Heneng	akh	anga1292	False	False	False
Angaataha	agm	anga1290	False	False	False
Anfillo	myo	anfi1235	False	False	False
Anamuxra	imi	anam1248	False	False	False
Amurdak	amg	amar1271	False	False	False
Amo	amo	amoo1242	False	False	False
Ambulas	abt	ambu1247	False	False	False
Amara	aie	amar1272	False	False	False
Amam	NOCODE_Amam	amam1246	False	False	False
Ama (Sudan)	nyi	amas1236	False	False	False
Alyawarr	aly	alya1239	False	False	False
Alamuti	goz	goza1238	False	False	False
Alacatlatzala Mixtec	mim	alac1244	False	False	False
Alabat Island Agta	dul	alab1246	False	False	False
Akum	aku	akum1238	False	False	False
Akha	ahk	akha1245	False	False	False
Akei	tsr	akei1237	False	False	False
Aka-Kora	ack	akak1251	False	False	False
Aka-Jeru	akj	akaj1239	False	False	False
Ajië	aji	ajie1238	False	False	False
Ahanta	aha	ahan1243	False	False	False
Agarabi	agd	agar1252	False	False	False
Aekyom	awi	aeky1238	False	False	False
Adzera	adz	adze1240	False	False	False
Adonara	adr	adon1237	False	False	False
Adangme	ada	adan1247	False	False	False
Adangbe	adq	adan1248	False	False	False
Achuar-Shiwiar	acu	achu1248	False	False	False
Acatepec Me'phaa	tpx	acat1239	False	False	False
Abé	aba	abee1242	False	False	False
Abron	abr	abro1238	False	False	False
Abenlen Ayta	abp	aben1249	False	False	False
Abadi	kbt	abad1241	False	False	False
//Xegwi	xeg	xegw1238	False	False	False
//Gana	gnk	gana1274	False	False	False
