Language	ISO 639-3	Glottocode	cardinals	quantifiers	reduced_numerals	reduced_system	small_numerals	small_system
Gofa	gof	gofa1235	False	True	False	False	False	False
Goemai	ank	goem1240	False	True	False	False	False	False
Girirra	gii	giri1245	False	True	False	False	False	False
Girawa	bbr	gira1247	False	True	False	False	False	False
Gilaki	glk	gila1241	False	True	False	False	False	False
Gidar	gid	gida1247	False	True	False	False	False	False
Ghomara	gho	ghom1257	False	True	False	False	False	False
Ghari	gri	ghar1239	True	False	False	False	False	False
Ghanongga	ghn	ghan1242	False	True	False	False	False	False
Ghadames	gha	ghad1239	False	True	False	False	False	False
Gebe	gei	gebe1237	False	True	False	False	False	False
Geba Karen	kvq	geba1237	False	True	False	False	False	False
Gbaya-Mbodomo	gmm	gbay1281	False	True	False	False	False	False
Gazi	gzi	gazi1243	True	False	False	False	False	False
Gayo	gay	gayo1244	False	True	False	False	False	False
Gata'	gaq	gata1239	False	True	False	False	False	False
Garifuna	cab	gari1256	False	True	False	False	False	False
Gants	gao	gant1244	False	True	False	False	False	False
Gangte	gnb	gang1266	False	True	False	False	False	False
Gangou	NOCODE_Gangou	gang1272	False	True	False	False	False	False
Gamo	gmv	gamo1243	False	True	False	False	False	False
Gagadu	gbu	gaga1251	False	True	False	False	False	False
Gade Lohar	gda	gade1236	True	False	False	False	False	False
Fwe	fwe	fwee1238	False	True	False	False	False	False
Fuyug	fuy	fuyu1242	False	True	False	False	False	False
Fur	fvr	furr1244	True	False	False	False	False	False
Fungwa	ula	fung1245	False	True	False	False	False	False
Fuliiru	flr	fuli1240	False	True	False	False	False	False
Fon	fon	fonn1241	False	True	False	False	False	False
Finnish	fin	finn1318	True	False	False	False	False	False
Fayu	fau	fayu1238	False	True	False	False	False	False
Fars Dialects	fay	sout2645	True	False	False	False	False	False
Falam Chin	cfm	fala1243	False	True	False	False	False	False
Faeto and Celle San Vito Francoprovencal	NOCODE_Faeto-Celle-San-Vito-Francoprovencal	faet1240	False	True	False	False	False	False
Eyak	eya	eyak1241	False	True	False	False	False	False
Ewondo	ewo	ewon1239	True	False	False	False	False	False
Evenki	evn	even1259	True	False	False	False	False	False
Even	eve	even1260	True	False	False	False	False	False
Eudeve	NOCODE_Eudeve	eude1234	False	True	False	False	False	False
Eton-Mengisa	eto	eton1253	False	True	False	False	False	False
Esselen	esq	esse1238	False	True	False	False	False	False
Esimbi	ags	esim1238	False	True	False	False	False	False
Ese Ejja	ese	esee1248	False	True	False	False	False	False
Erzya	myv	erzy1239	False	True	False	False	False	False
Ersu	ers	ersu1241	False	True	False	False	False	False
Epena	sja	epen1239	False	True	False	False	False	False
Emberá-Catío	cto	embe1260	False	True	False	False	False	False
Eleme	elm	elem1253	False	True	False	False	False	False
El Nayar Cora	crn	elna1235	False	True	False	False	False	False
Ekari	ekg	ekar1243	True	False	False	False	False	False
Ejagham	etu	ejag1239	False	True	False	False	False	False
Egyptian Arabic	arz	egyp1253	True	False	False	False	False	False
Edolo	etr	edol1239	False	True	False	False	False	False
Eastern Tamang	taj	east2347	False	True	False	False	False	False
Eastern Penan	pez	east2485	False	True	False	False	False	False
Eastern Panjabi	pan	panj1256	True	False	False	False	False	False
Eastern Newari	NOCODE_Dolakha-Newari	east2773	False	True	False	False	False	False
Eastern Magar	mgp	east2352	True	False	False	False	False	False
Eastern Low German	nds	nort2627	True	False	False	False	False	False
Eastern Lawa	lwl	east2330	False	True	False	False	False	False
Eastern Kayah	eky	east2342	False	True	False	False	False	False
Eastern Huasteca Nahuatl	nhe	east2538	False	True	False	False	False	False
Eastern Egyptian Bedawi Arabic	avl	east2690	True	False	False	False	False	False
Eastern Arrernte	aer	east2379	False	True	False	False	False	False
East-Central Tangkhul Naga	nmf	tang1336	True	False	False	False	False	False
East Nyala	nle	east2409	False	True	False	False	False	False
East Makian	mky	east2440	False	True	False	False	False	False
East Ambae	omb	east2443	False	True	False	False	False	False
Early Irish	sga	oldi1245	True	False	False	False	False	False
Dâw	kwa	daww1239	False	True	False	False	False	False
Dzongkha	dzo	dzon1239	True	False	False	False	False	False
Dyangadi	dyn	dyan1250	False	True	False	False	False	False
Dyaabugay	dyy	dyaa1242	False	True	False	False	False	False
Dura	drq	dura1244	False	True	False	False	False	False
Dupaninan Agta	duo	dupa1235	False	True	False	False	False	False
Dungar Varli	vav	varl1238	False	True	False	False	False	False
Duna	duc	duna1248	False	True	False	False	False	False
Dumi	dus	dumi1241	False	True	False	False	False	False
Doyayo	dow	doya1240	False	True	False	False	False	False
Doromu-Koki	kqc	doro1266	False	True	False	False	False	False
Donno So Dogon	dds	donn1239	False	True	False	False	False	False
Dongxiang	sce	dong1285	False	True	False	False	False	False
Domaaki	dmk	doma1260	True	False	False	False	False	False
Dom	doa	domm1246	False	True	False	False	False	False
Dolgan	dlg	dolg1241	True	False	False	False	False	False
Dogul Dom Dogon	dbg	dogu1235	False	True	False	False	False	False
Djingili	jig	djin1251	False	True	False	False	False	False
Djambarrpuyngu	djr	djam1256	False	True	False	False	False	False
Diuxi-Tilantongo Mixtec	xtd	diux1235	False	True	False	False	False	False
Dirasha	gdl	dira1242	False	True	False	False	False	False
Dime	dim	dime1235	False	True	False	False	False	False
Digor Ossetian	NOCODE_Digor-Ossetian	digo1242	False	True	False	False	False	False
Digo	dig	digo1243	False	True	False	False	False	False
Dieri	dif	dier1241	False	True	False	False	False	False
Dhundari	dhd	dhun1238	True	False	False	False	False	False
Dhofari Arabic	adf	dhof1235	False	True	False	False	False	False
Dhivehi	div	dhiv1236	False	True	False	False	False	False
Dhatki	mki	dhat1238	True	False	False	False	False	False
Dhanki	dhn	dhan1264	True	False	False	False	False	False
Dhangu	dhg	dhan1270	False	True	False	False	False	False
Desano	des	desa1247	False	True	False	False	False	False
Dera (Indonesia)	kbv	dera1245	False	True	False	False	False	False
Dazaga	dzg	daza1242	False	True	False	False	False	False
Dass	dot	dass1243	False	True	False	False	False	False
Darma	drd	darm1243	False	True	False	False	False	False
Darai	dry	dara1250	False	True	False	False	False	False
Dangaleat	daa	dang1274	False	True	False	False	False	False
Danau	dnu	dana1252	False	True	False	False	False	False
Dalmatian	dlm	dalm1243	False	True	False	False	False	False
Dakota	dak	dako1258	True	False	False	False	False	False
Dakaka	bpa	daka1243	False	True	False	False	False	False
Dahalo	dal	daha1245	False	True	False	False	False	False
Dagik	dec	dagi1241	False	True	False	False	False	False
Daga	dgz	daga1275	False	True	False	False	False	False
Dadibi	mps	dadi1250	False	True	False	False	False	False
Daai Chin	dao	daai1236	False	True	False	False	False	False
Czech	ces	czec1258	True	False	False	False	False	False
Cupeño	cup	cupe1243	False	True	False	False	False	False
Culina	cul	culi1244	False	True	False	False	False	False
Cubeo	cub	cube1242	False	True	False	False	False	False
Crow	cro	crow1244	False	True	False	False	False	False
Crimean Tatar	crh	crim1257	False	True	False	False	False	False
Coptic	cop	copt1239	True	False	False	False	False	False
Copala Triqui	trc	copa1237	False	True	False	False	False	False
Congo Swahili	swc	cong1236	False	True	False	False	False	False
Comanche	com	coma1245	False	True	False	False	False	False
Comaltepec Chinantec	cco	coma1246	False	True	False	False	False	False
Columbia-Wenatchi	col	colu1241	False	True	False	False	False	False
Cocama-Cocamilla	cod	coca1259	False	True	False	False	False	False
Coatzospan Mixtec	miz	coat1241	False	True	False	False	False	False
Clatsop-Shoalwater Chinook	chh	chin1286	True	False	False	False	False	False
Classical Syriac	syc	clas1252	True	False	False	False	False	False
Classical Nahuatl	nci	clas1250	False	True	False	False	False	False
Classical Mandaic	myz	clas1253	True	False	False	False	False	False
Cicipu	awc	cici1237	False	True	False	False	False	False
Chácobo	cao	chac1251	False	True	False	False	False	False
Chuwabu	chw	chuw1238	False	True	False	False	False	False
Church Slavic	chu	chur1257	True	False	False	False	False	False
Chumburung	ncu	chum1261	False	True	False	False	False	False
Chulym Turkic	clw	chul1246	True	False	False	False	False	False
Chrau	crw	chra1242	False	True	False	False	False	False
Chothe	nct	chot1239	False	True	False	False	False	False
Chong of Chanthaburi	cog	chon1284	False	True	False	False	False	False
Chitkuli Kinnauri	cik	chit1279	True	False	False	False	False	False
Chitimacha	ctm	chit1248	True	False	False	False	False	False
Chintang	ctn	chhi1245	False	True	False	False	False	False
Chinali	cih	chin1475	True	False	False	False	False	False
Chimariko	cid	chim1301	False	True	False	False	False	False
Chimalapa Zoque	zoh	chim1300	False	True	False	False	False	False
Chilcotin	clc	chil1280	False	True	False	False	False	False
Chiga	cgg	chig1238	False	True	False	False	False	False
Cherokee	chr	cher1273	False	True	False	False	False	False
Chepang	cdm	chep1245	False	True	False	False	False	False
Chaudangsi	cdn	chau1259	False	True	False	False	False	False
Chambeali	cdh	cham1307	True	False	False	False	False	False
Chamalal	cji	cham1309	True	False	False	False	False	False
Chadong	cdy	chad1240	True	False	False	False	False	False
Chadian Arabic	shu	chad1249	False	True	False	False	False	False
Cha'palaa	cbi	chac1249	False	True	False	False	False	False
Central Pashto	pst	cent1973	True	False	False	False	False	False
Central Mfumte	NOCODE_Central-Mfumte	cent2312	False	True	False	False	False	False
Central Maewo	mwo	cent2058	True	False	False	False	False	False
Central Lembata-Lewokukun	lvu	levu1239	False	True	False	False	False	False
Central Dagaare	dga	sout2789	False	True	False	False	False	False
Central Bai	bca	cent2004	False	True	False	False	False	False
Central Aymara	ayr	cent2142	False	True	False	False	False	False
Central Alaskan Yupik	esu	cent2127	True	False	False	False	False	False
Cavineña	cav	cavi1250	False	True	False	False	False	False
Catalan	cat	stan1289	False	True	False	False	False	False
Cashibo-Cacataibo	cbr	cash1251	False	True	False	False	False	False
Car Nicobarese	caq	carn1240	False	True	False	False	False	False
Caquinte	cot	caqu1242	False	True	False	False	False	False
Cappadocian Greek	cpg	capp1239	False	True	False	False	False	False
Cao Miao	cov	caom1238	False	True	False	False	False	False
Camsá	kbh	cams1241	False	True	False	False	False	False
Campidanese Sardinian	sro	camp1261	False	True	False	False	False	False
Camarines Norte Agta	abd	cama1250	True	False	False	False	False	False
Cajun French	frc	caju1236	False	True	False	False	False	False
Cahuilla	chl	cahu1264	False	True	False	False	False	False
Cabécar	cjp	cabe1245	False	True	False	False	False	False
Caac	msq	caac1237	False	True	False	False	False	False
C'lela	dri	clel1238	False	True	False	False	False	False
Byangsi	bee	byan1241	True	False	False	False	False	False
Buwal	bhs	buwa1243	False	True	False	False	False	False
Busoa	bup	buso1238	False	True	False	False	False	False
Bushoong	buf	bush1247	True	False	False	False	False	False
Burushaski	bsk	buru1296	False	True	False	False	False	False
Buru (Indonesia)	mhs	buru1303	False	True	False	False	False	False
Bunoge Dogon	dgb	buno1241	False	True	False	False	False	False
Bundeli	bns	bund1253	True	False	False	False	False	False
Bunan	bfu	gahr1239	False	True	False	False	False	False
Bunak	bfn	buna1278	False	True	False	False	False	False
Bunaba	bck	buna1275	False	True	False	False	False	False
Bullom So	buy	bull1247	False	True	False	False	False	False
Bulgarian	bul	bulg1262	True	False	False	False	False	False
Bukusu	bxk	buku1249	False	True	False	False	False	False
Bujhyal	byh	bujh1238	False	True	False	False	False	False
Buhutu	bxh	buhu1237	False	True	False	False	False	False
Bughotu	bgt	bugh1239	True	False	False	False	False	False
Bugawac	buk	buga1250	False	True	False	False	False	False
Bugan	bbh	buga1247	True	False	False	False	False	False
Budu	buu	budu1250	False	True	False	False	False	False
Brokpake	sgt	brok1248	False	True	False	False	False	False
Brao	brb	lave1249	False	True	False	False	False	False
Brahui	brh	brah1256	True	False	False	False	False	False
Bouyei	pcc	bouy1240	True	False	False	False	False	False
Boro (Ethiopia)	bwo	boro1277	False	True	False	False	False	False
Borei	gai	bore1247	False	True	False	False	False	False
Bora	boa	bora1263	False	True	False	False	False	False
Bongo	bot	bong1285	True	False	False	False	False	False
Bonggi	bdg	bong1289	False	True	False	False	False	False
Bonan	peh	bona1250	False	True	False	False	False	False
Bolivar-North Chimborazo Highland Quichua	qug	chim1302	False	True	False	False	False	False
Bola	bnp	bola1250	False	True	False	False	False	False
Bodo Gadaba	gbj	bodo1267	False	True	False	False	False	False
Blang	blr	blan1242	False	True	False	False	False	False
Blablanga	blp	blab1237	False	True	False	False	False	False
Bislama	bis	bisl1239	False	True	False	False	False	False
Biri	bzr	biri1256	False	True	False	False	False	False
Bini	bin	bini1246	False	True	False	False	False	False
Bine	bon	bine1240	False	True	False	False	False	False
Bilua	blb	bilu1245	False	True	False	False	False	False
Bih	ibh	biha1246	False	True	False	False	False	False
Big Nambas	nmb	bign1238	False	True	False	False	False	False
Biak	bhw	biak1248	False	True	False	False	False	False
Biafada	bif	biaf1240	True	False	False	False	False	False
Bhoti Kinnauri	nes	bhot1235	True	False	False	False	False	False
Bhili	bhb	bhil1251	True	False	False	False	False	False
Bezhta	kap	bezh1248	True	False	False	False	False	False
Betta Kurumba	xub	bett1235	False	True	False	False	False	False
Betoi-Jirara	NOCODE_Betoi	beto1236	False	True	False	False	False	False
Berik	bkl	beri1254	False	True	False	False	False	False
Beria	zag	zagh1240	False	True	False	False	False	False
Bengali	ben	beng1280	True	False	False	False	False	False
Benga	bng	beng1282	True	False	False	False	False	False
Beng	nhb	beng1286	False	True	False	False	False	False
Bench	bcq	benc1235	False	True	False	False	False	False
Bena (Tanzania)	bez	bena1262	False	True	False	False	False	False
Ben Tey Dogon	dbt	bent1238	False	True	False	False	False	False
Bembe	bmb	bemb1255	False	True	False	False	False	False
Bella Coola	blc	bell1243	False	True	False	False	False	False
Belep	yly	nyal1254	False	True	False	False	False	False
Belanda Viri	bvi	bela1255	False	True	False	False	False	False
Bekwarra	bkv	bekw1241	True	False	False	False	False	False
Bebele	beb	bebe1248	False	True	False	False	False	False
Bebe	bzv	bebe1250	False	True	False	False	False	False
Baure	brg	baur1253	False	True	False	False	False	False
Bauni	bpe	wara1302	False	True	False	False	False	False
Batuley	bay	batu1258	False	True	False	False	False	False
Batanga	bnm	bata1285	False	True	False	False	False	False
Batak Toba	bbc	bata1289	False	True	False	False	False	False
Batak Karo	btx	bata1293	False	True	False	False	False	False
Batak Alas-Kluet	btz	bata1292	False	True	False	False	False	False
Bassari-Tanda	bsc	bass1258	True	False	False	False	False	False
Basque	eus	basq1248	False	True	False	False	False	False
Basa (Nigeria)	bzw	basa1282	False	True	False	False	False	False
Barí	mot	bari1297	False	True	False	False	False	False
Baruga	bjz	baru1269	False	True	False	False	False	False
Bariai	bch	bari1286	False	True	False	False	False	False
Bari	bfa	bari1284	True	False	False	False	False	False
Bargam	mlp	barg1252	False	True	False	False	False	False
Bardi	bcj	bard1255	False	True	False	False	False	False
Barasana-Eduria	bsn	bara1380	False	True	False	False	False	False
Barain	bva	bare1279	False	True	False	False	False	False
Barai	bbb	nucl1630	False	True	False	False	False	False
Baraamu	brd	bara1357	False	True	False	False	False	False
Baoulé	bci	baou1238	False	True	False	False	False	False
Bankan Tey Dogon	dbw	bank1259	False	True	False	False	False	False
Baniva de Maroa	gae	guar1293	False	True	False	False	False	False
Bangime	dba	bang1363	False	True	False	False	False	False
Bandial	bqj	band1340	False	True	False	False	False	False
Bambassi	myf	bamb1262	False	True	False	False	False	False
Bambara	bam	bamb1269	False	True	False	False	False	False
Bambam	ptu	bamb1270	False	True	False	False	False	False
Balti	bft	balt1258	True	False	False	False	False	False
Balinese	ban	bali1278	False	True	False	False	False	False
Balantak	blz	bala1315	False	True	False	False	False	False
Balanta-Kentohe	ble	bala1301	True	False	False	False	False	False
Balanta-Ganja	bjt	bala1302	False	True	False	False	False	False
Balangingi	sse	bala1311	False	True	False	False	False	False
Baki	bki	baki1244	True	False	False	False	False	False
Bahnar	bdq	bahn1262	False	True	False	False	False	False
Bahing	bhj	bahi1252	True	False	False	False	False	False
Baha Buyang	yha	baha1256	False	True	False	False	False	False
Bagirmi	bmi	bagi1246	False	True	False	False	False	False
Baga Sitemu	bsp	baga1272	False	True	False	False	False	False
Bafut	bfd	bafu1246	False	True	False	False	False	False
Bafanji	bfj	bafa1249	False	True	False	False	False	False
Badimaya	bia	badi1246	False	True	False	False	False	False
Bade	bde	bade1248	True	False	False	False	False	False
Badaga	bfq	bada1257	True	False	False	False	False	False
Babine	bcr	babi1235	False	True	False	False	False	False
Babatana	baa	baba1268	True	False	False	False	False	False
Babanki	bbk	baba1266	False	True	False	False	False	False
Baba	bbw	baba1264	False	True	False	False	False	False
Baba Malay	mbf	baba1267	False	True	False	False	False	False
Baa	kwb	kwaa1262	False	True	False	False	False	False
Ayutla Mixtec	miy	ayut1236	False	True	False	False	False	False
Axamb	ahb	axam1237	False	True	False	False	False	False
Awutu	afu	awut1241	False	True	False	False	False	False
Awtuw	kmn	awtu1239	False	True	False	False	False	False
Awjilah	auj	awji1241	False	True	False	False	False	False
Awiakay-Karimba	NOCODE_Awiakay	awia1234	False	True	False	False	False	False
Awetí	awe	awet1244	False	True	False	False	False	False
Aweer	bob	awee1242	False	True	False	False	False	False
Awara	awx	awar1248	False	True	False	False	False	False
Awar	aya	awar1249	False	True	False	False	False	False
Awadhi	awa	awad1243	True	False	False	False	False	False
Awad Bing	bcu	awad1244	False	True	False	False	False	False
Avestan	ave	aves1237	True	False	False	False	False	False
Avar	ava	avar1256	False	True	False	False	False	False
Auye	auu	auye1238	False	True	False	False	False	False
Aushi	auh	aush1241	False	True	False	False	False	False
Aukan	djk	ndyu1242	False	True	False	False	False	False
Atzingo Matlatzinca	ocu	atzi1235	False	True	False	False	False	False
Atong (India)	aot	aton1241	False	True	False	False	False	False
Atayal	tay	atay1247	True	False	False	False	False	False
Atakapa	aqp	atak1252	True	False	False	False	False	False
Asuri	asr	asur1254	True	False	False	False	False	False
Asu (Tanzania)	asa	asut1235	False	True	False	False	False	False
Assiniboine	asb	assi1247	False	True	False	False	False	False
Ashéninka Perené	prq	ashe1272	False	True	False	False	False	False
Arta	atz	arta1239	False	True	False	False	False	False
Arizona Tewa	NOCODE_Arizona-Tewa	ariz1237	False	True	False	False	False	False
Arifama-Miniafia	aai	arif1239	False	True	False	False	False	False
Aribwatsa	laz	arib1241	False	True	False	False	False	False
Arhuaco	arh	arhu1242	False	True	False	False	False	False
Arequipa-La Unión Quechua	qxu	areq1237	False	True	False	False	False	False
Araona	aro	arao1248	False	True	False	False	False	False
Arammba	stk	aram1253	False	True	False	False	False	False
Araki	akr	arak1252	False	True	False	False	False	False
Anufo	cko	anuf1239	False	True	False	False	False	False
Anu	anl	anuu1241	False	True	False	False	False	False
Anta-Komnzo-Wára-Wérè	tci	wara1294	False	True	False	False	False	False
Anindilyakwa	aoi	anin1240	False	True	False	False	False	False
Angolar	aoa	ango1258	False	True	False	False	False	False
Angami Naga	njm	anga1288	False	True	False	False	False	False
Angaataha	agm	anga1290	False	True	False	False	False	False
Anfillo	myo	anfi1235	False	True	False	False	False	False
Aneityum	aty	anei1239	False	True	False	False	False	False
Andalusian Arabic	xaa	anda1287	True	False	False	False	False	False
Ancient Greek	grc	anci1242	True	False	False	False	False	False
Amurdak	amg	amar1271	False	True	False	False	False	False
Amur Nivkh	niv	gily1242	False	True	False	False	False	False
Amkoe	huc	hoaa1235	False	True	False	False	False	False
Amis	ami	amis1246	False	True	False	False	False	False
Ami	amy	amii1238	False	True	False	False	False	False
Amele	aey	amel1241	False	True	False	False	False	False
Ambonese Malay	abs	ambo1250	False	True	False	False	False	False
Ambai	amk	amba1265	False	True	False	False	False	False
Amara	aie	amar1272	False	True	False	False	False	False
Amam	NOCODE_Amam	amam1246	False	True	False	False	False	False
Ama (Sudan)	nyi	amas1236	True	False	False	False	False	False
Ama (Papua New Guinea)	amm	amap1240	False	True	False	False	False	False
Alsea-Yaquina	aes	alse1251	True	False	False	False	False	False
Alorese	aol	alor1247	False	True	False	False	False	False
Alamblak	amp	alam1246	False	True	False	False	False	False
Alagwa	wbj	alag1248	False	True	False	False	False	False
Alacatlatzala Mixtec	mim	alac1244	False	True	False	False	False	False
Akuntsu	aqz	akun1241	False	True	False	False	False	False
Akie	mwy	mosi1247	False	True	False	False	False	False
Akhvakh	akv	akhv1239	True	False	False	False	False	False
Ajië	aji	ajie1238	False	True	False	False	False	False
Aja (Benin)	ajg	ajab1235	False	True	False	False	False	False
Aimele	ail	aime1238	False	True	False	False	False	False
Ahom	aho	ahom1240	False	True	False	False	False	False
Aguaruna	agr	agua1253	False	True	False	False	False	False
Agob	kit	agob1244	False	True	False	False	False	False
Aghu	ahh	aghu1255	False	True	False	False	False	False
Aghem	agq	aghe1239	False	True	False	False	False	False
Adzera	adz	adze1240	False	True	False	False	False	False
Adilabad Gondi	wsg	utno1237	True	False	False	False	False	False
Adangme	ada	adan1247	False	True	False	False	False	False
Adang	adn	adan1251	False	True	False	False	False	False
Adamawa Fulfulde	fub	adam1253	True	False	False	False	False	False
Acoli	ach	acol1236	True	False	False	False	False	False
Achuar-Shiwiar	acu	achu1248	False	True	False	False	False	False
Acehnese	ace	achi1257	False	True	False	False	False	False
Abun	kgr	abun1252	False	True	False	False	False	False
Abui	abz	abui1241	False	True	False	False	False	False
