Language	ISO 639-3	Glottocode	nasal_consonant	occlusive	oral_consonant	plosive	stop
Mün Chin	mwq	munc1235	False	False	False	False	True
Mískito	miq	misk1235	False	False	False	False	True
Myene	mye	myen1241	False	False	False	False	True
Mwani	wmw	mwan1247	False	False	False	False	True
Mutsun	css	muts1243	False	False	False	False	True
Mussau-Emira	emi	muss1246	False	False	False	False	True
Musom	msu	muso1238	False	False	False	False	True
Muruwari	zmu	muru1266	False	False	False	False	True
Murui Huitoto	huu	muru1274	False	False	False	False	True
Murrinh-Patha	mwf	murr1258	False	False	False	False	True
Murle	mur	murl1244	False	False	False	False	True
Mungaka	mhk	mung1266	False	False	False	False	True
Mundari	unr	mund1320	False	False	False	False	True
Mullukmulluk	mpb	mull1237	False	False	False	False	True
Mufian	aoj	mufi1238	False	False	False	False	True
Muduga	udg	mudu1239	False	False	False	False	True
Mudhili Gadaba	gau	mudh1235	False	False	False	False	True
Mru	mro	mruu1242	False	False	False	False	True
Mro Chin	cmr	mroc1235	False	False	False	False	True
Mpoto	mpa	mpot1240	False	False	False	False	True
Mpongmpong	mgg	mpon1254	False	True	False	False	False
Mpi	mpz	mpii1239	False	False	False	False	True
Mpade	mpi	mpad1242	False	False	False	False	True
Mountain Koiali	kpx	moun1252	False	False	False	False	True
Motu	meu	motu1246	False	False	False	False	True
Mota	mtt	mota1237	False	False	False	False	True
Mossi	mos	moss1236	False	False	False	False	True
Mortlockese	mrl	mort1237	False	False	False	False	True
Moroccan Arabic	ary	moro1292	False	False	False	False	True
Moro	mor	moro1285	False	False	False	False	True
Morelos Nahuatl	nhm	more1259	False	False	False	False	True
Mor (Mor Islands)	mhz	morm1235	False	False	False	False	True
Moose Cree	crm	moos1236	False	False	False	False	True
Mono-Alu	mte	mono1273	False	False	False	False	True
Mono (USA)	mnr	mono1275	False	False	False	False	True
Moni	mnz	moni1261	False	False	False	False	True
Mongolia Buriat	bxm	mong1330	False	False	False	False	True
Mongo	lol	mong1338	False	False	False	False	True
Mon	mnw	monn1252	False	False	False	False	True
Mombo Dogon	dmb	momb1254	False	False	False	False	True
Moloko	mlw	molo1266	False	False	False	False	True
Molmo One	aun	molm1235	False	False	False	False	True
Mok	mqt	mokk1243	False	False	False	True	False
Mohegan-Montauk-Narragansett	mof	mohe1244	False	False	False	False	True
Mohawk	moh	moha1258	False	False	False	False	True
Modern Hebrew	heb	hebr1245	False	False	False	False	True
Mocoví	moc	moco1246	False	False	False	False	True
Mocho	mhc	moch1257	False	False	False	False	True
Mlahsô	lhs	mlah1239	False	False	False	False	True
Mizo	lus	lush1249	False	False	False	False	True
Miyako	mvi	miya1259	False	False	False	False	True
Miya	mkf	miya1266	False	False	False	False	True
Mitla Zapotec	zaw	mitl1236	False	False	False	False	True
Misool-Salawati Ma'ya	slz	maya1282	False	False	False	False	True
Misima-Paneati	mpx	misi1243	False	False	False	False	True
Min Nan Chinese	nan	minn1241	False	False	False	False	True
Miluk	iml	milu1241	False	False	False	False	True
Middle Mongol	xng	midd1351	False	False	False	False	True
Middle High German	gmh	midd1343	False	False	False	False	True
Middle English	enm	midd1317	False	False	False	False	True
Michoacán Nahuatl	ncl	mich1245	False	False	False	False	True
Mian	mpt	mian1256	False	False	False	False	True
Mi'kmaq	mic	mikm1235	False	False	False	False	True
Mewati	wtm	mewa1250	False	False	False	False	True
Mewari	mtr	mewa1249	False	False	False	False	True
Meskwaki	sac	mesk1242	False	False	False	False	True
Mescalero-Chiricahua Apache	apm	mesc1238	False	False	False	False	True
Mesaka	iyo	mesa1245	False	False	False	False	True
Meriam	ulk	meri1244	False	False	False	False	True
Merei	lmb	mere1242	False	False	False	False	True
Menominee	mez	meno1252	False	False	False	False	True
Mende (Sierra Leone)	men	mend1266	False	False	False	False	True
Mende (Papua New Guinea)	sim	mend1268	False	False	False	True	False
Melo	mfx	melo1242	False	False	False	False	True
Mele-Fila	mxe	mele1250	False	False	False	False	True
Mekeo	mek	meke1243	False	False	False	False	True
Mehri	gdq	mehr1241	False	False	False	False	True
Mednyj Aleut	mud	medn1235	False	False	False	False	True
Me'en	mym	meen1242	False	False	False	False	True
Mbukushu	mhw	mbuk1240	False	False	False	False	True
Mbugwe	mgz	mbug1242	False	False	False	False	True
Mbugu	mhd	mbug1240	False	False	False	False	True
Mbosi	mdw	mbos1242	False	False	False	False	True
Mbabaram	vmb	mbab1239	False	False	False	False	True
Mayogo	mdm	mayo1261	False	False	False	False	True
Mayo	mfy	mayo1264	False	False	False	False	True
Mattole	mvb	matt1238	False	False	False	False	True
Matigsalug Manobo	mbt	mati1250	False	False	False	False	True
Matbat	xmt	matb1237	False	False	False	False	True
Masai	mas	masa1300	False	False	False	False	True
Marwari (India)	rwr	marw1260	False	False	False	False	True
Maru	mhx	maru1249	False	False	False	False	True
Martuthunira	vma	mart1255	False	False	False	False	True
Martu Wangka	mpj	mart1256	False	False	False	False	True
Marithiel	mfr	mari1424	False	False	False	False	True
Marik	dad	mari1428	False	False	False	False	True
Marathi	mar	mara1378	False	False	False	False	True
Maranunggu	zmr	mara1386	False	False	False	False	True
Maranao	mrw	mara1404	False	False	False	False	True
Maram Naga	nma	mara1379	False	False	False	False	True
Maragus	mrs	mara1399	False	False	False	False	True
Maraghei	vmh	mara1373	False	False	False	False	True
Mara Chin	mrh	mara1382	False	False	False	False	True
Mar Paharia of Dumka	mkb	malp1246	False	False	False	False	True
Mapos Buang	bzh	mapo1242	False	False	False	False	True
Mape	mlh	mape1249	False	False	False	False	True
Maori	mri	maor1246	False	False	False	False	True
Maore Comorian	swb	maor1244	False	False	False	True	False
Manyika	mxc	many1258	False	False	False	False	True
Manx	glv	manx1243	False	False	False	False	True
Manus Koro	kxr	bowa1234	False	False	False	False	True
Manumanaw Karen	kxf	manu1255	False	False	False	True	False
Mansaka	msk	mans1262	False	False	False	False	True
Maniq	tnz	tong1308	False	False	False	False	True
Manipuri	mni	mani1292	False	False	False	False	True
Mangbetu	mdj	mang1394	False	False	False	False	True
Mangala	mem	mang1383	False	False	False	False	True
Manga Kanuri	kby	mang1399	False	False	False	False	True
Mandinka	mnk	mand1436	False	False	False	False	True
Mandeali	mjl	mand1409	False	False	False	False	True
Mandaya	mry	kara1489	False	False	False	False	True
Mandarin Chinese	cmn	mand1415	False	False	False	False	True
Mandari	mqu	mand1425	False	False	False	False	True
Manchu	mnc	manc1252	False	False	False	False	True
Manambu	mle	mana1298	False	False	False	False	True
Manam	mva	mana1295	False	False	False	False	True
Mampruli	maw	mamp1244	False	False	False	False	True
Mambae	mgm	mamb1306	False	False	False	False	True
Mamanwa	mmn	mama1275	False	False	False	False	True
Mam	mam	mamm1241	False	False	False	False	True
Malinaltepec Me'phaa	tcf	mali1285	False	False	False	False	True
Mali	gcc	mali1284	False	False	False	False	True
Malgana	vml	malg1242	False	False	False	False	True
Maleu-Kilenge	mgl	male1289	False	False	False	False	True
Malecite-Passamaquoddy	pqm	male1292	False	False	False	False	True
Malayalam	mal	mala1464	False	False	False	False	True
Malay, Manado	xmm	mala1481	False	False	False	False	True
Malawi Lomwe	lon	mala1256	False	False	False	False	True
Malavedan	mjr	mala1463	False	False	False	False	True
Makonde	kde	mako1251	False	False	False	False	True
Makhuwa-Meetto	mgh	makh1261	False	False	False	False	True
Makhuwa	vmw	makh1264	False	False	False	False	True
Makasar	mak	maka1311	False	False	False	False	True
Makah	myh	maka1318	False	False	False	False	True
Mak (China)	mkg	makc1235	False	False	False	False	True
Majhi	mjz	majh1253	False	False	False	False	True
Majang	mpe	maja1242	False	False	False	False	True
Maithili	mai	mait1250	False	False	False	False	True
Mairasi	zrs	nucl1594	False	False	False	False	True
Maipure-Avane	NOCODE_Maipure	maip1247	False	False	False	False	True
Mailu	mgu	mail1248	False	False	False	False	True
Maharastri Prakrit	pmh	maha1305	True	False	False	False	False
Maguindanao	mdh	magu1243	False	False	False	False	True
Magahi	mag	maga1260	False	False	False	False	True
Mag-Anchi Ayta	sgb	maga1263	False	False	False	False	True
Macedonian	mkd	mace1250	False	False	False	False	True
Luyi	lyn	luya1241	False	False	False	False	True
Luvale	lue	luva1239	False	False	False	False	True
Luo (Kenya and Tanzania)	luo	luok1236	False	False	False	False	True
Luiseno	lui	luis1253	False	False	False	False	True
Lubuagan Kalinga	knb	lubu1243	False	False	False	False	True
Luba-Lulua	lua	luba1249	False	False	False	False	True
Luba-Katanga	lub	luba1250	False	False	False	False	True
Lowland Oaxaca Chontal	clo	lowl1260	False	False	False	False	True
Lower Tanana	taa	lowe1425	False	False	False	False	True
Lower Silesian	sli	lowe1388	False	False	False	False	True
Lower Grand Valley Dani	dni	lowe1415	False	False	False	False	True
Lower Chehalis	cea	lowe1427	False	False	False	False	True
Lotha Naga	njh	loth1237	False	False	False	False	True
Longgu	lgu	long1395	False	False	False	False	True
Lolak	llq	lola1250	False	False	False	False	True
Lokono	arw	araw1276	False	False	False	False	True
Logo	log	logo1259	False	False	False	False	True
Lodhi	lbm	lodh1246	False	False	False	False	True
Liv	liv	livv1244	False	False	False	True	False
Lithuanian	lit	lith1251	False	False	False	False	True
Lisu	lis	lisu1250	False	False	False	False	True
Linngithigh	lnj	leni1238	False	False	False	False	True
Limos Kalinga	kmk	limo1248	False	False	False	False	True
Limonese Creole	qlm	limo1249	False	False	False	False	True
Lijili	mgi	liji1238	False	False	False	False	True
Liangmai Naga	njn	lian1251	False	False	False	False	True
Lewotobi	lwt	lewo1244	False	False	False	False	True
Lese	les	lese1243	False	False	False	False	True
Lepcha	lep	lepc1244	False	False	False	False	True
Lengo	lgr	leng1259	False	False	False	False	True
Lendu	led	lend1245	True	False	False	False	False
Lenakel	tnl	lena1238	False	False	False	False	True
Lembena	leq	lemb1266	False	False	False	True	False
Lega-Shabunda	lea	lega1249	False	False	False	False	True
Lealao Chinantec	cle	leal1235	False	False	False	False	True
Laz	lzz	lazz1240	False	False	False	False	True
Lavukaleve	lvk	lavu1241	False	False	False	False	True
Lavia-Awalai-Damangnuo Awa	vwa	awac1238	False	False	False	False	True
Latin	lat	lati1261	False	False	False	False	True
Lashi	lsi	lash1243	False	False	False	True	False
Larike-Wakasihu	alo	lari1255	False	False	False	False	True
Lao	lao	laoo1244	False	False	False	False	True
Lango (Uganda)	laj	lang1324	False	False	False	False	True
Lamkang	lmk	lamk1238	False	False	False	False	True
Lamenu	lmu	lame1260	False	False	False	False	True
Lambadi	lmn	lamb1269	False	False	False	False	True
Lamba	lam	lamb1271	False	False	False	False	True
Lala-Bisa	leb	lala1264	False	False	False	False	True
Lala	nrz	lala1268	False	False	False	False	True
Lakota	lkt	lako1247	False	False	False	False	True
Lake Miwok	lmw	lake1258	False	False	False	False	True
Lacandon	lac	laca1243	False	False	False	False	True
Labuk-Kinabatangan Kadazan	dtb	labu1249	False	False	False	False	True
Labu	lbu	labu1248	False	False	False	False	True
Kâte	kmg	kate1253	False	False	False	False	True
Kyaka	kyc	kyak1244	False	False	False	False	True
Kwoma	kmo	kwom1262	False	False	False	False	True
Kwini	gww	kwin1241	False	False	False	False	True
Kwerba	kwe	nucl1595	True	False	False	False	False
Kwara'ae	kwf	kwar1239	False	False	False	False	True
Kwangali	kwn	kwan1273	False	False	False	True	False
Kwamera	tnk	kwam1252	False	False	False	False	True
Kwak'wala	kwk	kwak1269	False	False	False	False	True
Kwaio	kwd	kwai1243	False	False	False	False	True
Kwadi	kwz	kwad1244	False	False	False	False	True
Kuy	kdt	kuyy1240	False	False	False	False	True
Kuvi	kxv	kuvi1243	False	False	False	False	True
Kuungkari of Barcoo River	lku	kuun1236	False	False	False	False	True
Kutenai	kut	kute1249	False	False	False	False	True
Kurukh	kru	kuru1301	False	False	False	False	True
Kurtokha	xkz	kurt1248	False	False	False	False	True
Kupsabiny	kpz	kups1238	False	False	False	False	True
Kupang Malay	mkn	kupa1239	False	False	False	False	True
Kuot	kto	kuot1243	False	False	False	False	True
Kuo	xuo	kuoo1238	False	False	False	False	True
Kunjen	kjn	kunj1245	False	False	False	False	True
Kumzari	zum	kumz1235	False	False	False	False	True
Kumbainggar	kgs	kumb1268	False	False	False	False	True
Kuman	kue	kuma1280	False	False	False	False	True
Kulung (Nepal)	kle	kulu1253	False	False	False	False	True
Kullu Pahari	kfx	kull1236	False	False	False	False	True
Kuku-Yalanji	gvn	kuku1273	False	False	False	False	True
Kuku-Uwanh	uwa	kuku1280	False	False	False	False	True
Kuku-Muminh	xmh	kuku1283	False	False	False	False	True
Kukatja	kux	kuka1246	False	False	False	False	True
Kui (India)	kxu	kuii1252	False	False	False	False	True
Kuanua	ksd	kuan1248	False	False	False	False	True
Kryz	kry	kryt1240	False	True	False	False	False
Kriol	rop	krio1252	False	False	False	False	True
Krio	kri	krio1253	False	False	False	False	True
Koyukon	koy	koyu1237	False	False	False	False	True
Koya	kff	koya1251	False	False	False	False	True
Kove	kvc	kove1237	False	False	False	False	True
Kotia-Adivasi Oriya-Desiya	ort	adiv1239	False	False	False	False	True
Kota (India)	kfe	kota1263	False	False	False	True	False
Kosraean	kos	kosr1238	False	False	False	False	True
Korku	kfq	kork1243	False	False	False	False	True
Korana	kqz	kora1292	False	False	False	False	True
Koorete	kqy	koor1239	False	False	False	False	True
Konkan Marathi	knn	konk1267	False	False	False	False	True
Konda-Dora	kfc	kond1295	False	False	False	False	True
Komo (Democratic Republic of Congo)	kmw	komo1260	False	False	False	False	True
Komi-Zyrian	kpv	komi1268	False	False	False	False	True
Kombio	xbi	komb1272	False	False	False	False	True
Komba	kpf	komb1273	False	False	False	False	True
Kom (India)	kmm	komi1270	False	False	False	False	True
Koluwawa	klx	kolu1245	False	False	False	False	True
Kola	kvv	kola1285	True	False	False	False	False
Kok-Nar	gko	kokn1236	False	False	False	False	True
Kok Borok	trp	kokb1239	False	False	False	False	True
Koitabu	kqi	koit1244	False	False	False	False	True
Koireng	nkd	koir1240	False	False	False	False	True
Kohistani Shina	plk	kohi1248	False	False	False	False	True
Kofyar	kwl	kofy1242	False	False	False	False	True
Koenoem	kcs	koen1239	False	False	False	True	False
Koda	cdz	koda1236	False	False	False	False	True
Kochila Tharu	thq	koch1247	False	False	False	False	True
Koch	kdq	koch1250	False	False	False	False	True
Kman	mxj	miju1243	False	False	False	True	False
Klon	kyo	kelo1247	False	False	False	False	True
Klamath-Modoc	kla	klam1254	False	False	False	False	True
Kituba (Democratic Republic of Congo)	ktu	kitu1246	False	False	False	False	True
Kitja	gia	kitj1240	False	False	False	False	True
Kitan	zkt	kita1247	False	False	False	False	True
Kistane	gru	kist1241	False	False	False	False	True
Kirghiz	kir	kirg1245	False	False	False	False	True
Kipchak Urum	uum	urum1249	False	False	False	False	True
Kiowa	kio	kiow1266	False	False	False	False	True
Kinyarwanda	kin	kiny1244	True	False	False	False	False
Kinnauri	kfk	kinn1249	False	False	False	False	True
Kimaragang	kqr	kima1244	False	False	False	False	True
Kilivila	kij	kili1267	False	False	False	False	True
Kickapoo	kic	kick1244	False	False	False	False	True
Khün	kkh	khun1259	False	False	False	False	True
Khoresh-e Rostam	okh	kore1279	False	False	False	True	False
Khoibu	nkb	khoi1251	False	False	False	False	True
Kho'ini	xkc	khoi1250	False	False	False	False	True
Khmu	kjg	khmu1256	False	False	False	False	True
Khengkha	xkf	khen1241	True	False	False	False	False
Khasi	kha	khas1269	False	False	False	False	True
Kharia Thar	ksy	khar1283	False	False	False	False	True
Kharam Naga	kfw	khar1288	False	False	False	False	True
Khandesi	khn	khan1272	False	False	False	False	True
Khamti	kht	kham1290	False	False	False	False	True
Khamba	kbg	kham1283	False	False	False	False	True
Khaling	klr	khal1275	False	False	False	False	True
Ket	ket	kett1243	False	False	False	False	True
Kemtuik	kmt	kemt1242	False	False	False	False	True
Kemak	kem	kema1243	False	False	False	True	False
Keley-i Kallahan	ify	kele1259	False	False	False	False	True
Kele-Foma	khy	kele1255	False	False	False	False	True
Kele (Papua New Guinea)	sbc	kele1258	False	False	False	False	True
Keapara	khz	keap1239	False	False	False	False	True
Kazym-Berezover-Suryskarer Khanty	kca	khan1273	False	False	False	False	True
Kazakh	kaz	kaza1248	False	False	False	False	True
Kaytetye	gbb	kayt1238	False	False	False	False	True
Kayapó	txu	kaya1330	False	False	False	False	True
Kawi	kaw	kawi1241	False	False	False	False	True
Kaurna	zku	kaur1267	False	False	False	False	True
Kaulong	pss	kaul1240	False	False	False	False	True
Katë	bsh	kati1270	False	False	False	False	True
Kathmandu Valley Newari	new	newa1246	False	False	False	False	True
Kathlamet	NOCODE_Kathlamet	kath1253	False	False	False	False	True
Kaska	kkz	kask1239	False	False	False	False	True
Kashmiri	kas	kash1277	False	False	False	False	True
Kashaya	kju	kash1280	False	False	False	False	True
Kasem	xsm	kase1253	False	False	False	False	True
Karok	kyh	karo1304	False	False	False	False	True
Karo (Ethiopia)	kxh	karo1297	False	False	False	False	True
Kariyarra	vka	kari1304	False	False	False	False	True
Karingani	kgn	kari1303	False	False	False	False	True
Kari	kbj	kari1306	False	False	False	False	True
Karao	kyj	kara1487	False	False	False	False	True
Karankawa	zkk	kara1289	False	False	False	False	True
Karachay-Balkar	krc	kara1465	False	False	False	False	True
Kara (Papua New Guinea)	leu	kara1486	False	False	False	False	True
Kaqchikel	cak	kaqc1270	False	False	False	False	True
Kapriman	dju	kapr1245	False	False	False	False	True
Kapingamarangi	kpg	kapi1249	False	False	False	False	True
Kansa	ksk	kans1243	False	False	False	False	True
Kannada	kan	nucl1305	False	False	False	False	True
Kanite	kmu	kani1286	False	False	False	False	True
Kanikkaran	kev	kani1275	False	False	False	False	True
Kangri	xnr	kang1280	True	False	False	False	False
Kanembu	kbl	kane1243	False	False	False	False	True
Kanasi	soq	kana1288	False	False	False	False	True
Kamu	xmu	kamu1258	False	False	False	False	True
Kamba (Kenya)	kam	kamb1297	False	False	False	False	True
Kamasau	kms	kama1367	False	False	False	False	True
Kamara	jmr	kama1357	False	False	False	False	True
Kamano	kbq	kama1370	False	False	False	False	True
Kaluli	bco	kalu1248	False	False	False	False	True
Kalo Finnish Romani	rmf	kalo1256	False	False	False	False	True
Kalkutung	ktg	kalk1246	False	False	False	False	True
Kalispel-Pend d'Oreille	fla	kali1308	False	False	False	False	True
Kalasha	kls	kala1372	False	False	False	False	True
Kalami	gwc	kala1373	False	False	False	True	False
Kalam	kmh	kala1397	False	False	False	False	True
Kalagan	kqe	kala1388	False	False	False	False	True
Kalaallisut	kal	kala1399	False	False	False	False	True
Kala Lagaw Ya	mwp	kala1377	False	False	False	False	True
Kajkavian	kjv	kajk1237	False	False	False	False	True
Kajali	xkj	kaja1247	False	False	False	True	False
Kaiwá	kgk	kaiw1246	False	False	False	True	False
Kairiru	kxa	kair1263	False	False	False	False	True
Kagayanen	cgc	kaga1256	False	False	False	False	True
Kadazan Dusun	dtp	cent2100	False	False	False	False	True
Kacipo-Balesi	koe	kaci1244	False	False	False	False	True
Kachari	xac	kach1279	False	False	False	False	True
Kabuverdianu	kea	kabu1256	False	False	False	True	False
Kabikabi	gbw	kabi1260	False	False	False	False	True
Kabardian	kbd	kaba1278	False	False	False	False	True
K'iche'	quc	kich1262	False	False	False	False	True
Jukun Takum	jbu	juku1254	False	False	False	False	True
Judeo-Yemeni Arabic	jye	jude1267	False	False	False	False	True
Judeo-Moroccan Arabic	aju	jude1265	False	False	False	False	True
Judeo-Iraqi Arabic	yhd	jude1266	False	False	False	False	True
Jola-Fonyi	dyo	jola1263	False	False	False	False	True
Jju	kaj	jjuu1238	False	False	False	False	True
Jejueo	jje	jeju1234	False	False	False	False	True
Jejara Naga	pzn	para1302	False	False	False	True	False
Jeh	jeh	jehh1245	False	False	False	False	True
Javanese	jav	java1254	False	False	False	False	True
Japanese	jpn	nucl1643	False	False	False	False	True
Jaminjung-Ngaliwurru	djd	djam1255	False	False	False	False	True
Jamiltepec Mixtec	mxt	jami1235	False	False	False	False	True
Jamamadí	jaa	jama1261	False	False	False	False	True
Jamaican Creole English	jam	jama1262	False	False	False	False	True
Izon	ijc	izon1238	False	False	False	False	True
Iyo	nca	iyoo1238	False	False	False	True	False
Ixtenco Otomi	otz	ixte1237	False	False	False	False	True
Ixil	ixl	ixil1251	False	False	False	False	True
Iwaidja	ibd	iwai1244	False	False	False	False	True
Ivbie North-Okpela-Arhe	atg	ivbi1241	False	False	False	False	True
Iu Mien	ium	iumi1238	False	False	False	False	True
Itonama	ito	iton1250	False	False	False	False	True
Itawit	itv	itaw1240	False	False	False	False	True
Isthmus Zapotec	zai	isth1244	False	False	False	False	True
Isnag	isd	isna1241	False	False	False	False	True
Irish	gle	iris1253	False	False	False	False	True
Irarutu	irh	irar1238	False	False	False	False	True
Iquito	iqu	iqui1243	False	False	False	False	True
Ipai	NOCODE_Ipai	ipai1240	False	False	False	False	True
Inland-Buhi-Daraga Bikol	bhk	alba1269	False	False	False	False	True
Ineseño	inz	ines1240	False	False	False	False	True
Indonesian Bajau	bdl	indo1317	False	False	False	False	True
Inari Sami	smn	inar1241	False	False	False	False	True
Inabaknon	abx	inab1237	False	False	False	False	True
Imperial Aramaic (700-300 BCE)	arc	impe1235	False	False	False	False	True
Imbongu	imo	imbo1238	False	False	False	False	True
Iloko	ilo	ilok1237	False	False	False	False	True
Ilianen Manobo	mbi	ilia1236	False	False	False	False	True
Ili Turki	ili	ilit1241	False	False	False	False	True
Ila	ilb	ilaa1246	False	False	False	False	True
Ikulu	ikl	ikul1238	False	False	False	True	False
Ik	ikx	ikkk1242	False	False	False	False	True
Igor Ossetian	oss	iron1242	False	False	False	False	True
Igede	ige	iged1239	False	False	False	True	False
Iduna	viv	idun1242	False	False	False	False	True
Idu	clk	idum1241	False	False	False	False	True
Idoma	idu	idom1241	False	False	False	False	True
Idi	idi	idii1243	False	False	False	False	True
Icelandic	isl	icel1247	False	False	False	False	True
Ibatan	ivb	ibat1238	False	False	False	False	True
Iau	tmu	iauu1242	False	False	False	False	True
Iaai	iai	iaai1238	False	False	False	False	True
Hurrian	xhu	hurr1240	False	False	False	False	True
Huron-Wyandot	wya	wyan1247	False	False	False	False	True
Hupa	hup	hupa1239	False	False	False	False	True
Hungu	hng	hung1280	False	False	False	True	False
Hungana	hum	hung1278	False	False	False	False	True
Hulaulá	huy	hula1244	False	False	False	False	True
Huehuetla Tepehua	tee	hueh1236	False	False	False	False	True
Huaylla Wanca Quechua	qvw	huay1241	False	True	False	False	False
Huautla Mazatec	mau	huau1238	False	False	False	False	True
Huastec	hus	huas1242	False	False	False	False	True
Huarijio	var	huar1255	False	False	False	False	True
Huallaga Huánuco Quechua	qub	hual1241	False	False	False	False	True
Hre	hre	hree1244	False	False	False	False	True
Hrangkhol	hra	hran1239	False	False	False	False	True
Hozo	hoz	hozo1236	False	False	False	False	True
Hote	hot	hote1245	False	False	False	False	True
Hopi	hop	hopi1249	False	False	False	False	True
Hokkaido Ainu	ain	ainu1240	False	False	False	False	True
Ho	hoc	hooo1248	False	False	False	False	True
Hmong Njua	hnj	hmon1264	False	False	False	False	True
Hmong Daw	mww	hmon1333	False	False	False	False	True
Hittite	hit	hitt1242	False	False	False	False	True
Hills Karbi	mjw	karb1241	False	False	False	False	True
Hiligaynon	hil	hili1240	False	False	False	False	True
Hijazi Arabic	acw	hija1235	False	False	False	False	True
Highland Puebla Nahuatl	azz	high1278	False	False	False	False	True
Highland Popoluca	poi	high1276	False	False	False	False	True
Highland Oaxaca Chontal	chd	high1242	False	False	False	False	True
Hieroglyphic Luwian	hlu	hier1240	False	False	False	False	True
Hidatsa	hid	hida1246	False	False	False	False	True
Hezhou	NOCODE_Hezhou	hezh1244	False	False	False	False	True
Hazaragi	haz	haza1239	False	False	False	False	True
Haya	hay	haya1250	False	False	False	False	True
Hawu	hvn	sabu1255	False	False	False	False	True
Hawkesbury	xda	hawk1239	False	False	False	False	True
Hawaiian	haw	hawa1245	False	False	False	False	True
Havasupai-Walapai-Yavapai	yuf	hava1248	False	False	False	False	True
Hausa	hau	haus1257	False	False	False	False	True
Hatam	had	hata1243	False	False	False	False	True
Hassaniyya	mey	hass1238	False	False	False	True	False
Hanis	csz	coos1249	False	False	False	False	True
Hamtai	hmt	hamt1247	False	False	False	False	True
Hamer-Banna	amf	hame1242	False	False	False	False	True
Halkomelem	hur	halk1245	False	False	False	False	True
Halia	hla	hali1244	False	False	False	False	True
Halh Mongolian	khk	halh1238	False	False	False	False	True
Halbi	hlb	halb1244	False	False	False	False	True
Hakka Chinese	hak	hakk1236	False	False	False	False	True
Haka Chin	cnh	haka1240	False	False	False	False	True
Gwahatike	dah	gwah1244	False	False	False	False	True
Guugu Yimidhirr	kky	gugu1255	False	False	False	False	True
Gusii	guz	gusi1247	False	False	False	False	True
Guruntum-Mbaaru	grd	guru1271	False	False	False	False	True
Gurung	gvr	guru1261	False	False	False	False	True
Gurdjar	gdj	gurd1238	False	False	False	False	True
Guragone	gge	gura1252	False	False	False	False	True
Gupapuyngu	guf	gupa1247	False	False	False	False	True
Gumawana	gvs	guma1254	False	False	False	False	True
Gulf Arabic	afb	gulf1241	False	False	False	False	True
Gujarati	guj	guja1252	False	False	False	False	True
Guianese Creole French	gcr	guia1246	False	False	False	False	True
Guhu-Samane	ghs	guhu1244	False	False	False	False	True
Gugu Badhun	gdc	gugu1253	False	False	False	False	True
Gude	gde	gude1246	False	False	False	False	True
Guaicurian	NOCODE_Guaicurian	guai1237	False	False	False	False	True
Guahibo	guh	guah1255	False	False	False	False	True
Guadeloupean Creole French	gcf	guad1242	False	False	False	False	True
Grass Koiari	kbk	gras1249	False	False	False	False	True
Gourmanchéma	gux	gour1243	False	False	False	False	True
Gothic	got	goth1244	False	False	False	False	True
Gorum-Parenga	pcj	pare1266	False	False	False	False	True
Gorontalo	gor	goro1259	False	False	False	False	True
Golo	NOCODE_Golo	golo1234	False	False	False	False	True
Golin	gvf	goli1247	False	False	False	False	True
Gogodala	ggw	gogo1265	False	False	False	False	True
Goemai	ank	goem1240	False	False	False	False	True
Goan Konkani	gom	goan1235	False	False	False	False	True
Glavda	glw	glav1244	False	False	False	True	False
Gitxsan	git	gitx1241	False	False	False	False	True
Gimi (Eastern Highlands)	gim	gimi1243	False	False	False	False	True
Gilit Mesopotamian Arabic	acm	meso1252	False	False	False	False	True
Gilbertese	gil	gilb1244	False	False	False	False	True
Geser-Gorom	ges	gese1240	False	False	False	False	True
German	deu	stan1295	False	False	False	False	True
Georgian	kat	nucl1302	False	False	False	False	True
Geez	gez	geez1241	False	False	False	False	True
Gazi	gzi	gazi1243	False	False	False	False	True
Gawar-Bati	gwt	gawa1247	False	False	False	False	True
Gata'	gaq	gata1239	False	False	False	False	True
Garo	grt	garo1247	False	False	False	False	True
Garig-Ilgar	ilg	gari1253	False	False	False	False	True
Garhwali	gbm	garh1243	False	False	False	False	True
Ganza	gza	ganz1246	False	False	False	False	True
Gangte	gnb	gang1266	False	False	False	False	True
Ganda	lug	gand1255	False	False	False	False	True
Gamo	gmv	gamo1243	False	False	False	False	True
Gamale Kham	kgj	gama1251	False	False	False	True	False
Galoli-Talur	gal	galo1243	False	False	False	False	True
Galo	adl	galo1242	False	False	False	False	True
Galice	gce	gali1261	False	False	False	False	True
Galela	gbi	gale1259	False	False	False	False	True
Gagadu	gbu	gaga1251	False	False	False	False	True
Gadsup	gaj	gads1258	False	False	False	False	True
Ga'dang	gdg	gada1258	False	False	False	False	True
Fyam	pym	fyam1238	False	False	False	False	True
Fulniô	fun	fuln1247	False	False	False	False	True
Friulian	fur	friu1240	False	False	False	False	True
Forest Nenets	NOCODE_Forest-Nenets	fore1274	False	False	False	False	True
Fore	for	fore1270	False	False	False	False	True
Fordata	frd	ford1242	False	False	False	False	True
Folopa	ppo	folo1238	False	False	False	False	True
Foi	foi	foii1241	False	False	False	False	True
Finallig	bkb	fina1242	False	False	False	False	True
