Language	ISO 639-3	Glottocode	coordination	serial_verb	verb_serialization	yuxtaposition
Ipai	NOCODE_Ipai	ipai1240	False	False	False	False
Iowa-Oto	iow	iowa1245	False	False	False	False
Inter-Zab Jewish Neo-Aramaic	aij	lish1245	False	False	False	False
Indus Kohistani	mvy	indu1241	False	False	False	False
Indonesian Bajau	bdl	indo1317	False	False	False	False
Inabaknon	abx	inab1237	False	False	False	False
Imbongu	imo	imbo1238	False	False	False	False
Ilongot	ilk	ilon1239	False	False	False	False
Ilianen Manobo	mbi	ilia1236	False	False	False	False
Ikulu	ikl	ikul1238	False	False	False	False
Ikoma-Nata	ntk	ikom1245	False	False	False	False
Ikaranggal	ikr	ikar1243	False	False	False	False
Ignaciano	ign	igna1246	False	False	False	False
Igbo	ibo	nucl1417	False	False	False	False
Idu	clk	idum1241	False	False	False	False
Idoma	idu	idom1241	False	False	False	False
Idi	idi	idii1243	False	False	False	False
Icelandic	isl	icel1247	False	False	False	False
Ibanag	ibg	iban1267	False	False	False	False
Iamalele	yml	iama1237	False	False	False	False
Iaai	iai	iaai1238	False	False	False	False
Hurrian	xhu	hurr1240	False	False	False	False
Hupa	hup	hupa1239	False	False	False	False
Hungu	hng	hung1280	False	False	False	False
Hungana	hum	hung1278	False	False	False	False
Hula	hul	hula1239	False	False	False	False
Huehuetla Tepehua	tee	hueh1236	False	False	False	False
Huaylla Wanca Quechua	qvw	huay1241	False	False	False	False
Huautla Mazatec	mau	huau1238	False	False	False	False
Hruso	hru	hrus1242	False	False	False	False
Hre	hre	hree1244	False	False	False	False
Hrangkhol	hra	hran1239	False	False	False	False
Hopi	hop	hopi1249	False	False	False	False
Hokkaido Ainu	ain	ainu1240	False	False	False	False
Ho	hoc	hooo1248	False	False	False	False
Hmar	hmr	hmar1241	False	False	False	False
Hlai	lic	hlai1239	False	False	False	False
Hittite	hit	hitt1242	False	False	False	False
Hindi	hin	hind1269	False	False	False	False
Hills Karbi	mjw	karb1241	False	False	False	False
Hijazi Arabic	acw	hija1235	False	False	False	False
Highland Puebla Nahuatl	azz	high1278	False	False	False	False
Highland Oaxaca Chontal	chd	high1242	False	False	False	False
Hidatsa	hid	hida1246	False	False	False	False
Heiltsuk-Oowekyala	hei	heil1246	False	False	False	False
Hdi	xed	hdii1240	False	False	False	False
Hazaragi	haz	haza1239	False	False	False	False
Hawkesbury	xda	hawk1239	False	False	False	False
Hawaiian	haw	hawa1245	False	False	False	False
Havasupai-Walapai-Yavapai	yuf	hava1248	False	False	False	False
Hausa	hau	haus1257	False	False	False	False
Hatang Kayi	agv	remo1247	False	False	False	False
Hassaniyya	mey	hass1238	False	False	False	False
Haryanvi	bgc	hary1238	False	False	False	False
Haroi	hro	haro1237	False	False	False	False
Hanis	csz	coos1249	False	False	False	False
Hamtai	hmt	hamt1247	False	False	False	False
Halh Mongolian	khk	halh1238	False	False	False	False
Halang	hal	hala1252	False	False	False	False
Hakka Chinese	hak	hakk1236	False	False	False	False
Haka Chin	cnh	haka1240	False	False	False	False
Hadza	hts	hadz1240	False	False	False	False
Gwich'in	gwi	gwic1235	False	False	False	False
Gweno	gwe	gwen1239	False	False	False	False
Guugu Yimidhirr	kky	gugu1255	False	False	False	False
Gurinji	gue	guri1247	False	False	False	False
Gurdjar	gdj	gurd1238	False	False	False	False
Gupapuyngu	guf	gupa1247	False	False	False	False
Gulf Arabic	afb	gulf1241	False	False	False	False
Gujarati	guj	guja1252	False	False	False	False
Guhu-Samane	ghs	guhu1244	False	False	False	False
Gugubera	kkp	gugu1254	False	False	False	False
Gugu Badhun	gdc	gugu1253	False	False	False	False
Guerrero Amuzgo	amu	guer1243	False	False	False	False
Guahibo	guh	guah1255	False	False	False	False
Gourmanchéma	gux	gour1243	False	False	False	False
Gothic	got	goth1244	False	False	False	False
Gorum-Parenga	pcj	pare1266	False	False	False	False
Gorontalo	gor	goro1259	False	False	False	False
Golo	NOCODE_Golo	golo1234	False	False	False	False
Gola	gol	gola1255	False	False	False	False
Gogodala	ggw	gogo1265	False	False	False	False
Gogo	gog	gogo1263	False	False	False	False
Godwari	gdx	godw1241	False	False	False	False
Goan Konkani	gom	goan1235	False	False	False	False
Glavda	glw	glav1244	False	False	False	False
Gilit Mesopotamian Arabic	acm	meso1252	False	False	False	False
Ghari	gri	ghar1239	False	False	False	False
Geser-Gorom	ges	gese1240	False	False	False	False
German	deu	stan1295	False	False	False	False
Gela	nlg	gela1263	False	False	False	False
Geez	gez	geez1241	False	False	False	False
Gbagyi	gbr	gbag1258	False	False	False	False
Gazi	gzi	gazi1243	False	False	False	False
Gawar-Bati	gwt	gawa1247	False	False	False	False
Gavião Do Jiparaná	gvo	gavi1246	False	False	False	False
Garo	grt	garo1247	False	False	False	False
Garig-Ilgar	ilg	gari1253	False	False	False	False
Garhwali	gbm	garh1243	False	False	False	False
Ganza	gza	ganz1246	False	False	False	False
Gangou	NOCODE_Gangou	gang1272	False	False	False	False
Ganda	lug	gand1255	False	False	False	False
Ganai	unn	gana1278	False	False	False	False
Gambian Wolof	wof	gamb1252	False	False	False	False
Gamale Kham	kgj	gama1251	False	False	False	False
Galoli-Talur	gal	galo1243	False	False	False	False
Galo	adl	galo1242	False	False	False	False
Galice	gce	gali1261	False	False	False	False
Galibi Carib	car	gali1262	False	False	False	False
Galela	gbi	gale1259	False	False	False	False
Gagauz	gag	gaga1249	False	False	False	False
Gagadu	gbu	gaga1251	False	False	False	False
Gadsup	gaj	gads1258	False	False	False	False
Gade Lohar	gda	gade1236	False	False	False	False
Gaam	tbi	gaam1241	False	False	False	False
Gaa	ttb	gaaa1245	False	False	False	False
Ga'dang	gdg	gada1258	False	False	False	False
Ga'anda	gqa	gaan1243	False	False	False	False
Futuna-Aniwa	fut	futu1245	False	False	False	False
Fur	fvr	furr1244	False	False	False	False
Fulniô	fun	fuln1247	False	False	False	False
Friulian	fur	friu1240	False	False	False	False
Fordata	frd	ford1242	False	False	False	False
Foi	foi	foii1241	False	False	False	False
Finnish	fin	finn1318	False	False	False	False
Finallig	bkb	fina1242	False	False	False	False
Filomeno Mata Totonac	tlp	filo1235	False	False	False	False
Filipino	fil	fili1244	False	False	False	False
Fijian	fij	fiji1243	False	False	False	False
Fiji Hindi	hif	fiji1242	False	False	False	False
Faroese	fao	faro1244	False	False	False	False
Faeto and Celle San Vito Francoprovencal	NOCODE_Faeto-Celle-San-Vito-Francoprovencal	faet1240	False	False	False	False
Ewage-Notu	nou	ewag1241	False	False	False	False
Even	eve	even1260	False	False	False	False
Estonian	ekk	esto1258	False	False	False	False
Ese	mcq	esee1247	False	False	False	False
Erzya	myv	erzy1239	False	False	False	False
Eravallan	era	erav1242	False	False	False	False
Epigraphic Mayan	emy	epig1241	False	False	False	False
English	eng	stan1293	False	False	False	False
Engenni	enn	enge1239	False	False	False	False
Enga	enq	enga1252	False	False	False	False
Elip	ekm	elip1238	False	False	False	False
Elamite	elx	elam1244	False	False	False	False
Ekpeye	ekp	ekpe1253	False	False	False	False
Egyptian Arabic	arz	egyp1253	False	False	False	False
Eggon	ego	eggo1239	False	False	False	False
Efik	efi	efik1245	False	False	False	False
Edopi	dbf	edop1238	False	False	False	False
Eblaite	xeb	ebla1238	False	False	False	False
Eastern Yiddish	ydd	east2295	False	False	False	False
Eastern Tamang	taj	east2347	False	False	False	False
Eastern Puroik	suv	sulu1241	False	False	False	False
Eastern Pomo	peb	east2545	False	False	False	False
Eastern Penan	pez	east2485	False	False	False	False
Eastern Panjabi	pan	panj1256	False	False	False	False
Eastern Mnong	mng	east2333	False	False	False	False
Eastern Meohang	emg	east2357	False	False	False	False
Eastern Mari	mhr	east2328	False	False	False	False
Eastern Magar	mgp	east2352	False	False	False	False
Eastern Low German	nds	nort2627	False	False	False	False
Eastern Huasteca Nahuatl	nhe	east2538	False	False	False	False
Eastern Egyptian Bedawi Arabic	avl	east2690	False	False	False	False
Eastern Canadian Inuktitut	ike	east2534	False	False	False	False
Eastern Bru	bru	east2332	False	False	False	False
Eastern Bolivian Guaraní	gui	east2555	False	False	False	False
Eastern Balochi	bgp	east2304	False	False	False	False
Eastern Atadei	lmf	sout2896	False	False	False	False
Eastern Armenian	hye	nucl1235	False	False	False	False
Eastern Abenaki	aaq	east2544	False	False	False	False
East-Central Tangkhul Naga	nmf	tang1336	False	False	False	False
East Yugur	yuy	east2337	False	False	False	False
East Taa	nmn	huaa1248	False	False	False	False
Early Irish	sga	oldi1245	False	False	False	False
Dzongkha	dzo	dzon1239	False	False	False	False
Dyula	dyu	dyul1238	False	False	False	False
Duvle	duv	duvl1242	False	False	False	False
Dutch	nld	dutc1256	False	False	False	False
Dura	drq	dura1244	False	False	False	False
Dungar Varli	vav	varl1238	False	False	False	False
Dungan	dng	dung1253	False	False	False	False
Domung	dev	domu1246	False	False	False	False
Domaaki	dmk	doma1260	False	False	False	False
Dogri	dgo	dogr1250	False	False	False	False
Dobu	dob	dobu1241	False	False	False	False
Djiwarli	dze	djiw1241	False	False	False	False
Dizin	mdx	dizi1235	False	False	False	False
Ditidaht	dtd	diti1235	False	False	False	False
Dimli	diq	diml1238	False	False	False	False
Dimasa	dis	dima1251	False	False	False	False
Digo	dig	digo1243	False	False	False	False
Didinga	did	didi1258	False	False	False	False
Dibole	bvx	dibo1245	False	False	False	False
Diandongbei-Large Flowery Miao	hmd	larg1235	False	False	False	False
Dhurga	dhu	dhur1239	False	False	False	False
Dhudhuroa	ddr	dhud1236	False	False	False	False
Dhimal	dhi	dhim1246	False	False	False	False
Dhatki	mki	dhat1238	False	False	False	False
Dhanki	dhn	dhan1264	False	False	False	False
Dezfuli-Shushtari	def	dezf1238	False	False	False	False
Deori	der	deor1238	False	False	False	False
Dehu	dhv	dehu1237	False	False	False	False
Dass	dot	dass1243	False	False	False	False
Dari	prs	dari1249	False	False	False	False
Dar Daju Daju	djc	dard1243	False	False	False	False
Dan	daf	dann1241	False	False	False	False
Dalmatian	dlm	dalm1243	False	False	False	False
Dakpakha	dka	dakp1242	False	False	False	False
Dahalo	dal	daha1245	False	False	False	False
Dahalik	dlk	daha1247	False	False	False	False
Dagur	dta	daur1238	False	False	False	False
Dadibi	mps	dadi1250	False	False	False	False
Daasanach	dsh	daas1238	False	False	False	False
Da'a Kaili	kzf	daak1235	False	False	False	False
Czech	ces	czec1258	False	False	False	False
Cypriot Greek	NOCODE_Cypriot-Greek	cypr1249	False	False	False	False
Cutchi-Swahili	ccl	cutc1238	False	False	False	False
Cusco Quechua	quz	cusc1236	False	False	False	False
Cupeño	cup	cupe1243	False	False	False	False
Cuiba	cui	cuib1242	False	False	False	False
Cua	cua	cuaa1241	False	False	False	False
Creolized Grand Ronde Chinook Jargon	chn	chin1272	False	False	False	False
Creek	mus	cree1270	False	False	False	False
Cowlitz	cow	cowl1242	False	False	False	False
Cornish	cor	corn1251	False	False	False	False
Cori	cry	cori1240	False	False	False	False
Coptic	cop	copt1239	False	False	False	False
Copainalá Zoque	zoc	copa1236	False	False	False	False
Continental Southern Italian	nap	neap1235	False	False	False	False
Comaltepec Chinantec	cco	coma1246	False	False	False	False
Colonia Tovar German	gct	colo1254	False	False	False	False
Colombian Inga	inb	inga1252	False	False	False	False
Colloquial Malay	zlm	mala1479	False	False	False	False
Cofán	con	cofa1242	False	False	False	False
Coeur d'Alene	crd	coeu1236	False	False	False	False
Cocos Islands Malay	coa	coco1260	False	False	False	False
Cochimi	coj	coch1272	False	False	False	False
Coastal-Naga Bikol	bcl	cent2087	False	False	False	False
Coast Miwok	csi	coas1301	False	False	False	False
Coahuilteco	xcw	coah1252	False	False	False	False
Clatsop-Shoalwater Chinook	chh	chin1286	False	False	False	False
Classical Tibetan	xct	clas1254	False	False	False	False
Classical Syriac	syc	clas1252	False	False	False	False
Classical Nahuatl	nci	clas1250	False	False	False	False
Classical Armenian	xcl	clas1249	False	False	False	False
Clallam	clm	clal1241	False	False	False	False
Cimbrian	cim	cimb1238	False	False	False	False
Cia-Cia	cia	ciac1237	False	False	False	False
Chuukese	chk	chuu1238	False	False	False	False
Chuave	cjv	chua1250	False	False	False	False
Chru	cje	chru1239	False	False	False	False
Chothe	nct	chot1239	False	False	False	False
Chopi	cce	chop1243	False	False	False	False
Chol	ctu	chol1282	False	False	False	False
Choctaw	cho	choc1276	False	False	False	False
Chocangacakha	cgk	choc1275	False	False	False	False
Chittagonian	ctg	chit1275	False	False	False	False
Chiru	cdf	chir1283	False	False	False	False
Chippewa	ciw	chip1241	False	False	False	False
Chipewyan	chp	chip1261	False	False	False	False
Chimwiini	NOCODE_Chimwiini	chim1312	False	False	False	False
Chimakum	xch	chim1310	False	False	False	False
Chickasaw	cic	chic1270	False	False	False	False
Chhattisgarhi	hne	chha1249	False	False	False	False
Cheyenne	chy	chey1247	False	False	False	False
Chenchu	cde	chen1255	False	False	False	False
Che	ruk	chee1238	False	False	False	False
Chaudangsi	cdn	chau1259	False	False	False	False
Chang Naga	nbc	chan1313	False	False	False	False
Chamorro	cha	cham1312	False	False	False	False
Chambeali	cdh	cham1307	False	False	False	False
Chaldean Neo-Aramaic	cld	chal1275	False	False	False	False
Chadong	cdy	chad1240	False	False	False	False
Central-Eastern Niger Fulfulde	fuq	cent2018	False	False	False	False
Central Tunebo	tuf	cent2150	False	False	False	False
Central Sama	sml	cent2092	False	False	False	False
Central Pashto	pst	cent1973	False	False	False	False
Central Okinawan	ryu	cent2126	False	False	False	False
Central Ojibwa	ojc	cent2136	False	False	False	False
Central Nicobarese	ncb	cent1990	False	False	False	False
Central Melanau	mel	cent2101	False	False	False	False
Central Kurdish	ckb	cent1972	False	False	False	False
Central Bontoc	lbk	cent2292	False	False	False	False
Central Asmat	cns	cent2117	False	False	False	False
Central Alemannic	gsw	swis1247	False	False	False	False
Central Alaskan Yupik	esu	cent2127	False	False	False	False
Celtiberian	xce	celt1247	False	False	False	False
Cebuano	ceb	cebu1242	False	False	False	False
Cayuga	cay	cayu1261	False	False	False	False
Cayubaba	cyb	cayu1262	False	False	False	False
Catawba	chc	cata1286	False	False	False	False
Casiguran-Nagtipunan Agta	dgc	casi1235	False	False	False	False
Carrier	crx	carr1249	False	False	False	False
Carian	xcr	cari1274	False	False	False	False
Car Nicobarese	caq	carn1240	False	False	False	False
Caquinte	cot	caqu1242	False	False	False	False
Cappadocian Greek	cpg	capp1239	False	False	False	False
Capanahua	kaq	capa1241	False	False	False	False
Canela-Krahô	ram	cane1242	False	False	False	False
Candoshi-Shapra	cbu	cand1248	False	False	False	False
Campidanese Sardinian	sro	camp1261	False	False	False	False
Camarines Norte Agta	abd	cama1250	False	False	False	False
Caluyanun	clu	calu1238	False	False	False	False
Cakfem-Mushere	cky	cakf1236	False	False	False	False
Caddo	cad	cadd1256	False	False	False	False
Cacaopera	ccr	caca1247	False	False	False	False
Byangsi	bee	byan1241	False	False	False	False
Bwaidoka	bwd	bwai1242	False	False	False	False
Bussa	dox	buss1239	False	False	False	False
Bushoong	buf	bush1247	False	False	False	False
Burmeso	bzu	burm1264	False	False	False	False
Burmese	mya	nucl1310	False	False	False	False
Bura-Pabir	bwr	bura1292	False	False	False	False
Buol	blf	buol1237	False	False	False	False
Bunun	bnn	bunu1267	False	False	False	False
Bunganditj	xbg	bung1264	False	False	False	False
Bunama	bdd	buna1276	False	False	False	False
Bunaba	bck	buna1275	False	False	False	False
Bumthangkha	kjz	bumt1240	False	False	False	False
Bulu (Cameroon)	bum	bulu1251	False	False	False	False
Bulgarian	bul	bulg1262	False	False	False	False
Bularnu	NOCODE_Bularnu	bula1255	False	False	False	False
Bukiyip	ape	buki1249	False	False	False	False
Bukharic	bhh	bukh1238	False	False	False	False
Bugun	bgg	bugu1246	False	False	False	False
Buginese	bug	bugi1244	False	False	False	False
Bughotu	bgt	bugh1239	False	False	False	False
Budukh	bdk	budu1248	False	False	False	False
Bube	bvb	bube1242	False	False	False	False
Bu-Nao Bunu	bwx	buna1273	False	False	False	False
Brooke's Point Palawano	plw	broo1239	False	False	False	False
Braj	bra	braj1242	False	False	False	False
Bori-Karko	adi	bori1243	False	False	False	False
Border Kuna	kvn	bord1248	False	False	False	False
Borana-Arsi-Guji Oromo	gax	bora1271	False	False	False	False
Bongo	bot	bong1285	False	False	False	False
Bonggi	bdg	bong1289	False	False	False	False
Bondo	bfw	bond1245	False	False	False	False
Bondei	bou	bond1247	False	False	False	False
Bolivar-North Chimborazo Highland Quichua	qug	chim1302	False	False	False	False
Bolgo	bvo	bolg1251	False	False	False	False
Bokyi	bky	boky1238	False	False	False	False
Bokar-Ramo	NOCODE_Bokar	boka1249	False	False	False	False
Bohtan Neo-Aramaic	bhn	boht1238	False	False	False	False
Bodo-Mech	brx	bodo1269	False	False	False	False
Blang	blr	blan1242	False	False	False	False
Biwat	bwm	biwa1243	False	False	False	False
Bisu	bzi	bisu1244	False	False	False	False
Bishnupuriya	bpy	bish1244	False	False	False	False
Birri	bvq	birr1240	False	False	False	False
Birrdhawal	ihw	gana1268	False	False	False	False
Binongan Itneg	itb	bino1237	False	False	False	False
Binandere	bhg	bina1277	False	False	False	False
Bilin	byn	bili1260	False	False	False	False
Bila	bip	bila1255	False	False	False	False
Biangai	big	bian1252	False	False	False	False
Bhojpuri	bho	bhoj1244	False	False	False	False
Bhili	bhb	bhil1251	False	False	False	False
Bhadrawahi	bhd	bhad1241	False	False	False	False
Berta	wti	bert1248	False	False	False	False
Berau Malay	bve	bera1262	False	False	False	False
Bengali	ben	beng1280	False	False	False	False
Benga	bng	beng1282	False	False	False	False
Benabena	bef	bena1264	False	False	False	False
Bemba (Zambia)	bem	bemb1257	False	False	False	False
Belize Kriol English	bzj	beli1260	False	False	False	False
Beli (Sudan)	blm	beli1257	False	False	False	False
Baybayanon	bvy	bayb1234	False	False	False	False
Bawm Chin	bgr	bawm1236	False	False	False	False
Bavarian	bar	bava1246	False	False	False	False
Bathari	bhm	bath1244	False	False	False	False
Batak Alas-Kluet	btz	bata1292	False	False	False	False
Batad Ifugao	ifb	bata1298	False	False	False	False
Bashkardi	bsg	bash1263	False	False	False	False
Basay	byq	basa1287	False	False	False	False
Basa (Cameroon)	bas	basa1284	False	False	False	False
Barí	mot	bari1297	False	False	False	False
Barranbinya	NOCODE_Barranbinya	barr1252	False	False	False	False
Bari	bfa	bari1284	False	False	False	False
Barbareño	boi	barb1263	False	False	False	False
Barabayiiga-Gisamjanga	tcc	dato1239	False	False	False	False
Banggarla	bjb	bang1339	False	False	False	False
Banao Itneg	bjx	bana1288	False	False	False	False
Bambam	ptu	bamb1270	False	False	False	False
Balti	bft	balt1258	False	False	False	False
Balkan Romani	rmn	balk1252	False	False	False	False
Balanta-Kentohe	ble	bala1301	False	False	False	False
Balangao	blw	bala1310	False	False	False	False
Bakole	kme	bako1250	False	False	False	False
Bajelani	bjm	baje1238	False	False	False	False
Baiso	bsw	bais1246	False	False	False	False
Baikeno	bkx	baik1238	False	False	False	False
Bahnar	bdq	bahn1262	False	False	False	False
Baharna Arabic	abv	baha1259	False	False	False	False
Baham	bdw	baha1258	False	False	False	False
Baga Koga	bgo	baga1273	False	False	False	False
Bafanji	bfj	bafa1249	False	False	False	False
Badjirri	jbi	badj1244	False	False	False	False
Bade	bde	bade1248	False	False	False	False
Bactrian	xbc	bact1239	False	False	False	False
Babuza	bzg	babu1240	False	False	False	False
Babine	bcr	babi1235	False	False	False	False
Babatana	baa	baba1268	False	False	False	False
Baatonum	bba	baat1238	False	False	False	False
Aweer	bob	awee1242	False	False	False	False
Awadhi	awa	awad1243	False	False	False	False
Awabakal	awk	awab1243	False	False	False	False
Avestan	ave	aves1237	False	False	False	False
Atsugewi	atw	atsu1245	False	False	False	False
Atikamekw	atj	atik1240	False	False	False	False
Ati	atk	atii1237	False	False	False	False
Ata Manobo	atd	atam1240	False	False	False	False
Asuri	asr	asur1254	False	False	False	False
Asu (Tanzania)	asa	asut1235	False	False	False	False
Assyrian Neo-Aramaic	aii	assy1241	False	False	False	False
Assamese	asm	assa1263	False	False	False	False
Ashkun	ask	ashk1246	False	False	False	False
Arpitan	frp	fran1260	False	False	False	False
Aromanian	rup	arom1237	False	False	False	False
Arizona Tewa	NOCODE_Arizona-Tewa	ariz1237	False	False	False	False
Arikara	ari	arik1262	False	False	False	False
Are	mwc	aree1239	False	False	False	False
Archaic Angloromani	rme	angl1239	False	False	False	False
Arapaho	arp	arap1274	False	False	False	False
Apurinã	apu	apur1254	False	False	False	False
Apinayé	apn	apin1244	False	False	False	False
Apatani	apt	apat1240	False	False	False	False
Apalachee	xap	apal1237	False	False	False	False
Ao Naga	njo	aona1235	False	False	False	False
Anuta	aud	anut1237	False	False	False	False
Anuak	anu	anua1242	False	False	False	False
Angika	anp	angi1238	False	False	False	False
Angami Naga	njm	anga1288	False	False	False	False
Angal	age	anga1293	False	False	False	False
Angal Heneng	akh	anga1292	False	False	False	False
Anfillo	myo	anfi1235	False	False	False	False
Andegerebinha	adg	ande1247	False	False	False	False
Andaman Creole Hindi	hca	anda1280	False	False	False	False
Ancient North Arabian	xna	anci1245	False	False	False	False
Amo	amo	amoo1242	False	False	False	False
Ambulas	abt	ambu1247	False	False	False	False
Ambai	amk	amba1265	False	False	False	False
Amatlán Zapotec	zpo	amat1238	False	False	False	False
Amara	aie	amar1272	False	False	False	False
Ama (Sudan)	nyi	amas1236	False	False	False	False
Alviri-Vidari	avd	alvi1241	False	False	False	False
Alutor	alr	alut1245	False	False	False	False
Alur	alz	alur1250	False	False	False	False
Alsea-Yaquina	aes	alse1251	False	False	False	False
Algerian Arabic	arq	alge1239	False	False	False	False
Aleut	ale	aleu1260	False	False	False	False
Alekano	gah	alek1238	False	False	False	False
Ale	gwd	gaww1239	False	False	False	False
Alawa	alh	alaw1244	False	False	False	False
Alamuti	goz	goza1238	False	False	False	False
Alabat Island Agta	dul	alab1246	False	False	False	False
Akum	aku	akum1238	False	False	False	False
Akoye	miw	akoy1238	False	False	False	False
Akkadian	akk	akka1240	False	False	False	False
Akha	ahk	akha1245	False	False	False	False
Akei	tsr	akei1237	False	False	False	False
Akawaio	ake	akaw1239	False	False	False	False
Aka-Kora	ack	akak1251	False	False	False	False
Aka-Jeru	akj	akaj1239	False	False	False	False
Ajyíninka Apurucayali	cpc	ajyi1238	False	False	False	False
Ainu (China)	aib	ainu1251	False	False	False	False
Ahom	aho	ahom1240	False	False	False	False
Ahanta	aha	ahan1243	False	False	False	False
Agutaynen	agn	agut1237	False	False	False	False
Aguacateco	agu	agua1252	False	False	False	False
Agob	kit	agob1244	False	False	False	False
Aghwan	xag	aghw1237	False	False	False	False
Agarabi	agd	agar1252	False	False	False	False
Afrikaans	afr	afri1274	False	False	False	False
Afar	aar	afar1241	False	False	False	False
Aekyom	awi	aeky1238	False	False	False	False
Adangbe	adq	adan1248	False	False	False	False
Adamawa Fulfulde	fub	adam1253	False	False	False	False
Achumawi	acv	achu1247	False	False	False	False
Acheron	acz	ache1245	False	False	False	False
Acatepec Me'phaa	tpx	acat1239	False	False	False	False
Abenlen Ayta	abp	aben1249	False	False	False	False
/Xam	xam	xamm1241	False	False	False	False
