Language	ISO 639-3	Glottocode	adverbial_clause	complement_clause	nominalization	relative_clause	subordination
Sarangani Manobo	mbs	sara1327	False	False	False	False	False
Sarangani Blaan	bps	sara1326	False	False	False	False	False
Saraiki	skr	sera1259	False	False	False	False	False
Sapuan	spu	sapu1248	False	False	False	False	False
Sansi	ssi	sans1271	False	False	False	False	False
Sankaran Maninka	msc	sank1253	False	False	False	False	False
Sangtam Naga	nsa	sang1321	False	False	False	False	False
Sangir	sxn	sang1336	False	False	False	False	False
Sanga (Democratic Republic of Congo)	sng	sang1331	False	False	False	False	False
San Juan Atzingo Popoloca	poe	sanj1285	False	False	False	False	False
San Felipe Otlaltepec Popoloca	pow	sanf1264	False	False	False	False	False
San Andres Creole English	icr	sana1297	False	False	False	False	False
Samoan	smo	samo1305	False	False	False	False	False
Samo	smq	samo1303	False	False	False	False	False
Sambalpuri	spv	samb1325	False	False	False	False	False
Salt-Yui	sll	salt1242	False	False	False	False	False
Salinan	sln	sali1253	False	False	False	False	False
Sajalong	sjl	saja1240	False	False	False	False	False
Saint Lucian Creole French	acf	sain1246	False	False	False	False	False
Saidi Arabic	aec	said1239	False	False	False	False	False
Sagalla	tga	saga1262	False	False	False	False	False
Safwa	sbk	safw1238	False	False	False	False	False
Safeyoka	apz	safe1240	False	False	False	False	False
Sadu	NOCODE_Sadu	sadu1234	False	False	False	False	False
Sadri	sck	sadr1248	False	False	False	False	False
Rungus	drg	rung1259	False	False	False	False	False
Ruga	ruh	ruga1238	False	False	False	False	False
Ruching Palaung	pce	ruch1235	False	False	False	False	False
Rongpo	rnp	rong1264	False	False	False	False	False
Rongmei Naga	nbu	rong1266	False	False	False	False	False
Romagnol	rgn	roma1328	False	False	False	False	False
Rio Grande Tewa	tew	tewa1260	False	False	False	False	False
Reshe	res	resh1242	False	False	False	False	False
Rerep	pgk	rere1240	False	False	False	False	False
Rennell-Bellona	mnv	renn1242	False	False	False	False	False
Rengao	ren	reng1252	False	False	False	False	False
Rejang Kayan	ree	reja1241	False	False	False	False	False
Ravula	yea	ravu1237	False	False	False	False	False
Rapoisi	kyx	rapo1238	False	False	False	False	False
Rangpuri	rkt	rang1265	False	False	False	False	False
Quiotepec Chinantec	chq	quio1240	False	False	False	False	False
Quinault	qun	quin1251	False	False	False	False	False
Quechan	yum	quec1382	False	False	False	False	False
Päri	lkr	pari1256	False	False	False	False	False
Pumé	yae	pume1238	False	False	False	False	False
Pottangi Ollar Gadaba	gdb	pott1240	False	False	False	False	False
Potawatomi	pot	pota1247	False	False	False	False	False
Portuguese	por	port1283	False	False	False	False	False
Polci	plj	polc1243	False	False	False	False	False
Pohnpeian	pon	pohn1238	False	False	False	False	False
Plautdietsch	pdt	plau1238	False	False	False	False	False
Plateau Malagasy	plt	plat1254	False	False	False	False	False
Piscataway	psy	pisc1239	False	False	False	False	False
Pintiini	pti	pint1251	False	False	False	False	False
Phrygian	xpg	phry1239	False	False	False	False	False
Phong-Kniang	pnx	phon1246	False	False	False	False	False
Phake	phk	phak1238	False	False	False	False	False
Peñoles Mixtec	mil	peno1244	False	False	False	False	False
Penrhyn	pnh	penr1237	False	False	False	False	False
Pennsylvania German	pdc	penn1240	False	False	False	False	False
Pengo	peg	peng1244	False	False	False	False	False
Pazeh	pzh	kulo1237	False	False	False	False	False
Pass Valley Yali	yac	pass1247	False	False	False	False	False
Papiamento	pap	papi1253	False	False	False	False	False
Papar	dpp	papa1268	False	False	False	False	False
Paniya	pcg	pani1256	False	False	False	False	False
Pangasinan	pag	pang1290	False	False	False	False	False
Pamplona Atta	att	pamp1244	False	False	False	False	False
Pali	pli	pali1273	False	False	False	False	False
Palenquero	pln	pale1260	False	False	False	False	False
Palantla Chinantec	cpa	pala1351	False	False	False	False	False
Paite Chin	pck	pait1244	False	False	False	False	False
Paisaci Prakrit	qpp	pais1238	False	False	False	False	False
Paipai	ppi	paip1241	False	False	False	False	False
Pahlavi	pal	pahl1241	False	False	False	False	False
Otuho	lot	otuh1238	False	False	False	False	False
Ottawa	otw	otta1242	False	False	False	False	False
Otoro	otr	otor1240	False	False	False	False	False
Ot Danum	otd	otda1235	False	False	False	False	False
Ostfränkisch	vmf	main1267	False	False	False	False	False
Orokaiva	okv	orok1269	False	False	False	False	False
Oroha	ora	oroh1237	False	False	False	False	False
Oro Win	orw	orow1243	False	False	False	False	False
Ormuri	oru	ormu1247	False	False	False	False	False
Ormu	orz	ormu1248	False	False	False	False	False
Oriya	ory	oriy1255	False	False	False	False	False
Omi	omi	omii1238	False	False	False	False	False
Omani Arabic	acx	oman1239	False	False	False	False	False
Omaha-Ponca	oma	omah1247	False	False	False	False	False
Olekha	ole	olek1239	False	False	False	False	False
Older Runic	NOCODE_Older-Runic	olde1239	False	False	False	False	False
Old Tamil	oty	oldt1248	False	False	False	False	False
Old Russian	orv	oldr1238	False	False	False	False	False
Old Prussian	prg	prus1238	False	False	False	False	False
Old Norse	non	oldn1244	False	False	False	False	False
Old Marathi	omr	oldm1244	False	False	False	False	False
Old Kannada	qkn	oldk1250	False	False	False	False	False
Old High German (ca. 750-1050)	goh	oldh1241	False	False	False	False	False
Old Frisian	ofs	oldf1241	False	False	False	False	False
Oku	oku	okuu1243	False	False	False	False	False
Okolie	oie	okol1243	False	False	False	False	False
Oirad-Kalmyk-Darkhat	xal	kalm1243	False	False	False	False	False
Oinam	NOCODE_Oinam	-	False	False	False	False	False
N||ng	ngh	nngg1234	False	False	False	False	False
Nyunga	nys	nyun1247	False	False	False	False	False
Nyoro	nyo	nyor1246	False	False	False	False	False
Nyishi-Hill Miri	njz	nyis1236	False	False	False	False	False
Nyaturu	rim	nyat1246	False	False	False	False	False
Nyanja	nya	nyan1308	False	False	False	False	False
Nyangatom	nnj	nyan1315	False	False	False	False	False
Nyamwezi	nym	nyam1276	False	False	False	False	False
Nyam	nmi	nyam1285	False	False	False	False	False
Nyaheun	nev	nyah1249	False	False	False	False	False
Nuristani Kalasha	wbk	waig1243	False	False	False	False	False
Nukuoro	nkr	nuku1260	False	False	False	False	False
Nottoway	ntw	nott1246	False	False	False	False	False
Northwestern Kolami	kfb	nort2699	False	False	False	False	False
Northwest Maidu	mjd	nort2951	False	False	False	False	False
Northern Tshwa	hio	tsoa1238	False	False	False	False	False
Northern Thai	nod	nort2740	False	False	False	False	False
Northern Roglai	rog	nort2994	False	False	False	False	False
Northern Pashto	pbu	nort2646	False	False	False	False	False
Northern Pame	pmq	nort2984	False	False	False	False	False
Northern One	onr	nort2907	False	False	False	False	False
Northern Kurdish	kmr	nort2641	False	False	False	False	False
Northern Inland Yuin	NOCODE_Northern-Inland-Yuin	nort2760	False	False	False	False	False
Northern Haida	hdn	nort2938	False	False	False	False	False
Northern Gondi	gno	nort2702	False	False	False	False	False
Northern Frisian	frr	nort2626	False	False	False	False	False
Northern Amami-Oshima	ryn	nort2935	False	False	False	False	False
Northeastern Thai	tts	nort2741	False	False	False	False	False
Northeast Maidu	nmu	nort2952	False	False	False	False	False
North Tairora	tbg	nort2920	False	False	False	False	False
North Moluccan Malay	max	nort2828	False	False	False	False	False
North Alaskan Inupiatun	esi	nort2943	False	False	False	False	False
Nonuya	noj	nonu1241	False	False	False	False	False
Nokuku	nkk	noku1237	False	False	False	False	False
Nkonya	nko	nkon1248	False	False	False	False	False
Njerep	njr	njer1242	False	False	False	False	False
Njebi	nzb	njeb1242	False	False	False	False	False
Niuean	niu	niue1239	False	False	False	False	False
Nilamba	nim	nila1242	False	False	False	False	False
Nii	nii	niii1240	False	False	False	False	False
Ngäbere	gym	ngab1239	False	False	False	False	False
Ngie	ngj	ngie1242	False	False	False	False	False
Ngbaka Minagende	nga	ngba1285	False	False	False	False	False
Ngamo	nbh	ngam1282	False	False	False	False	False
Nepali	npi	nepa1254	False	False	False	False	False
Nengone	nen	neng1238	False	False	False	False	False
Negeri Sembilan Malay	zmi	nege1240	False	False	False	False	False
Navajo	nav	nava1243	False	False	False	False	False
Nati	NOCODE_Nati	nati1244	False	False	False	False	False
Narrinyeri	nay	narr1259	False	False	False	False	False
Naro	nhr	naro1249	False	False	False	False	False
Nanai	gld	nana1257	False	False	False	False	False
Nalca	nlc	nalc1240	False	False	False	False	False
Naga Pidgin	nag	naga1394	False	False	False	False	False
Naasioi	nas	naas1242	False	False	False	False	False
Na	nbt	naaa1245	False	False	False	False	False
Mískito	miq	misk1235	False	False	False	False	False
Máku	xak	maku1246	False	False	False	False	False
Myene	mye	myen1241	False	False	False	False	False
Mycenaean Greek	gmy	myce1241	False	False	False	False	False
Mwakai	mgt	mong1344	False	False	False	False	False
Muyuw	myw	muyu1244	False	False	False	False	False
Muong	mtq	muon1246	False	False	False	False	False
Mumuye	mzm	nucl1240	False	False	False	False	False
Mullukmulluk	mpb	mull1237	False	False	False	False	False
Mulam	mlm	mula1253	False	False	False	False	False
Mufian	aoj	mufi1238	False	False	False	False	False
Mudhili Gadaba	gau	mudh1235	False	False	False	False	False
Mro Chin	cmr	mroc1235	False	False	False	False	False
Mpongmpong	mgg	mpon1254	False	False	False	False	False
Moyon	nmo	moyo1238	False	False	False	False	False
Movono	tgp	tang1347	False	False	False	False	False
Mountain Koiali	kpx	moun1252	False	False	False	False	False
Mota	mtt	mota1237	False	False	False	False	False
Mossi	mos	moss1236	False	False	False	False	False
Moselle Franconian	ltz	luxe1241	False	False	False	False	False
Moro	mor	moro1285	False	False	False	False	False
Morisyen	mfe	mori1278	False	False	False	False	False
Moose Cree	crm	moos1236	False	False	False	False	False
Moni	mnz	moni1261	False	False	False	False	False
Moi (Indonesia)	mxn	moii1235	False	False	False	False	False
Mohegan-Montauk-Narragansett	mof	mohe1244	False	False	False	False	False
Mohawk	moh	moha1258	False	False	False	False	False
Mocho	mhc	moch1257	False	False	False	False	False
Mlahsô	lhs	mlah1239	False	False	False	False	False
Mixtepec Zapotec	zpm	mixt1426	False	False	False	False	False
Misima-Paneati	mpx	misi1243	False	False	False	False	False
Mirandese	mwl	mira1251	False	False	False	False	False
Millcayac	NOCODE_Millcayac	mill1237	False	False	False	False	False
Middle Mongol	xng	midd1351	False	False	False	False	False
Middle High German	gmh	midd1343	False	False	False	False	False
Mi'kmaq	mic	mikm1235	False	False	False	False	False
Mescalero-Chiricahua Apache	apm	mesc1238	False	False	False	False	False
Mesaka	iyo	mesa1245	False	False	False	False	False
Meriam	ulk	meri1244	False	False	False	False	False
Mende (Sierra Leone)	men	mend1266	False	False	False	False	False
Mele-Fila	mxe	mele1250	False	False	False	False	False
Mednyj Aleut	mud	medn1235	False	False	False	False	False
Mbere-Mbamba	mdt	mber1257	False	False	False	False	False
Mbe	mfo	mbee1249	False	False	False	False	False
Mazanderani	mzn	maza1291	False	False	False	False	False
Masai	mas	masa1300	False	False	False	False	False
Masaaba	myx	masa1299	False	False	False	False	False
Marwari (India)	rwr	marw1260	False	False	False	False	False
Maru	mhx	maru1249	False	False	False	False	False
Marshallese	mah	mars1254	False	False	False	False	False
Marori	mok	moro1289	False	False	False	False	False
Marithiel	mfr	mari1424	False	False	False	False	False
Maring	nng	mari1416	False	False	False	False	False
Maring	mbw	mari1435	False	False	False	False	False
Marathi	mar	mara1378	False	False	False	False	False
Maranunggu	zmr	mara1386	False	False	False	False	False
Maranao	mrw	mara1404	False	False	False	False	False
Maram Naga	nma	mara1379	False	False	False	False	False
Maraghei	vmh	mara1373	False	False	False	False	False
Mara Chin	mrh	mara1382	False	False	False	False	False
Mar Paharia of Dumka	mkb	malp1246	False	False	False	False	False
Mape	mlh	mape1249	False	False	False	False	False
Maori	mri	maor1246	False	False	False	False	False
Mansaka	msk	mans1262	False	False	False	False	False
Mannan	mjv	mann1246	False	False	False	False	False
Mangga Buang	mmo	mang1404	False	False	False	False	False
Manga Kanuri	kby	mang1399	False	False	False	False	False
Mandjak	mfv	mand1419	False	False	False	False	False
Manda (India)	mha	mand1413	False	False	False	False	False
Manchu	mnc	manc1252	False	False	False	False	False
Mampruli	maw	mamp1244	False	False	False	False	False
Mambae	mgm	mamb1306	False	False	False	False	False
Mamanwa	mmn	mama1275	False	False	False	False	False
Malvi	mup	malv1243	False	False	False	False	False
Malgana	vml	malg1242	False	False	False	False	False
Malayalam	mal	mala1464	False	False	False	False	False
Malawi Lomwe	lon	mala1256	False	False	False	False	False
Malaweg	NOCODE_Malaweg	mala1534	False	False	False	False	False
Maku'a	lva	maku1277	False	False	False	False	False
Makonde	kde	mako1251	False	False	False	False	False
Makhuwa-Meetto	mgh	makh1261	False	False	False	False	False
Makhuwa	vmw	makh1264	False	False	False	False	False
Makah	myh	maka1318	False	False	False	False	False
Mak (China)	mkg	makc1235	False	False	False	False	False
Maithili	mai	mait1250	False	False	False	False	False
Mahasu Pahari	bfz	maha1287	False	False	False	False	False
Maharastri Prakrit	pmh	maha1305	False	False	False	False	False
Maguindanao	mdh	magu1243	False	False	False	False	False
Magahi	mag	maga1260	False	False	False	False	False
Mag-Anchi Ayta	sgb	maga1263	False	False	False	False	False
Madngele	zml	madn1237	False	False	False	False	False
Machinga	mvw	mach1265	False	False	False	False	False
Mabaale	mmz	maba1270	False	False	False	False	False
Maay	ymm	maay1238	False	False	False	False	False
Luwo	lwo	luwo1239	False	False	False	False	False
Lusi	khl	lusi1240	False	False	False	False	False
Luangiua	ojv	onto1237	False	False	False	False	False
Lozi	loz	lozi1239	False	False	False	False	False
Lower-Nosop	nsb	lowe1407	False	False	False	False	False
Lower Riverland	NOCODE_Lower-Riverland	lowe1402	False	False	False	False	False
Lolak	llq	lola1250	False	False	False	False	False
Lokono	arw	araw1276	False	False	False	False	False
Lodhi	lbm	lodh1246	False	False	False	False	False
Limilngan	lmc	nucl1327	False	False	False	False	False
Lese	les	lese1243	False	False	False	False	False
Lepcha	lep	lepc1244	False	False	False	False	False
Leh Ladakhi	lbj	lada1244	False	False	False	False	False
Lega-Shabunda	lea	lega1249	False	False	False	False	False
Leco	lec	leco1242	False	False	False	False	False
Lavia-Awalai-Damangnuo Awa	vwa	awac1238	False	False	False	False	False
Lau	llu	lauu1247	False	False	False	False	False
Late Palestinian Aramaic	NOCODE_Late-Palestinian-Aramaic	late1255	False	False	False	False	False
Laragia	lrg	lara1258	False	False	False	False	False
Lamnso'	lns	lamn1239	False	False	False	False	False
Lambadi	lmn	lamb1269	False	False	False	False	False
Ladino	lad	ladi1251	False	False	False	False	False
Lachi	lbt	lach1248	False	False	False	False	False
Labuk-Kinabatangan Kadazan	dtb	labu1249	False	False	False	False	False
Kwama	kmq	kwam1249	False	False	False	False	False
Kwadi	kwz	kwad1244	False	False	False	False	False
Kven Finnish	fkv	kven1236	False	False	False	False	False
Kuungkari of Barcoo River	lku	kuun1236	False	False	False	False	False
Kupia	key	kupi1238	False	False	False	False	False
Kung	kfl	kung1260	False	False	False	False	False
Kunama	kun	kuna1268	False	False	False	False	False
Kumarbhag Paharia	kmj	kuma1274	False	False	False	False	False
Kumaoni	kfy	kuma1273	False	False	False	False	False
Kuman	kue	kuma1280	False	False	False	False	False
Kuku-Muminh	xmh	kuku1283	False	False	False	False	False
Kukatja	kux	kuka1246	False	False	False	False	False
Kui (India)	kxu	kuii1252	False	False	False	False	False
Kubachi	ugh	kuba1248	False	False	False	False	False
Kriol	rop	krio1252	False	False	False	False	False
Kpan	kpk	kpan1246	False	False	False	False	False
Koya	kff	koya1251	False	False	False	False	False
Koy Sanjaq Jewish Neo-Aramaic	kqd	koys1242	False	False	False	False	False
Kotia-Adivasi Oriya-Desiya	ort	adiv1239	False	False	False	False	False
Korra Koraga	kfd	korr1238	False	False	False	False	False
Korku	kfq	kork1243	False	False	False	False	False
Korana	kqz	kora1292	False	False	False	False	False
Konzo	koo	konz1239	False	False	False	False	False
Kono (Guinea)	knu	kono1267	False	False	False	False	False
Konkan Marathi	knn	konk1267	False	False	False	False	False
Komba	kpf	komb1273	False	False	False	False	False
Kom (Cameroon)	bkm	komc1235	False	False	False	False	False
Kokata	ktd	koka1244	False	False	False	False	False
Kok-Nar	gko	kokn1236	False	False	False	False	False
Koireng	nkd	koir1240	False	False	False	False	False
Kohumono	bcs	kohu1244	False	False	False	False	False
Kohistani Shina	plk	kohi1248	False	False	False	False	False
Koda	cdz	koda1236	False	False	False	False	False
Klao	klu	klao1243	False	False	False	False	False
Klamath-Modoc	kla	klam1254	False	False	False	False	False
Kitja	gia	kitj1240	False	False	False	False	False
Kitan	zkt	kita1247	False	False	False	False	False
Kipchak Urum	uum	urum1249	False	False	False	False	False
Kiowa Apache	apk	kiow1264	False	False	False	False	False
Kinnauri	kfk	kinn1249	False	False	False	False	False
Kickapoo	kic	kick1244	False	False	False	False	False
Khün	kkh	khun1259	False	False	False	False	False
Khowar	khw	khow1242	False	False	False	False	False
Khotanese	kho	khot1251	False	False	False	False	False
Khoresh-e Rostam	okh	kore1279	False	False	False	False	False
Khorasan Arabic	NOCODE_Khorasan-Arabic	khor1274	False	False	False	False	False
Kho'ini	xkc	khoi1250	False	False	False	False	False
Khmu	kjg	khmu1256	False	False	False	False	False
Khengkha	xkf	khen1241	False	False	False	False	False
Kharia Thar	ksy	khar1283	False	False	False	False	False
Khandesi	khn	khan1272	False	False	False	False	False
Khamba	kbg	kham1283	False	False	False	False	False
Kgalagadi	xkv	kgal1244	False	False	False	False	False
Kemtuik	kmt	kemt1242	False	False	False	False	False
Kele-Foma	khy	kele1255	False	False	False	False	False
Kelantan-Pattani Malay	mfa	patt1249	False	False	False	False	False
Kazym-Berezover-Suryskarer Khanty	kca	khan1273	False	False	False	False	False
Kawi	kaw	kawi1241	False	False	False	False	False
Kavir	NOCODE_Kavir	kavi1234	False	False	False	False	False
Kaurna	zku	kaur1267	False	False	False	False	False
Katë	bsh	kati1270	False	False	False	False	False
Kato	ktw	kato1244	False	False	False	False	False
Kathlamet	NOCODE_Kathlamet	kath1253	False	False	False	False	False
Kaska	kkz	kask1239	False	False	False	False	False
Kasem	xsm	kase1253	False	False	False	False	False
Karok	kyh	karo1304	False	False	False	False	False
Karkar-Yuri	yuj	kark1258	False	False	False	False	False
Kariyarra	vka	kari1304	False	False	False	False	False
Karingani	kgn	kari1303	False	False	False	False	False
Kari	kbj	kari1306	False	False	False	False	False
Karankawa	zkk	kara1289	False	False	False	False	False
Kapingamarangi	kpg	kapi1249	False	False	False	False	False
Kansa	ksk	kans1243	False	False	False	False	False
Kannada	kan	nucl1305	False	False	False	False	False
Kanite	kmu	kani1286	False	False	False	False	False
Kanikkaran	kev	kani1275	False	False	False	False	False
Kangri	xnr	kang1280	False	False	False	False	False
Kanembu	kbl	kane1243	False	False	False	False	False
Kamba (Kenya)	kam	kamb1297	False	False	False	False	False
Kamas-Koibal	xas	kama1351	False	False	False	False	False
Kamara	jmr	kama1357	False	False	False	False	False
Kaluli	bco	kalu1248	False	False	False	False	False
Kalo Finnish Romani	rmf	kalo1256	False	False	False	False	False
Kalkoti	xka	kalk1245	False	False	False	False	False
Kalispel-Pend d'Oreille	fla	kali1308	False	False	False	False	False
Kalam	kmh	kala1397	False	False	False	False	False
Kajali	xkj	kaja1247	False	False	False	False	False
Kaiwá	kgk	kaiw1246	False	False	False	False	False
Kahua	agw	kahu1241	False	False	False	False	False
Kadar	kej	kada1242	False	False	False	False	False
Kachchi	kfr	kach1277	False	False	False	False	False
Kachari	xac	kach1279	False	False	False	False	False
Judeo-Yemeni Arabic	jye	jude1267	False	False	False	False	False
Judeo-Tripolitanian Arabic	yud	jude1264	False	False	False	False	False
Judeo-Iraqi Arabic	yhd	jude1266	False	False	False	False	False
Juang	jun	juan1238	False	False	False	False	False
Jennu Kurumba	xuj	jenn1240	False	False	False	False	False
Jejueo	jje	jeju1234	False	False	False	False	False
Jeh	jeh	jehh1245	False	False	False	False	False
Javanese	jav	java1254	False	False	False	False	False
Jaunsari	jns	jaun1243	False	False	False	False	False
Jaminjung-Ngaliwurru	djd	djam1255	False	False	False	False	False
Jad	jda	jadd1243	False	False	False	False	False
Izon	ijc	izon1238	False	False	False	False	False
Ixil	ixl	ixil1251	False	False	False	False	False
Iwam	iwm	iwam1256	False	False	False	False	False
Iwaidja	ibd	iwai1244	False	False	False	False	False
Itonama	ito	iton1250	False	False	False	False	False
Itawit	itv	itaw1240	False	False	False	False	False
Isu (Fako Division)	szv	isuf1235	False	False	False	False	False
Istro Romanian	ruo	istr1245	False	False	False	False	False
Island Carib	crb	isla1278	False	False	False	False	False
Irántxe-Münkü	irn	iran1263	False	False	False	False	False
Irula of the Nilagiri	iru	irul1243	False	False	False	False	False
Iraya	iry	iray1237	False	False	False	False	False
Iowa-Oto	iow	iowa1245	False	False	False	False	False
Indus Kohistani	mvy	indu1241	False	False	False	False	False
Indonesian Bajau	bdl	indo1317	False	False	False	False	False
Inabaknon	abx	inab1237	False	False	False	False	False
Imbongu	imo	imbo1238	False	False	False	False	False
Ilongot	ilk	ilon1239	False	False	False	False	False
Ilianen Manobo	mbi	ilia1236	False	False	False	False	False
Ili Turki	ili	ilit1241	False	False	False	False	False
Ikulu	ikl	ikul1238	False	False	False	False	False
Ignaciano	ign	igna1246	False	False	False	False	False
Igbo	ibo	nucl1417	False	False	False	False	False
Iduna	viv	idun1242	False	False	False	False	False
Idu	clk	idum1241	False	False	False	False	False
Idi	idi	idii1243	False	False	False	False	False
Icelandic	isl	icel1247	False	False	False	False	False
Hutterite German	geh	hutt1235	False	False	False	False	False
Huron-Wyandot	wya	wyan1247	False	False	False	False	False
Hupa	hup	hupa1239	False	False	False	False	False
Hungu	hng	hung1280	False	False	False	False	False
Hula	hul	hula1239	False	False	False	False	False
Huehuetla Tepehua	tee	hueh1236	False	False	False	False	False
Huba	hbb	huba1236	False	False	False	False	False
Hruso	hru	hrus1242	False	False	False	False	False
Hre	hre	hree1244	False	False	False	False	False
Hrangkhol	hra	hran1239	False	False	False	False	False
Hote	hot	hote1245	False	False	False	False	False
Hokkaido Ainu	ain	ainu1240	False	False	False	False	False
Hmar	hmr	hmar1241	False	False	False	False	False
Hlai	lic	hlai1239	False	False	False	False	False
Hills Karbi	mjw	karb1241	False	False	False	False	False
Highland Oaxaca Chontal	chd	high1242	False	False	False	False	False
Hidatsa	hid	hida1246	False	False	False	False	False
Hezhou	NOCODE_Hezhou	hezh1244	False	False	False	False	False
Hewa	ham	hewa1241	False	False	False	False	False
Heiltsuk-Oowekyala	hei	heil1246	False	False	False	False	False
Hazaragi	haz	haza1239	False	False	False	False	False
Hawaiian	haw	hawa1245	False	False	False	False	False
Hatang Kayi	agv	remo1247	False	False	False	False	False
Hassaniyya	mey	hass1238	False	False	False	False	False
Hamtai	hmt	hamt1247	False	False	False	False	False
Halh Mongolian	khk	halh1238	False	False	False	False	False
Halbi	hlb	halb1244	False	False	False	False	False
Halang	hal	hala1252	False	False	False	False	False
Hakka Chinese	hak	hakk1236	False	False	False	False	False
Gwich'in	gwi	gwic1235	False	False	False	False	False
Gweno	gwe	gwen1239	False	False	False	False	False
Guugu Yimidhirr	kky	gugu1255	False	False	False	False	False
Gurdjar	gdj	gurd1238	False	False	False	False	False
Gupapuyngu	guf	gupa1247	False	False	False	False	False
Gujarati	guj	guja1252	False	False	False	False	False
Guhu-Samane	ghs	guhu1244	False	False	False	False	False
Gugu Badhun	gdc	gugu1253	False	False	False	False	False
Guerrero Amuzgo	amu	guer1243	False	False	False	False	False
Guahibo	guh	guah1255	False	False	False	False	False
Gorum-Parenga	pcj	pare1266	False	False	False	False	False
Golo	NOCODE_Golo	golo1234	False	False	False	False	False
Gola	gol	gola1255	False	False	False	False	False
Gogo	gog	gogo1263	False	False	False	False	False
Godwari	gdx	godw1241	False	False	False	False	False
Goan Konkani	gom	goan1235	False	False	False	False	False
Girawa	bbr	gira1247	False	False	False	False	False
Gilit Mesopotamian Arabic	acm	meso1252	False	False	False	False	False
Ghari	gri	ghar1239	False	False	False	False	False
Geser-Gorom	ges	gese1240	False	False	False	False	False
Gedaged	gdd	geda1237	False	False	False	False	False
Garig-Ilgar	ilg	gari1253	False	False	False	False	False
Ganza	gza	ganz1246	False	False	False	False	False
Gangte	gnb	gang1266	False	False	False	False	False
Gangou	NOCODE_Gangou	gang1272	False	False	False	False	False
Ganda	lug	gand1255	False	False	False	False	False
Ganai	unn	gana1278	False	False	False	False	False
Gambian Wolof	wof	gamb1252	False	False	False	False	False
Gamale Kham	kgj	gama1251	False	False	False	False	False
Galoli-Talur	gal	galo1243	False	False	False	False	False
Galo	adl	galo1242	False	False	False	False	False
Galice	gce	gali1261	False	False	False	False	False
Galela	gbi	gale1259	False	False	False	False	False
Gadsup	gaj	gads1258	False	False	False	False	False
Gade Lohar	gda	gade1236	False	False	False	False	False
Ga'dang	gdg	gada1258	False	False	False	False	False
Futuna-Aniwa	fut	futu1245	False	False	False	False	False
Fulniô	fun	fuln1247	False	False	False	False	False
Forest Nenets	NOCODE_Forest-Nenets	fore1274	False	False	False	False	False
Fordata	frd	ford1242	False	False	False	False	False
Foi	foi	foii1241	False	False	False	False	False
Faiwol	fai	faiw1243	False	False	False	False	False
Ewage-Notu	nou	ewag1241	False	False	False	False	False
Estonian	ekk	esto1258	False	False	False	False	False
Ese	mcq	esee1247	False	False	False	False	False
Eravallan	era	erav1242	False	False	False	False	False
Engenni	enn	enge1239	False	False	False	False	False
Ekpeye	ekp	ekpe1253	False	False	False	False	False
Egyptian Arabic	arz	egyp1253	False	False	False	False	False
Eblaite	xeb	ebla1238	False	False	False	False	False
Ebira	igb	ebir1243	False	False	False	False	False
Eastern Yiddish	ydd	east2295	False	False	False	False	False
Eastern Subanen	sfe	east2694	False	False	False	False	False
Eastern Puroik	suv	sulu1241	False	False	False	False	False
Eastern Penan	pez	east2485	False	False	False	False	False
Eastern Panjabi	pan	panj1256	False	False	False	False	False
Eastern Ojibwa	ojg	east2542	False	False	False	False	False
Eastern Mnong	mng	east2333	False	False	False	False	False
Eastern Meohang	emg	east2357	False	False	False	False	False
Eastern Mari	mhr	east2328	False	False	False	False	False
Eastern Magar	mgp	east2352	False	False	False	False	False
Eastern Keres	kee	east1472	False	False	False	False	False
Eastern Canadian Inuktitut	ike	east2534	False	False	False	False	False
Eastern Bru	bru	east2332	False	False	False	False	False
Eastern Bolivian Guaraní	gui	east2555	False	False	False	False	False
Eastern Balochi	bgp	east2304	False	False	False	False	False
Eastern Atadei	lmf	sout2896	False	False	False	False	False
Eastern Abenaki	aaq	east2544	False	False	False	False	False
East Yugur	yuy	east2337	False	False	False	False	False
Dyula	dyu	dyul1238	False	False	False	False	False
Duvle	duv	duvl1242	False	False	False	False	False
Duruwa	pci	duru1236	False	False	False	False	False
Domung	dev	domu1246	False	False	False	False	False
Domaaki	dmk	doma1260	False	False	False	False	False
Dogri	dgo	dogr1250	False	False	False	False	False
Dobu	dob	dobu1241	False	False	False	False	False
Djiwarli	dze	djiw1241	False	False	False	False	False
Ditidaht	dtd	diti1235	False	False	False	False	False
Didinga	did	didi1258	False	False	False	False	False
Diandongbei-Large Flowery Miao	hmd	larg1235	False	False	False	False	False
Dhurga	dhu	dhur1239	False	False	False	False	False
Dhudhuroa	ddr	dhud1236	False	False	False	False	False
Dhatki	mki	dhat1238	False	False	False	False	False
Dhargari	dhr	dhar1247	False	False	False	False	False
Dhanki	dhn	dhan1264	False	False	False	False	False
Deori	der	deor1238	False	False	False	False	False
Dehu	dhv	dehu1237	False	False	False	False	False
Dan	daf	dann1241	False	False	False	False	False
Dakpakha	dka	dakp1242	False	False	False	False	False
Dagur	dta	daur1238	False	False	False	False	False
Dadibi	mps	dadi1250	False	False	False	False	False
Cypriot Greek	NOCODE_Cypriot-Greek	cypr1249	False	False	False	False	False
Cutchi-Swahili	ccl	cutc1238	False	False	False	False	False
Cuiba	cui	cuib1242	False	False	False	False	False
Cua	cua	cuaa1241	False	False	False	False	False
