Language	ISO 639-3	Glottocode	animacy	classifier	gender	nominal_classification	noun_class
Kiowa Apache	apk	kiow1264	False	True	False	False	False
Kinyarwanda	kin	kiny1244	False	False	False	False	True
Kinnauri	kfk	kinn1249	False	False	True	False	False
Kilen	NOCODE_Kilen	kile1243	False	True	False	False	False
Kickapoo	kic	kick1244	False	False	True	False	False
Khün	kkh	khun1259	False	True	False	False	False
Khwarshi-Inkhoqwari	khv	khva1239	False	False	True	False	False
Khwarezmian	xco	khwa1238	False	False	True	False	False
Khumi Chin	cnk	khum1248	False	True	False	False	False
Khroskyabs	jiq	guan1266	True	False	False	False	False
Khotanese	kho	khot1251	False	False	True	False	False
Khoresh-e Rostam	okh	kore1279	False	False	True	False	False
Kho'ini	xkc	khoi1250	False	False	True	False	False
Kharia Thar	ksy	khar1283	False	False	True	False	False
Kharam Naga	kfw	khar1288	False	False	True	False	False
Khandesi	khn	khan1272	False	False	True	False	False
Khamti	kht	kham1290	False	False	True	False	False
Khams Tibetan	khg	kham1282	False	False	True	False	False
Khamba	kbg	kham1283	False	False	True	False	False
Khaling	klr	khal1275	False	False	True	False	False
Kerinci	kvr	keri1250	False	True	False	False	False
Kele-Foma	khy	kele1255	False	False	False	False	True
Kele (Papua New Guinea)	sbc	kele1258	False	True	False	False	False
Kelantan-Pattani Malay	mfa	patt1249	False	True	False	False	False
Kedang	ksx	keda1252	False	True	False	False	False
Keapara	khz	keap1239	False	True	False	False	False
Kayardild	gyd	kaya1319	False	False	False	False	True
Kawarrang-Ogh Undjan	NOCODE_Kawarrang-Ogh-Undjan	kawa1290	False	True	False	False	False
Kaurna	zku	kaur1267	False	False	True	False	False
Kaulong	pss	kaul1240	False	False	True	False	False
Katë	bsh	kati1270	False	False	True	False	False
Katukína-Kanamarí	knm	kana1291	False	False	True	False	False
Katkari	kfu	katk1238	False	False	True	False	False
Kathlamet	NOCODE_Kathlamet	kath1253	False	False	True	False	False
Kashmiri	kas	kash1277	False	False	True	False	False
Kashaya	kju	kash1280	False	False	True	False	False
Karo (Ethiopia)	kxh	karo1297	False	False	True	False	False
Karitiâna	ktn	kari1311	False	False	True	False	False
Karipúna Creole French	kmv	kari1301	False	False	False	False	True
Karata	kpt	kara1474	False	False	True	False	False
Karamojong	kdj	kara1483	False	False	True	False	False
Karachay-Balkar	krc	kara1465	False	False	False	False	True
Kansa	ksk	kans1243	False	False	True	False	False
Kannada	kan	nucl1305	False	False	True	False	False
Kankanaey	kne	kank1243	False	False	True	False	False
Kanite	kmu	kani1286	False	False	False	False	True
Kanikkaran	kev	kani1275	False	False	True	False	False
Kangri	xnr	kang1280	False	False	True	False	False
Kanembu	kbl	kane1243	False	False	True	False	False
Kanasi	soq	kana1288	False	False	False	False	True
Kanashi	xns	kana1283	False	False	True	False	False
Kanakanavu	xnb	kana1286	True	False	False	False	False
Kami (Tanzania)	kcu	kami1256	False	False	False	False	True
Kamba (Kenya)	kam	kamb1297	False	False	False	False	True
Kamas-Koibal	xas	kama1351	False	False	True	False	False
Kamara	jmr	kama1357	False	False	False	False	True
Kamano	kbq	kama1370	False	False	False	False	True
Kamang	woi	kama1365	False	True	False	False	False
Kalo Finnish Romani	rmf	kalo1256	False	False	True	False	False
Kalkoti	xka	kalk1245	False	False	True	False	False
Kalami	gwc	kala1373	False	False	True	False	False
Kalabari	ijn	kala1381	False	False	True	False	False
Kala Lagaw Ya	mwp	kala1377	False	False	True	False	False
Kajkavian	kjv	kajk1237	False	False	True	False	False
Kajali	xkj	kaja1247	False	False	True	False	False
Kadar	kej	kada1242	False	False	True	False	False
Kachchi	kfr	kach1277	False	False	True	False	False
Kachari	xac	kach1279	False	False	True	False	False
Kabyle	kab	kaby1243	False	False	True	False	False
K'iche'	quc	kich1262	False	True	False	False	False
Jukun Takum	jbu	juku1254	False	False	False	False	True
Judeo-Tripolitanian Arabic	yud	jude1264	False	False	True	False	False
Judeo-Moroccan Arabic	aju	jude1265	False	False	True	False	False
Judeo-Iraqi Arabic	yhd	jude1266	False	False	True	False	False
Jowulu	jow	jowu1238	False	False	True	False	False
Jola-Fonyi	dyo	jola1263	False	False	False	False	True
Jju	kaj	jjuu1238	False	False	False	False	True
Jina	jia	jina1244	False	False	True	False	False
Jibbali	shv	sheh1240	False	False	True	False	False
Jewish Babylonian Aramaic (ca. 200-1200 CE)	tmr	jewi1240	False	False	True	False	False
Jennu Kurumba	xuj	jenn1240	False	False	True	False	False
Jejueo	jje	jeju1234	False	True	False	False	False
Jebero	jeb	jebe1250	False	False	True	False	False
Jaunsari	jns	jaun1243	False	False	True	False	False
Jaru	ddj	jaru1254	True	False	False	False	False
Jarai	jra	jara1266	False	True	False	False	False
Jaminjung-Ngaliwurru	djd	djam1255	False	False	False	False	True
Jambi Malay	jax	jamb1236	False	True	False	False	False
Jamaican Creole English	jam	jama1262	False	False	True	False	False
Jah Hut	jah	jahh1242	False	True	False	False	False
Jad	jda	jadd1243	False	False	True	False	False
Izon	ijc	izon1238	False	False	True	False	False
Iwam	iwm	iwam1256	False	False	True	False	False
Itonama	ito	iton1250	False	True	False	False	False
Itbayat	ivv	ivat1242	False	False	True	False	False
Italian	ita	ital1282	False	False	True	False	False
Isu (Fako Division)	szv	isuf1235	False	False	True	False	False
Istro Romanian	ruo	istr1245	False	False	True	False	False
Isthmus-Mecayapan Nahuatl	nhx	isth1242	False	False	False	False	True
Isthmus Zapotec	zai	isth1244	True	False	False	False	False
Isirawa	srl	isir1237	False	False	True	False	False
Isinai	inn	isin1239	False	False	True	False	False
Isimjeega-Rootigaanga	NOCODE_Isimjeega	isim1234	False	False	False	False	True
Irula of the Nilagiri	iru	irul1243	False	False	True	False	False
Irish	gle	iris1253	False	False	True	False	False
Irarutu	irh	irar1238	False	True	False	False	False
Iraqw	irk	iraq1241	False	False	True	False	False
Ipai	NOCODE_Ipai	ipai1240	False	False	True	False	False
Inter-Zab Jewish Neo-Aramaic	aij	lish1245	False	False	True	False	False
Inor	ior	inor1238	False	False	True	False	False
Indus Kohistani	mvy	indu1241	False	False	True	False	False
Imperial Aramaic (700-300 BCE)	arc	impe1235	False	False	True	False	False
Iloko	ilo	ilok1237	False	False	True	False	False
Ika	ikk	ikaa1238	False	False	False	False	True
Ik	ikx	ikkk1242	False	False	True	False	False
Igor Ossetian	oss	iron1242	False	False	True	False	False
Igbo	ibo	nucl1417	False	False	True	False	False
Idu	clk	idum1241	False	False	True	False	False
Icelandic	isl	icel1247	False	False	True	False	False
Ibanag	ibg	iban1267	False	False	True	False	False
Iban	iba	iban1264	False	True	False	False	False
Hutterite German	geh	hutt1235	False	False	True	False	False
Huron-Wyandot	wya	wyan1247	False	False	True	False	False
Hupa	hup	hupa1239	False	True	False	False	False
Hunzib	huz	hunz1247	False	False	False	False	True
Hung	hnu	hung1275	False	True	False	False	False
Hulaulá	huy	hula1244	False	False	True	False	False
Hula	hul	hula1239	False	False	True	False	False
Huehuetla Tepehua	tee	hueh1236	False	True	False	False	False
Hruso	hru	hrus1242	False	False	True	False	False
Hrangkhol	hra	hran1239	False	False	True	False	False
Hopi	hop	hopi1249	False	False	True	False	False
Hokkaido Ainu	ain	ainu1240	False	False	True	False	False
Ho	hoc	hooo1248	False	False	True	False	False
Hmong Njua	hnj	hmon1264	False	True	False	False	False
Hmar	hmr	hmar1241	False	False	True	False	False
Hlai	lic	hlai1239	False	True	False	False	False
Hixkaryána	hix	hixk1239	True	False	False	False	False
Hittite	hit	hitt1242	False	False	True	False	False
Hindi	hin	hind1269	False	False	True	False	False
Hijazi Arabic	acw	hija1235	False	False	True	False	False
Highland Oaxaca Chontal	chd	high1242	False	False	False	False	True
Hieroglyphic Luwian	hlu	hier1240	False	False	True	False	False
Hdi	xed	hdii1240	False	False	True	False	False
Hawkesbury	xda	hawk1239	False	False	True	False	False
Hawaiian	haw	hawa1245	False	False	True	False	False
Hawai'i Creole English	hwc	hawa1247	False	False	True	False	False
Hausa	hau	haus1257	False	False	True	False	False
Hausa States Fulfulde	fuv	nige1253	False	False	False	False	True
Hassaniyya	mey	hass1238	False	False	True	False	False
Haryanvi	bgc	hary1238	False	False	True	False	False
Haroi	hro	haro1237	False	True	False	False	False
Harari	har	hara1271	False	False	True	False	False
Hanis	csz	coos1249	True	False	False	False	False
Hamer-Banna	amf	hame1242	False	False	True	False	False
Halia	hla	hali1244	False	True	False	False	False
Haitian	hat	hait1244	False	False	True	False	False
Hadrami Arabic	ayh	hadr1236	False	False	True	False	False
Hadothi	hoj	hado1235	False	False	True	False	False
Hadiyya	hdy	hadi1240	False	False	True	False	False
Guyanese Creole English	gyn	creo1235	False	False	True	False	False
Guruntum-Mbaaru	grd	guru1271	False	False	True	False	False
Gurdjar	gdj	gurd1238	False	True	False	False	False
Gurani	hac	gura1251	False	False	True	False	False
Gulf Coast French	NOCODE_Gulf-Coast-French	gulf1242	False	False	True	False	False
Gulf Arabic	afb	gulf1241	False	False	True	False	False
Gujarati	guj	guja1252	False	False	True	False	False
Guianese Creole French	gcr	guia1246	False	False	True	False	False
Gugu Badhun	gdc	gugu1253	False	False	True	False	False
Guadeloupean Creole French	gcf	guad1242	False	False	True	False	False
Grass Koiari	kbk	gras1249	False	False	False	False	True
Gothic	got	goth1244	False	False	True	False	False
Gorum-Parenga	pcj	pare1266	False	False	True	False	False
Gorontalo	gor	goro1259	False	False	True	False	False
Golo	NOCODE_Golo	golo1234	False	False	True	False	False
Godwari	gdx	godw1241	False	False	True	False	False
Goan Konkani	gom	goan1235	False	False	True	False	False
Gilit Mesopotamian Arabic	acm	meso1252	False	False	True	False	False
Gilaki	glk	gila1241	False	False	True	False	False
Gidar	gid	gida1247	False	False	True	False	False
Ghari	gri	ghar1239	False	False	True	False	False
Ghanaian Pidgin English	gpe	ghan1244	False	False	True	False	False
Ghadames	gha	ghad1239	False	False	True	False	False
Geser-Gorom	ges	gese1240	False	False	False	False	True
German	deu	stan1295	False	False	True	False	False
Geez	gez	geez1241	False	False	True	False	False
Gbaya-Mbodomo	gmm	gbay1281	False	False	True	False	False
Gbari	gby	gbar1246	False	False	False	False	True
Gbagyi	gbr	gbag1258	False	False	True	False	False
Gazi	gzi	gazi1243	False	False	True	False	False
Gawar-Bati	gwt	gawa1247	False	False	True	False	False
Garig-Ilgar	ilg	gari1253	False	False	True	False	False
Garhwali	gbm	garh1243	False	False	True	False	False
Gapapaiwa	pwg	gapa1238	True	False	False	False	False
Gandhari	pgd	gand1259	False	False	True	False	False
Gamale Kham	kgj	gama1251	True	False	False	False	False
Galoli-Talur	gal	galo1243	False	False	True	False	False
Galo	adl	galo1242	False	False	True	False	False
Galice	gce	gali1261	False	True	False	False	False
Gafat	gft	gafa1240	False	False	True	False	False
Gaam	tbi	gaam1241	False	False	False	False	True
Gaa	ttb	gaaa1245	False	True	False	False	False
Ga	gaa	gaaa1244	False	False	True	False	False
Fyam	pym	fyam1238	False	False	False	False	True
Futuna-Aniwa	fut	futu1245	False	False	True	False	False
Friulian	fur	friu1240	False	False	True	False	False
French	fra	stan1290	False	False	True	False	False
Fore	for	fore1270	True	False	False	False	False
Folopa	ppo	folo1238	False	True	False	False	False
Finnish	fin	finn1318	False	False	True	False	False
Fayu	fau	fayu1238	True	False	False	False	False
Fars Dialects	fay	sout2645	False	True	False	False	False
Faroese	fao	faro1244	False	False	True	False	False
Faliscan	xfa	fali1291	False	False	True	False	False
Faiwol	fai	faiw1243	False	False	True	False	False
Faifi	fif	faif1234	False	False	True	False	False
Faeto and Celle San Vito Francoprovencal	NOCODE_Faeto-Celle-San-Vito-Francoprovencal	faet1240	False	False	True	False	False
Ewondo	ewo	ewon1239	False	False	False	False	True
Ewage-Notu	nou	ewag1241	False	False	False	False	True
Evenki	evn	even1259	False	False	True	False	False
Even	eve	even1260	False	False	True	False	False
Eravallan	era	erav1242	False	False	True	False	False
Epena	sja	epen1239	False	False	True	False	False
English	eng	stan1293	False	False	True	False	False
Engenni	enn	enge1239	False	False	False	False	True
Enga	enq	enga1252	False	False	True	False	False
Emerillon	eme	emer1243	True	False	False	False	False
Elip	ekm	elip1238	False	False	False	False	True
Elamite	elx	elam1244	False	False	True	False	False
El Nayar Cora	crn	elna1235	False	False	True	False	False
Ekpeye	ekp	ekpe1253	False	False	False	False	True
Egyptian Arabic	arz	egyp1253	False	False	True	False	False
Egyptian (Ancient)	egy	egyp1246	False	False	True	False	False
Eblaite	xeb	ebla1238	False	False	True	False	False
Ebira	igb	ebir1243	False	False	False	False	True
Eastern Yiddish	ydd	east2295	False	False	True	False	False
Eastern Tamang	taj	east2347	False	False	True	False	False
Eastern Puroik	suv	sulu1241	False	False	True	False	False
Eastern Pomo	peb	east2545	False	False	True	False	False
Eastern Penan	pez	east2485	False	True	False	False	False
Eastern Panjabi	pan	panj1256	False	False	True	False	False
Eastern Oromo	hae	east2652	False	False	True	False	False
Eastern Meohang	emg	east2357	False	False	True	False	False
Eastern Magar	mgp	east2352	False	False	True	False	False
Eastern Low German	nds	nort2627	False	False	True	False	False
Eastern Lawa	lwl	east2330	False	True	False	False	False
Eastern Egyptian Bedawi Arabic	avl	east2690	False	False	True	False	False
Eastern Cham	cjm	east2563	False	True	False	False	False
Eastern Bru	bru	east2332	False	True	False	False	False
Eastern Bolivian Guaraní	gui	east2555	False	True	False	False	False
Eastern Atadei	lmf	sout2896	False	False	True	False	False
Eastern Armenian	hye	nucl1235	False	False	True	False	False
Eastern Abenaki	aaq	east2544	False	False	True	False	False
East-Central Tangkhul Naga	nmf	tang1336	False	False	True	False	False
Early Irish	sga	oldi1245	False	False	True	False	False
Dyangadi	dyn	dyan1250	True	False	False	False	False
Dyaabugay	dyy	dyaa1242	False	False	True	False	False
Dutch	nld	dutc1256	False	False	True	False	False
Duruwa	pci	duru1236	False	False	True	False	False
Dupaninan Agta	duo	dupa1235	False	True	False	False	False
Drung	duu	drun1238	False	True	False	False	False
Doromu-Koki	kqc	doro1266	False	False	False	False	True
Donno So Dogon	dds	donn1239	False	True	False	False	False
Domari	rmt	doma1258	False	False	True	False	False
Domaaki	dmk	doma1260	False	False	True	False	False
Dogri	dgo	dogr1250	False	False	True	False	False
Dobu	dob	dobu1241	False	False	True	False	False
Djiwarli	dze	djiw1241	True	False	False	False	False
Djeebbana	djj	djee1236	False	False	True	False	False
Dirasha	gdl	dira1242	False	False	True	False	False
Dimli	diq	diml1238	False	False	True	False	False
Digo	dig	digo1243	False	False	False	False	True
Didinga	did	didi1258	False	False	True	False	False
Diandongbei-Large Flowery Miao	hmd	larg1235	False	True	False	False	False
Dhurga	dhu	dhur1239	False	False	True	False	False
Dhudhuroa	ddr	dhud1236	False	False	True	False	False
Dhatki	mki	dhat1238	False	False	True	False	False
Dhanki	dhn	dhan1264	False	False	True	False	False
Dera (Nigeria)	kna	dera1248	False	False	True	False	False
Deori	der	deor1238	False	False	True	False	False
Denya	anv	deny1238	False	False	False	False	True
Dehu	dhv	dehu1237	False	False	True	False	False
Defaka	afn	defa1248	False	False	True	False	False
Dawro	dwr	dawr1236	False	False	True	False	False
Dari	prs	dari1249	False	False	True	False	False
Danish	dan	dani1285	False	False	True	False	False
Dan	daf	dann1241	False	False	False	False	True
Dalmatian	dlm	dalm1243	False	False	True	False	False
Dakota	dak	dako1258	False	True	False	False	False
Dahalo	dal	daha1245	False	False	True	False	False
Dahalik	dlk	daha1247	False	False	True	False	False
Daats'iin	dtn	daat1234	True	False	False	False	False
Daasanach	dsh	daas1238	False	False	True	False	False
Da'a Kaili	kzf	daak1235	False	True	False	False	False
Czech	ces	czec1258	False	False	True	False	False
Cypriot Arabic	acy	cypr1248	False	False	True	False	False
Cuiba	cui	cuib1242	False	False	True	False	False
Crow	cro	crow1244	False	True	False	False	False
Crimean Tatar	crh	crim1257	False	True	False	False	False
Creek	mus	cree1270	False	False	True	False	False
Cowlitz	cow	cowl1242	False	False	True	False	False
Cornish	cor	corn1251	False	False	True	False	False
Coptic	cop	copt1239	False	False	True	False	False
Copala Triqui	trc	copa1237	False	False	True	False	False
Continental Southern Italian	nap	neap1235	False	False	True	False	False
Condamine-Upper Clarence	gih	cond1242	False	False	True	False	False
Colloquial Malay	zlm	mala1479	False	False	True	False	False
Coatzospan Mixtec	miz	coat1241	False	False	True	False	False
Coahuilteco	xcw	coah1252	False	False	True	False	False
Clatsop-Shoalwater Chinook	chh	chin1286	False	False	True	False	False
Classical Tibetan	xct	clas1254	False	False	True	False	False
Classical Syriac	syc	clas1252	False	False	True	False	False
Classical Mandaic	myz	clas1253	False	False	True	False	False
Classical Armenian	xcl	clas1249	False	False	True	False	False
Cimbrian	cim	cimb1238	False	False	True	False	False
Chuvash	chv	chuv1255	False	False	True	False	False
Chuukese	chk	chuu1238	False	False	True	False	False
Church Slavic	chu	chur1257	False	False	True	False	False
Chumburung	ncu	chum1261	False	False	False	False	True
Chukchi	ckt	chuk1273	True	False	False	False	False
Chuj	cac	chuj1250	False	True	False	False	False
Chrau	crw	chra1242	False	True	False	False	False
Chortí	caa	chor1273	False	True	False	False	False
Chopi	cce	chop1243	False	False	True	False	False
Choctaw	cho	choc1276	False	False	True	False	False
Chitkuli Kinnauri	cik	chit1279	False	False	True	False	False
Chippewa	ciw	chip1241	False	False	True	False	False
Chipewyan	chp	chip1261	False	True	False	False	False
China Buriat	bxu	chin1476	True	False	False	False	False
Chimariko	cid	chim1301	False	True	False	False	False
Chimakum	xch	chim1310	False	False	True	False	False
Chichimeca-Jonaz	pei	chic1272	False	True	False	False	False
Chhattisgarhi	hne	chha1249	False	False	True	False	False
Chepang	cdm	chep1245	True	False	False	False	False
Chenchu	cde	chen1255	False	False	True	False	False
Che	ruk	chee1238	False	False	False	False	True
Chavacano	cbk	chav1241	False	False	True	False	False
Chaudangsi	cdn	chau1259	False	False	True	False	False
Chantyal	chx	chan1310	False	True	False	False	False
Chamorro	cha	cham1312	False	False	True	False	False
Chambeali	cdh	cham1307	False	False	True	False	False
Chaldean Neo-Aramaic	cld	chal1275	False	False	True	False	False
Chadian Arabic	shu	chad1249	False	False	True	False	False
Central Tunebo	tuf	cent2150	False	False	True	False	False
Central Tagbanwa	tgt	cent2090	False	False	True	False	False
Central Pashto	pst	cent1973	False	False	True	False	False
Central Nicobarese	ncb	cent1990	False	True	False	False	False
Central Moroccan Berber	tzm	cent2194	False	False	True	False	False
Central Mfumte	NOCODE_Central-Mfumte	cent2312	False	False	False	False	True
Central Melanau	mel	cent2101	False	True	False	False	False
Central Maewo	mwo	cent2058	False	False	True	False	False
Central Kurdish	ckb	cent1972	False	False	True	False	False
Central East Middle German	sxu	uppe1400	False	False	True	False	False
Central Chong	NOCODE_Central-Chong	cent2314	False	True	False	False	False
Central Cagayan Agta	agt	cent2084	False	False	True	False	False
Central Bontoc	lbk	cent2292	False	False	True	False	False
Central Aymara	ayr	cent2142	False	False	True	False	False
Central Alemannic	gsw	swis1247	False	False	True	False	False
Cemuhî	cam	cemu1238	False	True	False	False	False
Celtiberian	xce	celt1247	False	False	True	False	False
Cayuga	cay	cayu1261	False	False	True	False	False
Catawba	chc	cata1286	False	False	True	False	False
Catalan	cat	stan1289	False	False	True	False	False
Carian	xcr	cari1274	False	False	True	False	False
Campidanese Sardinian	sro	camp1261	False	False	True	False	False
Cameroon Pidgin	wes	came1254	False	False	True	False	False
Cakfem-Mushere	cky	cakf1236	False	False	True	False	False
Cajun French	frc	caju1236	False	False	True	False	False
Cahuilla	chl	cahu1264	False	True	False	False	False
Caddo	cad	cadd1256	False	True	False	False	False
Cacaopera	ccr	caca1247	False	False	True	False	False
Byangsi	bee	byan1241	False	False	True	False	False
Buwal	bhs	buwa1243	False	False	True	False	False
Bussa	dox	buss1239	False	False	True	False	False
Bushoong	buf	bush1247	False	False	True	False	False
Burmese	mya	nucl1310	False	True	False	False	False
Burji	bji	burj1242	False	False	True	False	False
Bure	bvh	bure1242	False	False	True	False	False
Bunun	bnn	bunu1267	False	True	False	False	False
Bunganditj	xbg	bung1264	False	False	True	False	False
Bundeli	bns	bund1253	False	False	True	False	False
Bulo Stieng	sti	bulo1242	False	True	False	False	False
Bulgarian	bul	bulg1262	False	False	True	False	False
Bugun	bgg	bugu1246	False	False	True	False	False
Buginese	bug	bugi1244	False	False	True	False	False
Bughotu	bgt	bugh1239	False	False	True	False	False
Bugawac	buk	buga1250	False	False	False	False	True
Bugan	bbh	buga1247	False	True	False	False	False
Budukh	bdk	budu1248	False	False	False	False	True
Bube	bvb	bube1242	False	False	True	False	False
Bu-Nao Bunu	bwx	buna1273	False	True	False	False	False
Brokpake	sgt	brok1248	False	False	True	False	False
Breton	bre	bret1244	False	False	True	False	False
Brao	brb	lave1249	False	True	False	False	False
Braj	bra	braj1242	False	False	True	False	False
Brahui	brh	brah1256	False	False	True	False	False
Borei	gai	bore1247	True	False	False	False	False
Border Kuna	kvn	bord1248	False	False	True	False	False
Borana-Arsi-Guji Oromo	gax	bora1271	False	False	True	False	False
Bongo	bot	bong1285	False	False	True	False	False
Bolgo	bvo	bolg1251	False	False	False	False	True
Bole	bol	nucl1695	False	False	True	False	False
Bokar-Ramo	NOCODE_Bokar	boka1249	False	False	True	False	False
Bohtan Neo-Aramaic	bhn	boht1238	False	False	True	False	False
Bobangi	bni	bang1354	False	False	True	False	False
Bo-Ung	mux	boun1245	False	False	True	False	False
Blang	blr	blan1242	False	True	False	False	False
Blagar	beu	blag1240	False	False	True	False	False
Bislama	bis	bisl1239	False	False	True	False	False
Bishnupuriya	bpy	bish1244	False	False	True	False	False
Birrdhawal	ihw	gana1268	False	False	True	False	False
Bini	bin	bini1246	False	False	False	False	True
Binandere	bhg	bina1277	False	False	True	False	False
Bimoba	bim	bimo1239	False	False	False	False	True
Biangai	big	bian1252	False	True	False	False	False
Biak	bhw	biak1248	False	False	True	False	False
Biafada	bif	biaf1240	False	False	False	False	True
Bhoti Kinnauri	nes	bhot1235	False	False	True	False	False
Bhojpuri	bho	bhoj1244	False	False	True	False	False
Bhili	bhb	bhil1251	False	False	True	False	False
Bhadrawahi	bhd	bhad1241	False	False	True	False	False
Bezhta	kap	bezh1248	False	False	False	False	True
Betoi-Jirara	NOCODE_Betoi	beto1236	False	False	True	False	False
Berta	wti	bert1248	False	False	True	False	False
Berik	bkl	beri1254	False	False	True	False	False
Beria	zag	zagh1240	False	False	True	False	False
Bengali	ben	beng1280	False	False	True	False	False
Benga	bng	beng1282	False	False	True	False	False
Ben Tey Dogon	dbt	bent1238	True	False	False	False	False
Belize Kriol English	bzj	beli1260	False	False	True	False	False
Belanda Viri	bvi	bela1255	False	False	False	False	True
Bekwarra	bkv	bekw1241	False	False	False	False	True
Beja	bej	beja1238	False	False	True	False	False
Bayungu	bxj	bayu1240	True	False	False	False	False
Bavarian	bar	bava1246	False	False	True	False	False
Bauzi	bvz	bauz1241	False	True	False	False	False
Bathari	bhm	bath1244	False	False	True	False	False
Batak Alas-Kluet	btz	bata1292	False	True	False	False	False
Bassari-Tanda	bsc	bass1258	False	False	False	False	True
Barí	mot	bari1297	False	False	False	False	True
Baruga	bjz	baru1269	True	False	False	False	False
Barranbinya	NOCODE_Barranbinya	barr1252	False	False	True	False	False
Bari	bfa	bari1284	False	False	True	False	False
Barain	bva	bare1279	False	False	True	False	False
Barabayiiga-Gisamjanga	tcc	dato1239	False	False	False	False	True
Baraamu	brd	bara1357	False	True	False	False	False
Bandi	bza	band1352	False	False	False	False	True
Bambam	ptu	bamb1270	False	True	False	False	False
Balti	bft	balt1258	False	False	True	False	False
Balkan Romani	rmn	balk1252	False	False	True	False	False
Balangingi	sse	bala1311	True	False	False	False	False
Baki	bki	baki1244	False	False	True	False	False
Bakhtiari	bqi	bakh1245	False	True	False	False	False
Bajan	bjs	baja1265	False	False	True	False	False
Baiso	bsw	bais1246	False	False	True	False	False
Baikeno	bkx	baik1238	False	True	False	False	False
Bahnar	bdq	bahn1262	False	True	False	False	False
Baharna Arabic	abv	baha1259	False	False	True	False	False
Baham	bdw	baha1258	False	False	True	False	False
Baga Sitemu	bsp	baga1272	False	False	False	False	True
Badjirri	jbi	badj1244	False	False	True	False	False
Bade	bde	bade1248	False	False	True	False	False
Bactrian	xbc	bact1239	False	False	True	False	False
Babatana	baa	baba1268	False	False	True	False	False
Baatonum	bba	baat1238	False	False	False	False	True
Ayacucho Quechua	quy	ayac1239	False	False	True	False	False
Awtuw	kmn	awtu1239	False	False	True	False	False
Awngi	awn	awng1244	False	False	True	False	False
Awjilah	auj	awji1241	False	False	True	False	False
Awiyaana	auy	awiy1238	False	True	False	False	False
Awiakay-Karimba	NOCODE_Awiakay	awia1234	False	False	True	False	False
Awadhi	awa	awad1243	False	False	True	False	False
Awabakal	awk	awab1243	False	False	True	False	False
Avestan	ave	aves1237	False	False	True	False	False
Avava	tmb	katb1237	False	False	True	False	False
Avar	ava	avar1256	False	False	True	False	False
Au	avt	auuu1241	False	False	True	False	False
Atsugewi	atw	atsu1245	False	False	False	False	True
Atikamekw	atj	atik1240	False	False	True	False	False
Asuri	asr	asur1254	False	False	True	False	False
Assyrian Neo-Aramaic	aii	assy1241	False	False	True	False	False
Asho Chin	csh	asho1236	False	False	True	False	False
Ashkun	ask	ashk1246	False	False	True	False	False
Arpitan	frp	fran1260	False	False	True	False	False
Arosi	aia	aros1241	False	True	False	False	False
Aromanian	rup	arom1237	False	False	True	False	False
Arikara	ari	arik1262	False	False	False	False	True
Arigidi	aqg	arig1246	False	False	True	False	False
Aribwatsa	laz	arib1241	False	True	False	False	False
Argobba	agj	argo1244	False	False	True	False	False
Are	mwc	aree1239	False	False	False	False	True
Archaic Angloromani	rme	angl1239	False	False	True	False	False
Arbore	arv	arbo1245	False	False	True	False	False
Arammba	stk	aram1253	False	False	True	False	False
Apurinã	apu	apur1254	False	False	True	False	False
Apatani	apt	apat1240	False	False	True	False	False
Ao Naga	njo	aona1235	False	False	True	False	False
Antigua and Barbuda Creole English	aig	anti1245	False	False	True	False	False
Annobonese	fab	fada1250	False	False	True	False	False
Angor	agg	ango1254	False	False	True	False	False
Angami Naga	njm	anga1288	False	False	True	False	False
Angaataha	agm	anga1290	False	True	False	False	False
Anfillo	myo	anfi1235	False	False	True	False	False
Andalusian Arabic	xaa	anda1287	False	False	True	False	False
Ancient North Arabian	xna	anci1245	False	False	True	False	False
Ancient Hebrew	hbo	anci1244	False	False	True	False	False
Ancient Greek	grc	anci1242	False	False	True	False	False
Amo	amo	amoo1242	False	False	False	False	True
Amkoe	huc	hoaa1235	False	False	True	False	False
Amharic	amh	amha1245	False	False	True	False	False
Amdo Tibetan	adx	amdo1237	False	False	True	False	False
Ambonese Malay	abs	ambo1250	False	True	False	False	False
Amam	NOCODE_Amam	amam1246	False	False	False	False	True
Ama (Sudan)	nyi	amas1236	False	False	True	False	False
Alviri-Vidari	avd	alvi1241	False	False	True	False	False
Alur	alz	alur1250	False	False	True	False	False
Alsea-Yaquina	aes	alse1251	False	False	True	False	False
Algerian Arabic	arq	alge1239	False	False	True	False	False
Ale	gwd	gaww1239	False	False	True	False	False
Alawa	alh	alaw1244	False	False	True	False	False
Akkadian	akk	akka1240	False	False	True	False	False
Akie	mwy	mosi1247	False	False	True	False	False
Akha	ahk	akha1245	False	True	False	False	False
Akei	tsr	akei1237	False	False	True	False	False
Akan	aka	akan1250	False	False	True	False	False
Ajyíninka Apurucayali	cpc	ajyi1238	False	False	True	False	False
Agutaynen	agn	agut1237	False	True	False	False	False
Agob	kit	agob1244	False	False	True	False	False
Afrikaans	afr	afri1274	False	False	True	False	False
Adyghe	ady	adyg1241	False	False	True	False	False
Adangme	ada	adan1247	False	False	True	False	False
Adamawa Fulfulde	fub	adam1253	False	False	False	False	True
Acoli	ach	acol1236	False	False	True	False	False
Achuar-Shiwiar	acu	achu1248	False	False	True	False	False
