Language	ISO 639-3	Glottocode	feet	finger	five	hand	numerals	quinary	toe
Mohave	mov	moha1256	False	True	True	True	True	False	True
Mocoví	moc	moco1246	False	True	True	True	True	False	True
Mochica	omc	moch1259	True	False	True	True	True	False	True
Miya	mkf	miya1266	True	True	True	True	True	False	False
Mitla Zapotec	zaw	mitl1236	True	False	True	True	True	False	True
Misool-Salawati Ma'ya	slz	maya1282	False	True	True	True	True	False	True
Mising-Padam-Miri-Minyong	mrg	misi1242	False	True	True	True	True	False	True
Miship	mjs	mish1244	True	True	True	True	True	False	False
Min Bei Chinese	mnp	minb1244	True	True	True	True	True	False	False
Mikasuki	mik	mika1239	True	False	True	True	True	False	True
Migabac	mpp	miga1241	False	True	True	True	True	False	True
Middle Mongol	xng	midd1351	True	True	True	True	True	False	False
Middle English	enm	midd1317	True	False	True	True	True	False	True
Mian	mpt	mian1256	True	False	True	True	True	False	True
Meskwaki	sac	mesk1242	True	True	True	True	True	False	False
Meriam	ulk	meri1244	True	True	True	True	True	False	False
Menya	mcr	meny1245	True	True	True	True	False	False	True
Mehri	gdq	mehr1241	True	True	True	True	True	False	False
Mbugwe	mgz	mbug1242	False	True	True	True	True	False	True
Mayogo	mdm	mayo1261	False	True	True	True	True	False	True
Matumbi	mgw	matu1259	True	True	True	True	True	False	False
Matsés	mcf	mats1244	True	False	True	True	True	False	True
Matbat	xmt	matb1237	False	True	True	True	True	False	True
Masaaba	myx	masa1299	False	True	True	True	True	False	True
Marwari (India)	rwr	marw1260	True	True	True	True	True	False	False
Maru	mhx	maru1249	False	True	True	True	True	False	True
Marshallese	mah	mars1254	True	False	True	True	True	False	True
Marind	mrz	nucl1622	True	True	True	True	True	False	False
Marathi	mar	mara1378	True	True	True	True	True	False	False
Mara	mec	mara1385	True	False	True	True	True	False	True
Maori	mri	maor1246	True	False	True	True	True	False	True
Maore Comorian	swb	maor1244	True	True	True	True	True	False	False
Mao Naga	nbi	maon1238	False	True	True	True	True	False	True
Manx	glv	manx1243	True	True	True	True	True	False	False
Manus Koro	kxr	bowa1234	True	True	True	True	True	False	False
Manumanaw Karen	kxf	manu1255	True	True	True	True	True	False	False
Mann	mev	mann1248	True	True	True	True	True	False	False
Maniq	tnz	tong1308	True	False	True	True	True	False	True
Manipuri	mni	mani1292	False	True	True	True	True	False	True
Mangghuer	NOCODE_Mangghuer	minh1238	True	True	True	True	True	False	False
Mandan	mhq	mand1446	True	False	True	True	True	False	True
Manchu	mnc	manc1252	False	True	True	True	True	False	True
Manam	mva	mana1295	False	True	True	True	True	True	False
Mambai	mcs	mamb1294	True	True	True	True	True	False	False
Malua Bay	mll	malu1245	False	True	True	True	True	False	True
Malawi Lomwe	lon	mala1256	True	True	True	True	True	False	False
Malabar-Sri Lanka Portuguese	NOCODE_Malabar-Sri-Lanka-Portuguese	mala1544	True	True	True	True	True	False	False
Makhuwa-Saka	xsq	makh1266	True	True	True	True	True	False	False
Makhuwa-Meetto	mgh	makh1261	False	True	True	True	True	False	True
Makasar	mak	maka1311	True	True	True	True	True	False	False
Makasae-Makalero	mkz	maka1316	True	True	True	True	True	False	False
Mairasi	zrs	nucl1594	True	True	True	True	False	False	True
Maijiki	ore	orej1242	False	True	True	True	True	False	True
Maia	sks	maia1254	True	True	True	True	True	False	False
Maguindanao	mdh	magu1243	False	True	True	True	True	False	True
Madurese	mad	nucl1460	True	True	True	True	False	False	True
Madngele	zml	madn1237	False	True	True	True	True	False	True
Machinga	mvw	mach1265	True	True	False	True	True	False	True
Macedonian	mkd	mace1250	False	True	True	True	True	False	True
Ma Manda	skc	sauk1252	True	True	True	True	True	False	False
Luwo	lwo	luwo1239	False	True	True	True	True	False	True
Lundayeh	lnd	lund1271	True	True	True	True	True	False	False
Luba-Katanga	lub	luba1250	False	True	True	True	True	False	True
Luangiua	ojv	onto1237	False	True	True	True	True	False	True
Luang	lex	luan1263	True	True	True	True	True	False	False
Lowland Tarahumara	tac	lowl1265	True	True	True	True	True	False	False
Lowland Oaxaca Chontal	clo	lowl1260	True	True	True	True	False	False	True
Lower Silesian	sli	lowe1388	True	True	True	True	True	False	False
Lower Grand Valley Dani	dni	lowe1415	True	False	True	True	True	False	True
Lonwolwol	crc	lonw1238	False	True	True	True	True	False	True
Lombard	lmo	lomb1257	True	True	True	True	True	False	False
Lithuanian	lit	lith1251	True	True	True	True	True	False	False
Lishana Deni	lsd	lish1247	True	True	True	True	True	False	False
Lingala	lin	ling1263	False	True	True	True	True	False	True
Limbum	lmp	limb1268	True	False	True	True	True	False	True
Limbu	lif	limb1266	True	True	True	True	True	False	False
Lepcha	lep	lepc1244	False	True	True	True	True	False	True
Lengua Sur	enx	sout2989	True	True	True	True	True	False	False
Lembena	leq	lemb1266	False	True	True	True	True	False	True
Leh Ladakhi	lbj	lada1244	False	True	True	True	True	False	True
Lealao Chinantec	cle	leal1235	True	True	True	True	True	False	False
Lavukaleve	lvk	lavu1241	False	True	True	True	True	False	True
Lau	llu	lauu1247	False	True	True	True	True	False	True
Lashi	lsi	lash1243	False	True	True	True	True	False	True
Larteh	lar	lart1238	False	True	True	True	True	False	True
Lao	lao	laoo1244	True	True	True	True	True	False	False
Langi	lag	lang1320	True	True	True	True	True	False	False
Lamkang	lmk	lamk1238	True	True	True	True	True	False	False
Lamjung-Melamchi Yolmo	scp	hela1238	False	True	True	True	True	False	True
Lambadi	lmn	lamb1269	False	True	True	True	True	False	True
Lachi	lbt	lach1248	False	True	True	True	True	False	True
Lacandon	lac	laca1243	True	True	True	True	True	False	False
Labuk-Kinabatangan Kadazan	dtb	labu1249	True	True	True	True	True	False	False
Laari	ldi	laar1238	True	True	True	True	True	False	False
Kwaya	kya	kway1241	True	False	True	True	True	False	True
Kwakum	kwu	kwak1266	True	True	True	True	True	False	False
Kwak'wala	kwk	kwak1269	True	True	True	True	True	False	False
Kusunda	kgg	kusu1250	False	True	True	True	True	False	True
Kurukh	kru	kuru1301	True	True	True	True	True	False	False
Kuria	kuj	kuri1259	True	True	True	True	True	False	False
Kuku-Uwanh	uwa	kuku1280	False	True	True	True	True	False	True
Kukatja	kux	kuka1246	True	True	True	True	False	False	True
Kpan	kpk	kpan1246	False	True	True	True	True	False	True
Kotia-Adivasi Oriya-Desiya	ort	adiv1239	True	True	True	True	False	False	True
Kota (India)	kfe	kota1263	False	True	True	True	True	False	True
Kosraean	kos	kosr1238	True	False	True	True	True	False	True
Kosarek Yale	kkl	kosa1249	True	True	True	True	False	False	True
Korra Koraga	kfd	korr1238	True	True	True	True	True	False	False
Korowai	khe	koro1312	True	True	True	True	True	False	False
Koromfé	kfz	koro1298	False	True	True	True	True	False	True
Korean	kor	kore1280	True	False	True	True	True	False	True
Korana	kqz	kora1292	False	True	True	True	True	False	True
Korafe-Yegha	kpr	kora1294	True	False	True	True	True	True	False
Konni	kma	konn1242	True	True	True	True	False	False	True
Konda-Dora	kfc	kond1295	False	True	True	True	True	False	True
Komo (Sudan)	xom	komo1258	False	True	True	True	True	False	True
Kombai	tyn	komb1274	False	True	True	True	True	False	True
Kom (India)	kmm	komi1270	False	True	True	True	True	False	True
Kohumono	bcs	kohu1244	False	True	True	True	True	False	True
Koasati	cku	koas1236	True	False	True	True	True	False	True
Klon	kyo	kelo1247	False	True	True	True	True	False	True
Klamath-Modoc	kla	klam1254	True	True	True	True	True	False	False
Kire	geb	kire1240	True	True	True	True	False	False	True
Kiowa	kio	kiow1266	False	True	True	True	True	False	True
Kinyarwanda	kin	kiny1244	True	True	True	True	False	False	True
Kilmeri	kih	kilm1241	True	False	True	True	True	False	True
Kikuyu	kik	kiku1240	True	True	True	True	True	False	False
Kickapoo	kic	kick1244	True	True	True	True	False	False	True
Khün	kkh	khun1259	True	True	True	True	False	False	True
Khwarshi-Inkhoqwari	khv	khva1239	True	True	True	True	True	False	False
Khowar	khw	khow1242	True	True	False	True	True	False	True
Khotanese	kho	khot1251	True	False	True	True	True	False	True
Khasi	kha	khas1269	True	True	True	True	True	False	False
Kharia	khr	khar1287	True	True	True	True	True	False	False
Kharia Thar	ksy	khar1283	False	True	True	True	True	False	True
Khamti	kht	kham1290	False	True	True	True	True	False	True
Khakas	kjh	khak1248	True	True	True	True	True	False	False
Kgalagadi	xkv	kgal1244	False	True	True	True	True	False	True
Ket	ket	kett1243	False	True	True	True	True	False	True
Kesawai	xes	kesa1244	True	False	True	True	True	False	True
Kelabit	kzi	kela1258	True	False	True	True	True	False	True
Kekchí	kek	kekc1242	True	True	True	True	True	False	False
Kedang	ksx	keda1252	False	True	True	True	True	False	True
Kaytetye	gbb	kayt1238	True	True	True	True	False	False	True
Kayardild	gyd	kaya1319	True	False	True	True	True	False	True
Kayan Lahwi	pdu	kaya1315	True	True	True	True	True	False	False
Kaurna	zku	kaur1267	True	True	True	True	False	False	True
Katcha-Kadugli-Miri	xtc	katc1249	False	True	True	True	True	False	True
Kasua	khs	kasu1251	False	True	True	True	True	False	True
Kaska	kkz	kask1239	True	False	True	True	True	False	True
Kashmiri	kas	kash1277	True	True	True	True	True	False	False
Karo (Ethiopia)	kxh	karo1297	False	True	True	True	True	False	True
Karipúna Creole French	kmv	kari1301	True	True	True	True	True	False	False
Karankawa	zkk	kara1289	True	True	True	True	False	False	True
Karadjeri	gbd	kara1476	True	False	True	True	True	False	True
Kara (Papua New Guinea)	leu	kara1486	True	True	True	True	True	False	False
Kaqchikel	cak	kaqc1270	True	False	True	True	True	False	True
Kansa	ksk	kans1243	True	True	True	True	False	False	True
Kannada	kan	nucl1305	False	True	True	True	True	False	True
Kankanaey	kne	kank1243	True	False	True	True	True	False	True
Kanite	kmu	kani1286	True	False	True	True	True	False	True
Kaninuwa	wat	kani1281	True	False	True	True	True	True	False
Kanasi	soq	kana1288	True	True	True	True	True	False	False
Kanashi	xns	kana1283	True	True	True	True	True	False	False
Kambera	xbr	kamb1299	True	False	True	True	True	False	True
Kalkutung	ktg	kalk1246	True	False	True	True	True	False	True
Kalam	kmh	kala1397	True	True	True	True	True	False	False
Kalabari	ijn	kala1381	True	False	True	True	True	True	False
Kalaallisut	kal	kala1399	False	True	True	True	True	False	True
Kaki Ae	tbd	kaki1249	False	True	True	True	True	False	True
Kaike	kzq	kaik1246	False	True	True	True	True	False	True
Kadiwéu	kbc	kadi1248	True	True	True	True	True	False	False
Kacipo-Balesi	koe	kaci1244	False	False	True	True	True	True	True
Kabikabi	gbw	kabi1260	False	True	True	True	True	False	True
Jumjum	jum	jumj1238	True	True	True	True	False	False	True
Jicarilla Apache	apj	jica1244	True	False	True	True	True	False	True
Jibbali	shv	sheh1240	True	False	True	True	True	False	True
Jiba	juo	jiba1237	True	True	True	True	True	False	False
Jebero	jeb	jebe1250	False	True	True	True	True	False	True
Jaunsari	jns	jaun1243	False	True	True	True	True	False	True
Japanese	jpn	nucl1643	True	True	True	True	True	False	False
Jamsay Dogon	djm	jams1239	True	True	True	True	True	False	False
Jaminjung-Ngaliwurru	djd	djam1255	False	True	True	True	True	False	True
Jamamadí	jaa	jama1261	True	True	True	True	False	False	True
Jad	jda	jadd1243	True	True	True	True	True	False	False
Izon	ijc	izon1238	False	True	True	True	True	False	True
Iwaidja	ibd	iwai1244	True	False	True	True	True	False	True
Iu Mien	ium	iumi1238	True	True	True	True	True	False	False
Isinai	inn	isin1239	False	True	True	True	True	False	True
Irántxe-Münkü	irn	iran1263	False	True	True	True	True	False	True
Irula of the Nilagiri	iru	irul1243	True	True	True	True	True	False	False
Inter-Zab Jewish Neo-Aramaic	aij	lish1245	True	True	True	True	True	False	False
Ingush	inh	ingu1240	True	True	True	True	True	False	False
Indo-Aryan Kinnauri	kjo	hari1246	False	True	True	True	True	False	True
Imbabura Highland Quichua	qvi	imba1240	False	True	True	True	True	False	True
Iloko	ilo	ilok1237	True	True	True	True	False	False	True
Ikulu	ikl	ikul1238	False	True	True	True	True	False	True
Ika	ikk	ikaa1238	True	True	True	True	True	False	False
Ik	ikx	ikkk1242	False	True	True	True	True	True	False
Idun	ldb	idun1241	True	True	True	True	True	False	False
Idu	clk	idum1241	False	True	True	True	True	False	True
Ibatan	ivb	ibat1238	True	True	True	True	True	False	False
I'saka	ksi	kris1246	False	True	True	True	True	False	True
Hutterite German	geh	hutt1235	True	True	True	True	False	False	True
Huron-Wyandot	wya	wyan1247	True	True	True	True	True	False	False
Hungarian	hun	hung1274	True	True	True	True	True	False	False
Hun-Saare	dud	huns1239	True	True	True	True	True	False	False
Huichol	hch	huic1243	True	False	True	True	True	False	True
Huba	hbb	huba1236	False	True	True	True	True	False	True
Huaylla Wanca Quechua	qvw	huay1241	True	True	True	True	False	False	True
Huastec	hus	huas1242	True	True	True	True	True	False	False
Huarijio	var	huar1255	False	True	True	True	True	True	False
Hoava	hoa	hoav1238	False	True	True	True	True	False	True
Hmong Daw	mww	hmon1333	True	False	True	True	True	False	True
Hmar	hmr	hmar1241	False	True	True	True	True	False	True
Hills Karbi	mjw	karb1241	True	True	True	True	True	False	False
Hiligaynon	hil	hili1240	True	True	True	True	True	False	False
Highland Puebla Nahuatl	azz	high1278	False	True	True	True	True	False	True
Hieroglyphic Luwian	hlu	hier1240	True	True	True	True	True	False	False
Hazaragi	haz	haza1239	True	True	False	True	True	False	True
Hawaiian	haw	hawa1245	False	True	True	True	True	False	True
Hausa	hau	haus1257	False	True	True	True	True	False	True
Hamtai	hmt	hamt1247	True	True	True	True	False	False	True
Halh Mongolian	khk	halh1238	False	True	True	True	True	False	True
Hakka Chinese	hak	hakk1236	False	True	True	True	True	False	True
Gyele	gyi	gyel1242	False	True	True	True	True	False	True
Guyanese Creole English	gyn	creo1235	True	True	True	True	False	False	True
Guugu Yimidhirr	kky	gugu1255	False	True	True	True	True	False	True
Guruntum-Mbaaru	grd	guru1271	True	False	True	True	True	False	True
Gurani	hac	gura1251	True	True	True	True	True	False	False
Gulf Arabic	afb	gulf1241	True	True	True	True	True	False	False
Gude	gde	gude1246	True	True	True	True	False	False	True
Grenadian Creole English	gcl	gren1247	True	True	True	True	True	False	False
Gourmanchéma	gux	gour1243	False	True	True	True	True	False	True
Gothic	got	goth1244	True	True	True	True	True	False	False
Gorowa	gow	goro1270	False	True	True	True	True	False	True
Goemai	ank	goem1240	True	False	True	True	True	False	True
Gitonga	toh	gito1238	True	False	True	True	True	False	True
Ghanongga	ghn	ghan1242	True	True	True	True	True	False	False
Ghadames	gha	ghad1239	True	True	True	True	True	False	False
German	deu	stan1295	True	True	True	True	True	False	False
German Northern Low Saxon	frs	nort2628	True	True	True	True	True	False	False
Georgian	kat	nucl1302	True	True	True	True	True	False	False
Gela	nlg	gela1263	True	True	True	True	True	False	False
Geez	gez	geez1241	True	True	True	True	True	False	False
Gedeo	drs	gede1246	True	True	True	True	True	False	False
Geba Karen	kvq	geba1237	True	True	True	True	True	False	False
Gawar-Bati	gwt	gawa1247	False	True	True	True	True	False	True
Garo	grt	garo1247	False	True	True	True	True	False	True
Garifuna	cab	gari1256	True	True	True	True	True	False	False
Gangte	gnb	gang1266	False	True	True	True	True	False	True
Ganai	unn	gana1278	False	True	True	True	True	False	True
Galo	adl	galo1242	False	True	True	True	True	False	True
Gafat	gft	gafa1240	True	True	False	True	True	False	True
Gade	ged	gade1242	True	True	True	True	True	False	False
Fur	fvr	furr1244	False	True	True	True	True	False	True
French	fra	stan1290	True	True	True	True	True	False	False
Folopa	ppo	folo1238	True	True	True	True	True	False	False
Finallig	bkb	fina1242	False	True	True	True	True	False	True
Filipino	fil	fili1244	True	True	True	True	False	False	True
Fijian	fij	fiji1243	True	True	True	True	True	False	False
Farefare	gur	fare1241	True	True	True	True	True	False	False
Faliscan	xfa	fali1291	True	False	True	True	True	False	True
Faiwol	fai	faiw1243	True	True	True	True	True	False	False
Eudeve	NOCODE_Eudeve	eude1234	False	True	True	True	True	False	True
Estonian	ekk	esto1258	True	False	True	True	True	False	True
Esan	ish	esan1238	False	True	True	True	True	False	True
Enga	enq	enga1252	True	True	True	True	False	False	True
Emae	mmw	emae1237	True	False	True	True	True	False	True
Ekari	ekg	ekar1243	True	True	True	True	False	False	True
Eipomek	eip	eipo1242	True	True	True	True	True	False	False
Edolo	etr	edol1239	True	True	True	True	True	False	False
Eastern Keres	kee	east1472	False	True	True	True	True	False	True
Eastern Kayah	eky	east2342	False	True	True	True	True	False	True
Eastern Huasteca Nahuatl	nhe	east2538	True	False	True	True	True	False	True
Eastern Arrernte	aer	east2379	True	True	True	True	False	False	True
East Nyala	nle	east2409	False	True	True	True	True	False	True
East Makian	mky	east2440	True	True	True	True	True	False	False
East Ambae	omb	east2443	True	True	True	True	True	False	False
Dâw	kwa	daww1239	True	True	True	True	True	False	False
Dyangadi	dyn	dyan1250	True	True	True	True	False	False	True
Dyaabugay	dyy	dyaa1242	False	True	True	True	True	False	True
