ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family_Glottocode,Family_Name,Status,Parent_Glottocode
guri1248,Guriaso,Papunesia,-3.5718,141.597,guri1248,grx,,,shifting,
pawa1255,Pawaia,Papunesia,-6.880210000000001,145.08100000000002,pawa1255,pwa,,,shifting,
guam1236,Guamo,South America,8.2351027,-67.4018753,guam1236,,,,extinct,
dama1272,Damal,Papunesia,-4.17345,137.496,dama1272,uhn,,,shifting,
puqu1242,Puquina,South America,-15.8992,-69.9611,puqu1242,puq,,,extinct,
kusu1250,Kusunda,Eurasia,28.33,82.6,kusu1250,kgg,,,nearly extinct,
vile1241,Vilela,South America,-27.4063,-58.9661,vile1241,vil,,,extinct,
tuni1252,Tunica,North America,30.9888,-92.5403,tuni1252,tun,,,extinct,
arut1244,Arutani,South America,4.0673594,-62.8676118,arut1244,atx,,,extinct,
yetf1238,Yetfa,Papunesia,-4.05884,140.653,yetf1238,yet,,,shifting,
movi1243,Movima,South America,-13.8115,-65.6348,movi1243,mzp,,,shifting,
tamb1257,Tambora,Papunesia,-8.25,118.0,tamb1257,xxt,,,extinct,
cuit1236,Cuitlatec,North America,18.1,-100.5,cuit1236,cuy,,,extinct,
muni1258,Muniche,South America,-5.7441796,-76.426712,muni1258,myr,,,nearly extinct,
taia1239,Taiap,Papunesia,-4.05047,144.506,taia1239,gpn,,,moribund,
chim1301,Chimariko,North America,41.0,-123.0,chim1301,cid,,,extinct,
klam1254,Klamath-Modoc,North America,42.5861,-121.704,klam1254,kla,,,extinct,
yuru1243,Yurumanguí,South America,3.436864,-76.522636,yuru1243,,,,extinct,
coah1252,Coahuilteco,North America,28.2589,-97.89,coah1252,xcw,,,extinct,
cayu1262,Cayubaba,South America,-13.2482,-65.4822,cayu1262,cyb,,,nearly extinct,
yama1264,Yámana,South America,-55.2748,-68.2648,yama1264,yag,,,nearly extinct,
kunz1244,Kunza,South America,-23.0,-69.0,kunz1244,kuz,,,extinct,
shom1245,Shom Peng,Eurasia,7.020989999999999,93.8064,shom1245,sii,,,shifting,
iber1250,Iberian,Eurasia,40.624,0.21240100000000003,iber1250,xib,,,extinct,
bira1253,Ongota,Africa,5.29807,37.025,bira1253,bxe,,,nearly extinct,
lule1238,Lule,South America,-25.221839000000003,-61.887818,lule1238,ule,,,extinct,
yele1255,Yele,Papunesia,-11.3796,154.127,yele1255,yle,,,shifting,
pele1245,Pele-Ata,Papunesia,-5.58045,151.05,pele1245,ata,,,shifting,
iton1250,Itonama,South America,-12.804310000000001,-64.35748000000001,iton1250,ito,,,nearly extinct,
guai1237,Guaicurian,North America,24.1666666667,-110.3,guai1237,,,,extinct,
tonk1249,Tonkawa,North America,30.25,-96.75,tonk1249,tqw,,,extinct,
usku1243,Usku,Papunesia,-3.6385300000000003,140.502,usku1243,ulf,,,shifting,
maku1246,Máku,South America,3.9692309999999997,-64.235892,maku1246,xak,,,extinct,
atak1252,Atakapa,North America,30.9121,-93.0827,atak1252,aqp,,,extinct,
adai1235,Adai,North America,31.6314,-92.0059,adai1235,xad,,,extinct,
lavu1241,Lavukaleve,Papunesia,-9.05569,159.119,lavu1241,lvk,,,shifting,
molo1262,Molof,Papunesia,-3.41946,140.55700000000002,molo1262,msl,,,shifting,
tuxa1239,Tuxá,South America,-8.953642,-38.2742287,tuxa1239,tud,,,extinct,
wara1303,Warao,South America,7.50851,-59.3528,wara1303,wba,,,threatened,
kaur1271,Kaure-Narau,Papunesia,-3.3918800000000005,140.14,kaur1271,bpp,,,shifting,
beot1247,Beothuk,North America,48.0,-57.0,beot1247,bue,,,extinct,
saus1247,Sause,Papunesia,-3.1663200000000002,139.627,saus1247,sao,,,shifting,
kimk1238,Kimki,Papunesia,-4.2742,140.884,kimk1238,sbt,,,shifting,
fasu1242,Fasu,Papunesia,-6.626869999999999,143.284,fasu1242,faa,,,shifting,
buru1296,Burushaski,Eurasia,36.2161,74.8236,buru1296,bsk,,,shifting,
mure1235,Mure,South America,-13.636709,-62.2020909,mure1235,,,,extinct,
cofa1242,Cofán,South America,0.276675,-77.0643,cofa1242,con,,,shifting,
coto1248,Cotoname,North America,25.9116,-97.3956,coto1248,xcn,,,extinct,
iran1263,Irántxe-Münkü,South America,-12.7178,-57.9806,iran1263,irn,,,moribund,
chit1248,Chitimacha,North America,30.3386,-90.9123,chit1248,ctm,,,extinct,
wage1238,Wageman,Australia,-13.8627,131.893,wage1238,waq,,,moribund,
lara1258,Laragia,Australia,-12.4111,130.922,lara1258,lrg,,,nearly extinct,
mawe1251,Mawes,Papunesia,-2.36944,139.752,mawe1251,mgk,,,shifting,
mass1263,Massep,Papunesia,-1.74679,138.29399999999998,mass1263,mvs,,,moribund,
pank1250,Pankararú,South America,-8.999989999999999,-37.0167,pank1250,paz,,,extinct,
wiru1244,Wiru,Papunesia,-6.358630000000001,144.214,wiru1244,wiu,,,threatened,
kosa1251,Kosadle,Papunesia,-3.7874800000000004,140.197,kosa1251,kiq,,,shifting,
wadj1254,Wadjiginy,Australia,-12.8596,130.737,wadj1254,wdj,,,moribund,
puin1248,Puinave,South America,3.9297400000000002,-67.6886,puin1248,pui,,,shifting,
dibi1240,Dibiyaso,Papunesia,-7.82096,142.779,dibi1240,dby,,,shifting,
sulk1246,Sulka,Papunesia,-5.03471,151.891,sulk1246,sua,,,shifting,
pyuu1245,Pyu,Papunesia,-4.45003,141.018,pyuu1245,pby,,,shifting,
yale1246,Yale,Papunesia,-3.7976199999999998,141.566,yale1246,nce,,,shifting,
seri1257,Seri,North America,28.9877,-112.384,seri1257,sei,,,shifting,
beto1236,Betoi-Jirara,South America,7.2239059999999995,-71.420238,beto1236,,,,extinct,
atac1235,Atacame,South America,0.834931,-79.778137,atac1235,,,,extinct,
cams1241,Camsá,South America,1.14537,-76.8931,cams1241,kbh,,,shifting,
cent2045,Jalaa,Africa,9.594330000000001,11.5853,cent2045,cet,,,nearly extinct,
take1257,Takelma,North America,42.423,-123.45200000000001,take1257,tkm,,,extinct,
ando1256,Andoque,South America,-0.53751,-72.0869,ando1256,ano,,,shifting,
pira1253,Pirahã,South America,-6.7771300000000005,-61.8167,pira1253,myp,,,threatened,
boga1247,Bogaya,Papunesia,-5.5448699999999995,142.255,boga1247,boq,,,shifting,
moch1259,Mochica,South America,-8.01667,-79.0,moch1259,omc,,,extinct,
come1251,Comecrudan,North America,26.1333,-98.4667,come1251,xcm,,,extinct,
mimi1240,Mimi-Gaudefroy,Africa,13.827507,21.11324,mimi1240,,,,extinct,
sand1273,Sandawe,Africa,-5.26918,35.4808,sand1273,sad,,,threatened,
leco1242,Leco,South America,-15.0092,-67.8818,leco1242,lec,,,extinct,
otii1244,Oti,South America,-24.315323100000004,-50.5580261,otii1244,oti,,,extinct,
sech1236,Sechuran,South America,-5.568969,-80.82824699999999,sech1236,,,,extinct,
chiq1248,Lomeriano-Ignaciano Chiquitano,South America,-16.769554,-61.817795,chiq1248,cax,,,shifting,
xuku1239,Xukurú,South America,-8.6606156,-37.0869089,xuku1239,xoo,,,extinct,
alse1251,Alsea-Yaquina,North America,44.408,-123.94,alse1251,aes,,,extinct,
cayu1241,Cayuse,North America,46.1136,-117.94,cayu1241,xcy,,,extinct,
pume1238,Pumé,South America,7.10677,-67.5996,pume1238,yae,,,shifting,
savo1255,Savosavo,Papunesia,-9.12853,159.814,savo1255,svs,,,shifting,
tiwi1244,Tiwi,Australia,-11.6308,130.94899999999998,tiwi1244,tiw,,,shifting,
gaga1251,Gaagudju,Australia,-12.5176,132.643,gaga1251,gbu,,,extinct,
sius1254,Siuslaw,North America,42.5111,-124.37899999999999,sius1254,sis,,,extinct,
umbu1235,Umbugarla,Australia,-12.9325,131.825,umbu1235,umr,,,extinct,
mero1237,Meroitic,Africa,16.9333,33.7333,mero1237,xmr,,,extinct,
taus1253,Taushiro,South America,-3.22497,-75.5603,taus1253,trr,,,nearly extinct,
yana1271,Yana,North America,39.2769,-121.60799999999999,yana1271,ynn,,,extinct,
gule1241,Gule,Africa,11.8336,33.6929,gule1241,gly,,,extinct,
amba1269,Ambakich,Papunesia,-4.23181,144.285,amba1269,aew,,,shifting,
urar1246,Urarina,South America,-4.44006,-75.4211,urar1246,ura,,,shifting,
wash1253,Washo,North America,38.8184,-119.64,wash1253,was,,,moribund,
pura1257,Purari,Papunesia,-7.59133,145.036,pura1257,iar,,,shifting,
tini1245,Tinigua,South America,2.716,-73.768,tini1245,tit,,,nearly extinct,
aika1237,Aikanã,South America,-12.6695,-60.5353,aika1237,tba,,,threatened,
yera1243,Yerakai,Papunesia,-4.28828,142.947,yera1243,yra,,,shifting,
laal1242,Laal,Africa,10.0063,17.6143,laal1242,gdm,,,shifting,
oyst1235,Oyster Bay-Big River-Little Swanport,Australia,-42.307378,147.50061000000002,oyst1235,,,,extinct,
else1239,Elseng,Papunesia,-3.00176,140.418,else1239,mrf,,,shifting,
tana1288,Tanahmerah,Papunesia,-2.5523,133.18,tana1288,tcm,,,shifting,
kuna1268,Kunama,Africa,14.5879,37.5292,kuna1268,kun,,,not endangered,
maib1239,Maybrat-Karon,Papunesia,-1.3679,132.591,maib1239,ayz,,,not endangered,
kara1497,Karami,Papunesia,-7.13333,143.11700000000002,kara1497,xar,,,extinct,
siam1242,Siamou,Africa,10.998,-4.92143,siam1242,sif,,,not endangered,
kuja1239,Kujarge,Africa,11.7473,22.1956,kuja1239,vkj,,,shifting,
abun1252,Abun,Papunesia,-0.5707300000000001,132.416,abun1252,kgr,,,shifting,
cand1248,Candoshi-Shapra,South America,-4.23835,-76.9347,cand1248,cbu,,,shifting,
hatt1246,Hattic,Eurasia,33.9833,40.3333,hatt1246,xht,,,extinct,
kena1236,Kenaboi,Eurasia,3.154162,102.01595999999999,kena1236,xbn,,,extinct,
basq1248,Basque,Eurasia,43.2787,-1.3162200000000002,basq1248,eus,,,threatened,
kano1245,Kanoê,South America,-12.1789,-64.5812,kano1245,kxo,,,nearly extinct,
papi1255,Papi,Papunesia,-4.4725,142.011,papi1255,ppe,,,moribund,
timo1237,Timote-Cuica,South America,8.848165,-70.975342,timo1237,,,,extinct,
morb1239,Mor (Bomberai Peninsula),Papunesia,-2.85747,132.845,morb1239,moq,,,moribund,
timu1245,Timucua,North America,30.3027,-82.3132,timu1245,tjm,,,extinct,
moro1289,Marori,Papunesia,-8.5692,140.688,moro1289,mok,,,shifting,
sali1253,Salinan,North America,37.6646,-121.71799999999999,sali1253,sln,,,extinct,
sanm1288,Migueleño Chiquitano,South America,-16.669596,-60.960861,sanm1288,,,,nearly extinct,
bilu1245,Bilua,Papunesia,-7.9238800000000005,156.66299999999998,bilu1245,blb,,,shifting,
bert1248,Berta,Africa,10.6474,34.7042,bert1248,wti,,,shifting,
kibi1239,Kibiri,Papunesia,-7.4527600000000005,144.296,kibi1239,prm,,,shifting,
bang1363,Bangime,Africa,14.8116,-3.77092,bang1363,dba,,,shifting,
kolp1236,Kol (Papua New Guinea),Papunesia,-5.21042,151.583,kolp1236,kol,,,shifting,
waor1240,Waorani,South America,-1.1231200000000001,-76.683,waor1240,auc,,,shifting,
sume1241,Sumerian,Eurasia,31.3,45.6667,sume1241,sux,,,extinct,
kute1249,Kutenai,North America,48.7892,-115.065,kute1249,kut,,,moribund,
rama1271,Ramanos,South America,-14.301948199999998,-67.3590894,rama1271,,,,extinct,
apma1241,Ap Ma,Papunesia,-4.35147,144.085,apma1241,kbx,,,shifting,
kung1259,Kungarakany,Australia,-12.7,130.881,kung1259,ggk,,,extinct,
burm1264,Burmeso,Papunesia,-2.47582,138.203,burm1264,bzu,,,shifting,
anem1249,Anem,Papunesia,-5.54836,148.993,anem1249,anz,,,shifting,
touo1238,Touo,Papunesia,-8.58405,157.296,touo1238,tqu,,,shifting,
kaki1249,Kaki Ae,Papunesia,-7.9946,145.816,kaki1249,tbd,,,shifting,
etru1241,Etruscan,Eurasia,41.9,12.4833,etru1241,ett,,,extinct,
esse1238,Esselen,North America,36.5473,-121.867,esse1238,esq,,,extinct,
omur1241,Omurano,South America,-4.816667,-75.4,omur1241,omu,,,extinct,
karo1304,Karok,North America,41.8228,-123.315,karo1304,kyh,,,nearly extinct,
kapo1250,Kapori,Papunesia,-3.52696,139.766,kapo1250,khp,,,threatened,
taru1236,Taruma,South America,-0.9096299999999999,-59.904786,taru1236,tdm,,,nearly extinct,
mara1266,Maratino,North America,24.339089,-98.576661,mara1266,,,,extinct,
suar1238,Asabano,Papunesia,-4.95072,141.97799999999998,suar1238,seo,,,shifting,
abin1243,Abinomn,Papunesia,-2.9228099999999997,138.891,abin1243,bsa,,,shifting,
paya1236,Payagua,South America,-20.212232999999998,-58.158621999999994,paya1236,,,,extinct,
niha1238,Nihali,Eurasia,21.1886,76.3318,niha1238,nll,,,shifting,
cull1235,Culli,South America,-7.8786179999999995,-78.116456,cull1235,,,,extinct,
hrus1242,Hruso,Eurasia,27.27,92.63,hrus1242,hru,,,shifting,
zuni1245,Zuni,North America,35.0056,-108.78200000000001,zuni1245,zun,,,shifting,
jira1235,Jirajaran,South America,10.57,-69.7,jira1235,,,,extinct,
hadz1240,Hadza,Africa,-3.83115,35.0458,hadz1240,hts,,,shifting,
puel1244,Puelche,South America,-42.223,-68.666,puel1244,pue,,,extinct,
kuot1243,Kuot,Papunesia,-3.0695200000000002,151.537,kuot1243,kto,,,shifting,
mose1249,Mosetén-Chimané,South America,-14.64448,-67.83756,mose1249,cas,,,threatened,
shab1252,Shabo,Africa,7.64407,35.223,shab1252,sbf,,,moribund,
mola1238,Molale,North America,44.556000000000004,-122.85700000000001,mola1238,mbe,,,extinct,
natc1249,Natchez,North America,31.75,-91.33,natc1249,ncz,,,extinct,
elam1244,Elamite,Eurasia,31.1833,48.2333,elam1244,elx,,,extinct,
fuln1247,Fulniô,South America,-9.025910000000001,-37.1402,fuln1247,fun,,,shifting,
tall1235,Tallán,South America,-5.330824,-80.651093,tall1235,,,,extinct,
yuch1247,Yuchi,North America,35.75,-86.75,yuch1247,yuc,,,nearly extinct,
kari1254,Kariri,South America,-7.434628,-40.487275,kari1254,,,,extinct,
mpur1239,Mpur,Papunesia,-0.7489,133.166,mpur1239,akc,,,shifting,
odia1239,Odiai,Papunesia,-3.8227599999999997,141.336,odia1239,bhf,,,shifting,
demm1245,Dem,Papunesia,-3.72183,137.632,demm1245,dem,,,shifting,
duna1248,Duna,Papunesia,-5.41439,142.475,duna1248,duc,,,not endangered,
kehu1238,Kehu,Papunesia,-3.19328,136.14,kehu1238,khh,,,moribund,
kwaz1243,Kwaza,South America,-11.6667,-61.1833,kwaz1243,xwa,,,moribund,
chon1248,Chono,South America,-44.298691999999996,-73.879395,chon1248,,,,extinct,
nara1262,Nara,Africa,15.3251,37.499,nara1262,nrb,,,not endangered,
sape1238,Sapé,South America,4.0735661,-62.966652100000005,sape1238,spc,,,extinct,
yura1255,Yuracaré,South America,-16.7479,-65.1224,yura1255,yuz,,,shifting,
guat1253,Guató,South America,-17.8696,-57.2897,guat1253,gta,,,nearly extinct,
mata1275,Matanawí,South America,-4.8509511,-58.988617000000005,mata1275,,,,extinct,
abis1238,Aewa,South America,-1.284096,-75.084405,abis1238,ash,,,extinct,
kara1289,Karankawa,North America,28.9082,-96.4856,kara1289,zkk,,,extinct,
mato1253,Mato Grosso Arára,South America,-9.172609,-60.62886700000001,mato1253,axg,,,extinct,
tabo1241,Tabo,Papunesia,-8.093869999999999,143.305,tabo1241,knv,,,shifting,
anda1286,Andaqui,South America,2.74999,-76.0,anda1286,ana,,,extinct,
trum1247,Trumai,South America,-11.8119,-53.5717,trum1247,tpy,,,nearly extinct,
mink1237,Minkin,Australia,-17.736653,139.541931,mink1237,xxm,,,extinct,
lafo1243,Lafofa,Africa,10.3357,30.7331,lafo1243,laf,,,shifting,
paez1247,Páez,South America,2.61516,-76.31254,paez1247,pbb,,,threatened,
cani1243,Canichana,South America,-14.3058,-64.944455,cani1243,caz,,,extinct,
guac1239,Guachi,South America,-19.5572257,-57.5663223,guac1239,,,,extinct,
cree1270,Creek,North America,31.0,-87.5,cree1270,mus,musk1252,Muskogean,moribund,musk1252
mika1239,Mikasuki,North America,26.08142,-80.90847,mika1239,mik,musk1252,Muskogean,shifting,musk1252
apal1237,Apalachee,North America,30.118000000000002,-84.416,apal1237,xap,musk1252,Muskogean,extinct,alab1247
koas1236,Koasati,North America,30.4096,-92.709,koas1236,cku,musk1252,Muskogean,moribund,alab1247
alab1237,Alabama,North America,30.76738,-94.62848000000001,alab1237,akz,musk1252,Muskogean,shifting,alab1247
choc1276,Choctaw,North America,32.25,-88.5,choc1276,cho,musk1252,Muskogean,threatened,west2614
chic1270,Chickasaw,North America,34.0,-88.0,chic1270,cic,musk1252,Muskogean,shifting,west2614
mimi1241,Mimi-Nachtigal,Africa,14.302045999999999,20.724106,mimi1241,,maba1274,Maban,extinct,maba1274
kibe1241,Kibet,Africa,11.32054,20.876739999999998,kibe1241,kie,maba1274,Maban,not endangered,rung1257
rung1258,Runga,Africa,9.7154,20.9945,rung1258,rou,maba1274,Maban,not endangered,rung1257
mass1262,Massalat,Africa,13.5157,19.7348,mass1262,mdg,maba1274,Maban,moribund,masa1301
surb1238,Surbakhal,Africa,13.1331,21.6243,surb1238,sbj,maba1274,Maban,not endangered,masa1301
nucl1440,Masalit,Africa,13.2733,22.1752,nucl1440,mls,maba1274,Maban,not endangered,masa1301
marf1238,Marfa,Africa,13.1568,20.7882,marf1238,mvu,maba1274,Maban,not endangered,nucl1441
maba1277,Maba (Chad),Africa,12.89147,20.8889,maba1277,mde,maba1274,Maban,not endangered,nucl1441
kend1253,Kendeje,Africa,13.244470000000002,21.53955,kend1253,klf,maba1274,Maban,shifting,nucl1441
kara1484,Karanga,Africa,13.1748,20.6354,kara1484,kth,maba1274,Maban,shifting,nucl1441
bora1263,Bora,South America,-2.0002590000000002,-72.25706600000001,bora1263,boa,bora1262,Boran,threatened,bora1262
muin1242,Muinane,South America,-0.8652,-72.4249,muin1242,bmr,bora1262,Boran,moribund,bora1262
tago1246,Tagoi,Africa,12.0346,30.9306,tago1246,tag,rash1249,Rashad,threatened,rash1249
tega1236,Tegali,Africa,11.9523,31.1112,tega1236,ras,rash1249,Rashad,threatened,rash1249
djin1251,Jingulu,Australia,-17.165,133.659,djin1251,jig,mirn1241,Mirndi,moribund,mirn1241
djam1255,Jaminjung-Ngaliwurru,Australia,-15.0558,130.06,djam1255,djd,mirn1241,Mirndi,shifting,djam1254
nung1291,Nungali,Australia,-14.9109,131.641,nung1291,nug,mirn1241,Mirndi,nearly extinct,djam1254
wamb1258,Wambayan,Australia,-17.496,135.683,wamb1258,wmb,mirn1241,Mirndi,nearly extinct,guda1245
ngar1283,Ngarnka,Australia,-17.42,134.73,ngar1283,nji,mirn1241,Mirndi,nearly extinct,guda1245
yaul1241,Ulwa (Papua New Guinea),Papunesia,-4.39912,143.993,yaul1241,yla,mong1343,Ulmapo,moribund,mong1343
mong1344,Mwakai,Papunesia,-4.3003800000000005,143.965,mong1344,mgt,mong1343,Ulmapo,shifting,mwak1234
lang1328,Pondi,Papunesia,-4.32557,143.925,lang1328,lnm,mong1343,Ulmapo,shifting,mwak1234
ikkk1242,Ik,Africa,3.61407,34.2507,ikkk1242,ikx,kuli1252,Kuliak,threatened,kuli1252
sooo1256,Soo,Africa,2.58367,34.7595,sooo1256,teu,kuli1252,Kuliak,moribund,ngan1305
nyan1313,Nyang'i,Africa,3.4997,33.736509999999996,nyan1313,nyp,kuli1252,Kuliak,nearly extinct,ngan1305
demt1241,Demta,Papunesia,-2.38475,140.166,demt1241,dmy,sent1261,Sentanic,moribund,sent1261
tabl1243,Tabla,Papunesia,-2.45368,140.39600000000002,tabl1243,tnm,sent1261,Sentanic,moribund,nucl1631
nafr1241,Nafri,Papunesia,-2.65036,140.727,nafr1241,nxx,sent1261,Sentanic,moribund,sent1262
nucl1632,Sentani,Papunesia,-2.6013,140.512,nucl1632,set,sent1261,Sentanic,not endangered,sent1262
hata1243,Hatam,Papunesia,-1.13531,134.037,hata1243,had,hata1242,Hatam-Mansim,threatened,hata1242
mans1260,Mansim,Papunesia,-0.915054,134.011116,mans1260,,hata1242,Hatam-Mansim,moribund,hata1242
nanu1240,Nanubae,Papunesia,-4.7173099999999994,143.937,nanu1240,afk,araf1243,Arafundi,shifting,araf1243
anda1283,Andai,Papunesia,-4.9644900000000005,143.637,anda1283,afd,araf1243,Arafundi,shifting,araf1243
tape1242,Tapei,Papunesia,-4.77763,143.33700000000002,tape1242,afp,araf1243,Arafundi,shifting,araf1243
meak1234,Meakambut,Papunesia,-4.833,143.783,meak1234,,araf1243,Arafundi,threatened,uncl1510
buna1275,Bunaba,Australia,-17.8297,125.631,buna1275,bck,buna1274,Bunaban,nearly extinct,buna1274
goon1238,Gooniyandi,Australia,-18.4073,126.351,goon1238,gni,buna1274,Bunaban,moribund,buna1274
nucl1339,Temein,Africa,11.8275,29.3898,nucl1339,teq,teme1251,Temeinic,threatened,teme1251
tese1238,Tese,Africa,11.3885,29.5803,tese1238,keg,teme1251,Temeinic,shifting,teme1251
sout1439,South-Eastern-Tasmanian-Hinterland,Australia,-42.988576,146.885376,sout1439,,sout1293,South-Eastern Tasmanian,extinct,sout1293
brun1235,Bruny Island,Australia,-43.373112,147.247925,brun1235,,sout1293,South-Eastern Tasmanian,extinct,sout1293
uruu1244,Uru,South America,-16.72547,-68.97119,uruu1244,ure,uruc1242,Uru-Chipaya,extinct,uruc1242
chip1262,Chipaya,South America,-18.73951,-67.89633,chip1262,cap,uruc1242,Uru-Chipaya,shifting,uruc1242
kara1499,Kalamang,Papunesia,-3.4703699999999995,132.678,kara1499,kgv,west2604,West Bomberai,shifting,west2604
ihaa1241,Iha,Papunesia,-2.81013,132.27100000000002,ihaa1241,ihp,west2604,West Bomberai,not endangered,nucl1641
baha1258,Baham,Papunesia,-3.10628,132.637,baha1258,bdw,west2604,West Bomberai,threatened,nucl1641
boik1241,Boikin,Papunesia,-3.6829699999999996,143.474,boik1241,bzf,nduu1242,Ndu,threatened,nduu1242
ngal1300,Ngala,Papunesia,-4.26628,142.5,ngal1300,nud,nduu1242,Ndu,shifting,nduu1242
hang1263,Hanga Hundi,Papunesia,-3.90364,142.849,hang1263,wos,nduu1242,Ndu,threatened,ambu1246
ambu1247,Ambulas,Papunesia,-3.7801,143.059,ambu1247,abt,nduu1242,Ndu,threatened,ambu1246
yelo1243,Yalaku,Papunesia,-4.099069999999999,142.808,yelo1243,ylg,nduu1242,Ndu,shifting,mana1303
mana1298,Manambu,Papunesia,-4.1908199999999995,142.862,mana1298,mle,nduu1242,Ndu,shifting,mana1303
seng1284,Sengo,Papunesia,-4.022469999999999,142.95600000000002,seng1284,spk,nduu1242,Ndu,shifting,sawo1235
koiw1243,Koiwat,Papunesia,-4.03417,143.62,koiw1243,kxt,nduu1242,Ndu,shifting,sawo1235
buru1309,Burui,Papunesia,-4.03527,143.015,buru1309,bry,nduu1242,Ndu,shifting,bund1258
gaik1242,Gaikundi,Papunesia,-4.017180000000001,143.139,gaik1242,gbf,nduu1242,Ndu,shifting,bund1258
iatm1242,Iatmul,Papunesia,-4.3006400000000005,143.316,iatm1242,ian,nduu1242,Ndu,shifting,sawo1234
sosk1235,Sos Kundi,Papunesia,-3.99024,143.39600000000002,sosk1235,sdk,nduu1242,Ndu,shifting,sawo1234
keak1239,Keak,Papunesia,-3.98708,143.174,keak1239,keh,nduu1242,Ndu,shifting,sawo1234
anga1290,Angaataha,Papunesia,-7.150119999999999,146.352,anga1290,agm,anga1289,Angan,not endangered,anga1289
yagw1240,Yagwoia,Papunesia,-7.14042,145.85399999999998,yagw1240,ygw,anga1289,Angan,not endangered,nucl1763
anka1246,Ankave,Papunesia,-7.194439999999999,145.754,anka1246,aak,anga1289,Angan,not endangered,sout3130
tain1253,Tainae,Papunesia,-7.403060000000001,145.68200000000002,tain1253,ago,anga1289,Angan,not endangered,tain1255
akoy1238,Akoye,Papunesia,-7.66067,145.66899999999998,akoy1238,miw,anga1289,Angan,shifting,tain1255
hamt1247,Hamtai,Papunesia,-7.54975,146.227,hamt1247,hmt,anga1289,Angan,not endangered,kapa1251
meny1245,Menya,Papunesia,-7.17425,146.071,meny1245,mcr,anga1289,Angan,not endangered,kapa1251
safe1240,Safeyoka,Papunesia,-7.05417,146.09,safe1240,apz,anga1289,Angan,not endangered,nort3145
kawa1276,Kawacha,Papunesia,-6.954110000000001,146.20997,kawa1276,kcb,anga1289,Angan,moribund,nort3145
kama1360,Kamasa,Papunesia,-6.9741100000000005,146.20797,kama1360,klp,anga1289,Angan,nearly extinct,kama1359
susu1251,Susuami,Papunesia,-7.19275,146.561,susu1251,ssu,anga1289,Angan,moribund,kama1359
baru1267,Baruya,Papunesia,-6.89261,145.81799999999998,baru1267,byr,anga1289,Angan,not endangered,baru1271
simb1255,Simbari,Papunesia,-7.022589999999999,145.60299999999998,simb1255,smb,anga1289,Angan,not endangered,baru1271
sout2982,Southeastern Pomo,North America,38.9354,-122.59899999999999,sout2982,pom,pomo1273,Pomoan,extinct,pomo1273
east2545,Eastern Pomo,North America,38.5647,-122.586,east2545,peb,pomo1273,Pomoan,extinct,russ1265
nort2967,Northeastern Russian River Pomo,North America,39.2894,-122.509,nort2967,pef,pomo1273,Pomoan,extinct,russ1266
cent2138,Central Pomo,North America,38.90547,-123.66393000000001,cent2138,poo,pomo1273,Pomoan,extinct,nort2965
nort2966,Northern Pomo,North America,39.1084,-123.209,nort2966,pej,pomo1273,Pomoan,extinct,nort2965
kash1280,Kashaya,North America,38.5424,-123.08,kash1280,kju,pomo1273,Pomoan,nearly extinct,sout2983
sout2984,Southern Pomo,North America,38.7643,-122.545,sout2984,peq,pomo1273,Pomoan,nearly extinct,sout2983
ligh1234,Light Warlpiri,Australia,,,ligh1234,,mixe1287,Mixed Language,,warl1257
yeni1236,Yeniche,Eurasia,48.2483,8.472669999999999,yeni1236,yec,mixe1287,Mixed Language,not endangered,germ1288
mbug1240,Mbugu,Africa,-4.72863,38.3519,mbug1240,mhd,mixe1287,Mixed Language,shifting,bant1297
call1235,Callawalla,South America,-15.88451,-68.10176,call1235,caw,mixe1287,Mixed Language,nearly extinct,quec1390
cakc1235,Cakchiquel-Quiché Mixed Language,North America,14.6467,-90.6989,cakc1235,ckz,mixe1287,Mixed Language,shifting,cakc1245
sanq1234,Sanqiao,Eurasia,,,sanq1234,,mixe1287,Mixed Language,,miao1234
roma1241,Romano-Serbian,Eurasia,45.2552,20.3762,roma1241,rsb,mixe1287,Mixed Language,not endangered,serb1269
medn1235,Mednyj Aleut,Eurasia,54.6601,167.782,medn1235,mud,mixe1287,Mixed Language,extinct,russ1268
casp1241,Caspian and eastern Persia Gypsy,Eurasia,,,casp1241,,mixe1287,Mixed Language,,pers1247
maga1271,Magati,Eurasia,,,maga1271,,mixe1287,Mixed Language,,pers1247
cent2304,Central-Southern Persian Gypsy,Eurasia,,,cent2304,,mixe1287,Mixed Language,,pers1247
afgh1240,Afghanistan Gorbat,Eurasia,,,afgh1240,,mixe1287,Mixed Language,,pers1247
medi1245,Media Lengua,South America,-1.04518,-78.5392,medi1245,mue,mixe1287,Mixed Language,threatened,span1267
guri1249,Gurindji Kriol,Australia,,,guri1249,gjr,mixe1287,Mixed Language,not endangered,guri1251
paiw1248,Paiwan,Papunesia,22.3271,120.806,paiw1248,pwn,aust1307,Austronesian,threatened,aust1307
ruka1240,Rukai,Papunesia,22.7738,120.844,ruka1240,dru,aust1307,Austronesian,threatened,aust1307
bunu1267,Bunun,Papunesia,23.4116,121.025,bunu1267,bnn,aust1307,Austronesian,threatened,aust1307
puyu1239,Puyuma,Papunesia,22.643,120.99600000000001,puyu1239,pyu,aust1307,Austronesian,moribund,aust1307
