ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family_Glottocode,Family_Name,Status,Parent_Glottocode
lola1248,Lola,Papunesia,-6.341880000000001,134.879,lola1248,lcd,aust1307,Austronesian,shifting,cent2309
mano1275,Manombai,Papunesia,-5.94468,134.329,mano1275,woo,aust1307,Austronesian,not endangered,cent2309
koba1240,Koba,Papunesia,-6.47901,134.61,koba1240,kpd,aust1307,Austronesian,threatened,dobe1243
dobe1238,Dobel,Papunesia,-6.32531,134.638,dobe1238,kvo,aust1307,Austronesian,not endangered,dobe1243
west2548,West Damar,Papunesia,-7.12065,128.585,west2548,drn,aust1307,Austronesian,threatened,baba1274
dawe1237,Dawera-Daweloor,Papunesia,-7.76324,130.06,dawe1237,ddw,aust1307,Austronesian,shifting,nort2859
nort2860,North Babar,Papunesia,-7.84311,129.743,nort2860,bcd,aust1307,Austronesian,threatened,nort2859
daii1240,Dai,Papunesia,-7.55894,129.687,daii1240,dij,aust1307,Austronesian,threatened,nort2859
imro1237,Imroing,Papunesia,-7.96772,129.651,imro1237,imr,aust1307,Austronesian,shifting,sout2882
empl1237,Emplawas,Papunesia,-8.03209,129.721,empl1237,emw,aust1307,Austronesian,shifting,sout2882
tela1241,Tela-Masbuar,Papunesia,-8.01195,129.687,tela1241,tvm,aust1307,Austronesian,not endangered,sout2882
sout2883,Southeast Babar,Papunesia,-7.9435899999999995,129.8,sout2883,vbb,aust1307,Austronesian,not endangered,mase1249
west2535,West Masela,Papunesia,-8.1804,129.833,west2535,mss,aust1307,Austronesian,shifting,mase1249
east2462,East Masela,Papunesia,-8.13455,129.873,east2462,vme,aust1307,Austronesian,moribund,mase1249
cent2072,Central Masela,Papunesia,-8.15414,129.865,cent2072,mxz,aust1307,Austronesian,moribund,mase1249
seri1255,Serili,Papunesia,-8.11241,129.901,seri1255,sve,aust1307,Austronesian,shifting,mase1249
kodi1247,Kodi-Gaura,Papunesia,-9.6373,119.11399999999999,kodi1247,kod,aust1307,Austronesian,not endangered,sumb1243
mamb1305,Mamboru,Papunesia,-9.42302,119.55,mamb1305,mvd,aust1307,Austronesian,shifting,kamb1320
kamb1299,Kambera,Papunesia,-9.88447,120.235,kamb1299,xbr,aust1307,Austronesian,not endangered,kamb1320
anak1240,Anakalangu,Papunesia,-9.63425,119.605,anak1240,akg,aust1307,Austronesian,threatened,cent2307
wanu1241,Wanukaka,Papunesia,-9.69834,119.46799999999999,wanu1241,wnk,aust1307,Austronesian,shifting,cent2307
weje1237,Wewewa,Papunesia,-9.550989999999999,119.34899999999999,weje1237,wew,aust1307,Austronesian,not endangered,wewe1239
lamb1273,Lamboya,Papunesia,-9.70434,119.344,lamb1273,lmy,aust1307,Austronesian,shifting,wewe1239
dhao1237,Dhao,Papunesia,-10.8098,122.65799999999999,dhao1237,nfa,aust1307,Austronesian,shifting,hawu1234
sabu1255,Hawu,Papunesia,-10.5522,121.84700000000001,sabu1255,hvn,aust1307,Austronesian,not endangered,hawu1234
kepo1237,Kepo',Papunesia,-8.603241,120.775273,kepo1237,kuk,aust1307,Austronesian,shifting,mang1430
remb1250,Rembong-Wangka,Papunesia,-8.533610000000001,120.973,remb1250,reb,aust1307,Austronesian,shifting,mang1430
komo1261,Komodo,Papunesia,-8.64518,119.477,komo1261,kvh,aust1307,Austronesian,threatened,mang1430
mang1405,Manggarai,Papunesia,-8.55748,120.329,mang1405,mqy,aust1307,Austronesian,not endangered,mang1436
riun1237,Riung,Papunesia,-8.60342,121.12200000000001,riun1237,riu,aust1307,Austronesian,not endangered,mang1436
rajo1237,Rajong,Papunesia,-8.658096,120.87441799999999,rajo1237,rjg,aust1307,Austronesian,shifting,waer1238
waer1237,Kolor,Papunesia,-8.78645,120.70298999999999,waer1237,wrx,aust1307,Austronesian,shifting,waer1238
palu1252,Palu'e,Papunesia,-8.32877,121.71799999999999,palu1252,ple,aust1307,Austronesian,shifting,ngad1265
ngad1261,Ngad'a,Papunesia,-8.79508,120.976,ngad1261,nxg,aust1307,Austronesian,not endangered,ngad1267
rong1269,Rongga,Papunesia,-8.846039999999999,120.70200000000001,rong1269,ror,aust1307,Austronesian,shifting,ngad1267
lioo1240,Li'o,Papunesia,-8.68615,121.83200000000001,lioo1240,ljl,aust1307,Austronesian,not endangered,ende1247
ende1246,Ende,Papunesia,-8.70998,121.555,ende1246,end,aust1307,Austronesian,not endangered,ende1247
keoo1238,Kéo,Papunesia,-8.8704,121.256,keoo1238,xxk,aust1307,Austronesian,not endangered,nage1238
nage1237,Nage,Papunesia,-8.70513,121.31,nage1237,nxe,aust1307,Austronesian,not endangered,nage1238
yamd1240,Yamdena,Papunesia,-7.73722,131.44,yamd1240,jmd,aust1307,Austronesian,not endangered,yamd1241
urua1244,Uruangnirin,Papunesia,-3.4549800000000004,132.745,urua1244,urn,aust1307,Austronesian,shifting,onin1244
onin1245,Onin,Papunesia,-2.75976,132.062,onin1245,oni,aust1307,Austronesian,shifting,onin1244
seka1247,Sekar,Papunesia,-2.65849,132.469,seka1247,skz,aust1307,Austronesian,threatened,onin1244
keii1239,Kei,Papunesia,-5.639480000000001,133.02,keii1239,kei,aust1307,Austronesian,not endangered,keif1237
ford1242,Fordata,Papunesia,-7.28902,131.511,ford1242,frd,aust1307,Austronesian,threatened,keif1237
alan1249,Alangan,Papunesia,13.0982,121.022,alan1249,alj,aust1307,Austronesian,threatened,nort2873
iray1237,Iraya,Papunesia,13.380999999999998,120.65,iray1237,iry,aust1307,Austronesian,threatened,nort2873
tady1237,Tadyawan,Papunesia,13.0211,121.305,tady1237,tdy,aust1307,Austronesian,not endangered,nort2873
agut1237,Agutaynen,Papunesia,10.5328,119.655,agut1237,agn,aust1307,Austronesian,not endangered,kala1389
cala1258,Calamian Tagbanwa,Papunesia,12.0716,120.094,cala1258,tbk,aust1307,Austronesian,not endangered,kala1389
badu1237,Badui,Papunesia,-6.3535900000000005,106.177,badu1237,bac,aust1307,Austronesian,not endangered,sund1251
sund1252,Sundanese,Papunesia,-6.89708,107.10600000000001,sund1252,sun,aust1307,Austronesian,not endangered,sund1251
nucl1460,Madurese,Papunesia,-7.0,113.0,nucl1460,mad,aust1307,Austronesian,not endangered,madu1247
kang1289,Kangean,Papunesia,-7.98335,112.96799999999999,kang1289,kkv,aust1307,Austronesian,not endangered,madu1247
bali1278,Balinese,Papunesia,-8.35714,115.075,bali1278,ban,aust1307,Austronesian,not endangered,bali1277
sasa1249,Sasak,Papunesia,-8.58349,116.28399999999999,sasa1249,sas,aust1307,Austronesian,not endangered,sasa1248
sumb1241,Sumbawa,Papunesia,-8.71919,117.47200000000001,sumb1241,smw,aust1307,Austronesian,not endangered,sasa1248
maka1305,Makassar Malay,Papunesia,-5.16108,119.40799999999999,maka1305,mfp,aust1307,Austronesian,extinct,vehi1234
sril1245,Sri Lanka Malay,Eurasia,6.91603,79.86399999999999,sril1245,sci,aust1307,Austronesian,shifting,vehi1234
baba1267,Baba Malay,Eurasia,1.7541400000000003,103.07600000000001,baba1267,mbf,aust1307,Austronesian,nearly extinct,vehi1234
mala1482,Malaccan Creole Malay,Papunesia,2.20265,102.240488,mala1482,ccm,aust1307,Austronesian,moribund,vehi1234
lara1260,Larantuka Malay,Papunesia,-8.4746,122.7619,lara1260,lrt,aust1307,Austronesian,threatened,east2743
kupa1239,Kupang Malay,Papunesia,-10.2526,123.63,kupa1239,mkn,aust1307,Austronesian,not endangered,east2743
papu1250,Papuan Malay,Papunesia,-2.53482,139.651,papu1250,pmy,aust1307,Austronesian,not endangered,east2743
nort2828,North Moluccan Malay,Papunesia,-0.8643700000000001,128.32299999999998,nort2828,max,aust1307,Austronesian,not endangered,mana1300
mala1481,Manado Malay,Papunesia,1.48099,124.84299999999999,mala1481,xmm,aust1307,Austronesian,not endangered,mana1300
ambo1250,Ambonese Malay,Papunesia,-3.7134199999999997,128.184,ambo1250,abs,aust1307,Austronesian,not endangered,ambo1253
band1353,Banda Malay,Papunesia,-4.55565,129.905,band1353,bpq,aust1307,Austronesian,not endangered,ambo1253
keni1248,Keninjal,Papunesia,-0.63184,111.80799999999999,keni1248,knl,aust1307,Austronesian,not endangered,west2821
mala1480,Malayic Dayak,Papunesia,-2.78384,111.13600000000001,mala1480,xdy,aust1307,Austronesian,not endangered,west2821
kend1254,Kendayan,Papunesia,1.47957,109.46700000000001,kend1254,knx,aust1307,Austronesian,not endangered,west2821
ment1251,Menterap,Papunesia,-0.29318099999999997,110.67051200000002,ment1251,,aust1307,Austronesian,,nucl1733
keri1250,Kerinci,Papunesia,-1.93668,101.40299999999999,keri1250,kvr,aust1307,Austronesian,threatened,nucl1733
pera1256,Peranakan Indonesian,Papunesia,-7.982,112.619,pera1256,pea,aust1307,Austronesian,shifting,beta1260
coco1260,Cocos Islands Malay,Papunesia,-12.193342,96.833679,coco1260,coa,aust1307,Austronesian,shifting,beta1260
beta1252,Betawi,Papunesia,-6.21174,107.022,beta1252,bew,aust1307,Austronesian,threatened,beta1260
urak1238,Urak Lawoi',Eurasia,7.5258,99.0768,urak1238,urk,aust1307,Austronesian,shifting,sing1270
oldm1243,Old Malay,Papunesia,-0.648259,103.35347900000001,oldm1243,,aust1307,Austronesian,extinct,sing1270
keda1251,Kedah Malay,Eurasia,5.933,100.492,keda1251,meo,aust1307,Austronesian,not endangered,sing1270
jaku1244,Jakun,Eurasia,2.64582,103.34200000000001,jaku1244,jak,aust1307,Austronesian,threatened,sing1270
patt1249,Kelantan-Pattani Malay,Eurasia,6.381480000000001,101.41,patt1249,mfa,aust1307,Austronesian,threatened,sing1270
oran1259,Orang Seletar,Eurasia,1.45841,103.766,oran1259,ors,aust1307,Austronesian,shifting,sing1270
oran1258,Orang Kanaq,Eurasia,1.8829599999999997,104.008,oran1258,orn,aust1307,Austronesian,moribund,sing1270
temu1239,Temuan,Eurasia,2.78176,101.906,temu1239,tmw,aust1307,Austronesian,shifting,sing1270
mala1479,Colloquial Malay,Eurasia,1.8585599999999998,103.0,mala1479,zlm,aust1307,Austronesian,not endangered,sing1270
gora1261,Gorap,Papunesia,2.13058,128.261,gora1261,goq,aust1307,Austronesian,shifting,unun9996
kubu1239,Kubu,Papunesia,-2.4266099999999997,102.193,kubu1239,kvb,aust1307,Austronesian,threatened,indo1326
bali1279,Balinese Malay,Papunesia,-8.355884,114.64839099999999,bali1279,mhp,aust1307,Austronesian,threatened,indo1326
duan1242,Duano,Papunesia,1.56829,103.36,duan1242,dup,aust1307,Austronesian,shifting,indo1326
musi1241,Musi,Papunesia,-2.93987,103.945,musi1241,mui,aust1307,Austronesian,not endangered,indo1326
stan1306,Standard Malay,Eurasia,3.0889599999999997,101.699,stan1306,zsm,aust1307,Austronesian,not endangered,indo1326
indo1316,Indonesian,Papunesia,-7.33458,109.71600000000001,indo1316,ind,aust1307,Austronesian,not endangered,indo1326
jamb1236,Jambi Malay,Papunesia,-2.6469,103.13,jamb1236,jax,aust1307,Austronesian,not endangered,indo1326
lonc1237,Loncong,Papunesia,-0.02586,103.54799999999999,lonc1237,lce,aust1307,Austronesian,threatened,bang1370
bang1365,Bangka,Papunesia,-1.73288,105.897,bang1365,mfb,aust1307,Austronesian,nearly extinct,bang1370
mual1241,Mualang,Papunesia,0.31083,111.07700000000001,mual1241,mtd,aust1307,Austronesian,not endangered,iban1263
sebe1242,Seberuang,Papunesia,-0.024630000000000003,111.212,sebe1242,sbx,aust1307,Austronesian,not endangered,iban1263
sebu1243,Sebuyau,Papunesia,1.4210399999999999,110.48,sebu1243,snb,aust1307,Austronesian,threatened,iban1263
iban1264,Iban,Papunesia,2.09041,112.934,iban1264,iba,aust1307,Austronesian,not endangered,iban1263
remu1237,Remun,Papunesia,1.26305,110.82,remu1237,lkj,aust1307,Austronesian,threatened,iban1263
peka1242,Pekal,Papunesia,-3.02248,101.691,peka1242,pel,aust1307,Austronesian,not endangered,mina1280
nege1240,Negeri Sembilan Malay,Eurasia,2.66503,102.291,nege1240,zmi,aust1307,Austronesian,threatened,mina1280
lubu1241,Lubu,Papunesia,0.63989,99.74549,lubu1241,lcf,aust1307,Austronesian,not endangered,mina1280
mina1268,Minangkabau,Papunesia,-0.8959999999999999,100.44,mina1268,min,aust1307,Austronesian,not endangered,mina1280
coll1240,Col,Papunesia,-3.52245,103.45100000000001,coll1240,liw,aust1307,Austronesian,not endangered,midd1346
cent2053,Central Malay,Papunesia,-3.79673,103.137,cent2053,pse,aust1307,Austronesian,not endangered,midd1346
haji1235,Haji,Papunesia,-5.0778099999999995,104.714,haji1235,hji,aust1307,Austronesian,not endangered,midd1346
kaur1269,Kaur,Papunesia,-4.6251,103.512,kaur1269,vkk,aust1307,Austronesian,not endangered,midd1346
teng1267,Tenggarong Kutai Malay,Papunesia,0.7180300000000001,117.645,teng1267,vkt,aust1307,Austronesian,not endangered,sout3190
kota1275,Kota Bangun Kutai Malay,Papunesia,-0.27049,116.29700000000001,kota1275,mqg,aust1307,Austronesian,not endangered,east2755
brun1242,Brunei,Papunesia,4.456045,114.429505,brun1242,kxd,aust1307,Austronesian,not endangered,bera1266
bera1262,Berau Malay,Papunesia,1.6687,117.934,bera1262,bve,aust1307,Austronesian,not endangered,bera1266
banj1239,Banjar,Papunesia,0.747105,115.79,banj1239,bjn,aust1307,Austronesian,not endangered,banj1241
buki1247,Bukit Malay,Papunesia,-2.75049,115.64,buki1247,bvu,aust1307,Austronesian,not endangered,banj1241
baca1243,Bacanese Malay,Papunesia,-0.62275,127.49,baca1243,btj,aust1307,Austronesian,nearly extinct,brun1246
saba1263,Brunei-Sabah Malay,Papunesia,4.64808,117.024,saba1263,msi,aust1307,Austronesian,not endangered,brun1246
achi1257,Acehnese,Eurasia,3.9075699999999998,96.6032,achi1257,ace,aust1307,Austronesian,threatened,cham1327
jara1266,Jarai,Eurasia,13.6161,107.81299999999999,jara1266,jra,aust1307,Austronesian,not endangered,rade1241
rade1240,Rade,Eurasia,12.979000000000001,108.41,rade1240,rad,aust1307,Austronesian,not endangered,rade1241
biha1246,Bih,Eurasia,12.483333,108.016667,biha1246,ibh,aust1307,Austronesian,nearly extinct,rade1241
tsat1238,Tsat,Eurasia,18.3192,109.336,tsat1238,huq,aust1307,Austronesian,shifting,nort3219
nort2994,Northern Roglai,Eurasia,12.1967,108.84899999999999,nort2994,rog,aust1307,Austronesian,threatened,nort3219
sout3010,Southern Roglai,Eurasia,11.3003,108.318,sout3010,rgs,aust1307,Austronesian,threatened,chru1240
cacg1235,Cacgia Roglai,Eurasia,11.6489,109.13799999999999,cacg1235,roc,aust1307,Austronesian,not endangered,chru1240
chru1239,Chru,Eurasia,11.6625,108.529,chru1239,cje,aust1307,Austronesian,shifting,chru1240
haro1237,Haroi,Eurasia,13.2201,108.995,haro1237,hro,aust1307,Austronesian,not endangered,coas1305
west2650,Western Cham,Eurasia,12.4771,104.02600000000001,west2650,cja,aust1307,Austronesian,threatened,cham1328
east2563,Eastern Cham,Eurasia,11.2853,108.49,east2563,cjm,aust1307,Austronesian,threatened,cham1328
pamp1243,Pampanga,Papunesia,14.9603,120.50200000000001,pamp1243,pam,aust1307,Austronesian,not endangered,cent2080
remo1247,Hatang Kayi,Papunesia,14.6254,121.45299999999999,remo1247,agv,aust1307,Austronesian,moribund,cent2080
amba1267,Ambala Ayta,Papunesia,14.8156,120.28299999999999,amba1267,abc,aust1307,Austronesian,threatened,samb1319
bata1297,Bataan Ayta,Papunesia,14.4153,120.49,bata1297,ayt,aust1307,Austronesian,shifting,samb1319
maga1263,Mag-Anchi Ayta,Papunesia,15.1954,120.459,maga1263,sgb,aust1307,Austronesian,not endangered,maga1270
magi1241,Mag-Indi Ayta,Papunesia,14.9617,120.182,magi1241,blx,aust1307,Austronesian,not endangered,maga1270
aben1249,Abenlen Ayta,Papunesia,15.4131,120.2,aben1249,abp,aust1307,Austronesian,shifting,abel1234
boto1242,Botolan Sambal,Papunesia,15.2315,120.164,boto1242,sbl,aust1307,Austronesian,not endangered,abel1234
boli1256,Bolinao,Papunesia,16.3071,119.853,boli1256,smk,aust1307,Austronesian,threatened,tina1255
tina1248,Tinà Sambal,Papunesia,15.5797,120.095,tina1248,xsb,aust1307,Austronesian,shifting,tina1255
umir1236,Umiray Dumaget Agta,Papunesia,14.8757,121.508,umir1236,due,aust1307,Austronesian,not endangered,grea1284
mara1404,Maranao,Papunesia,7.79414,124.175,mara1404,mrw,aust1307,Austronesian,not endangered,dana1253
iran1262,Iranun,Papunesia,4.3362,118.22399999999999,iran1262,ill,aust1307,Austronesian,not endangered,dana1253
magu1243,Maguindanao,Papunesia,6.9453,124.509,magu1243,mdh,aust1307,Austronesian,not endangered,dana1253
taut1234,Taut Batu,Papunesia,8.88129,117.67309099999999,taut1234,,aust1307,Austronesian,,sout3165
molb1237,Molbog,Papunesia,7.956663000000001,117.030502,molb1237,pwm,aust1307,Austronesian,not endangered,molb1238
cent2091,Central Palawano,Papunesia,8.77013,117.838,cent2091,plc,aust1307,Austronesian,not endangered,nucl1738
sout2916,Southwest Palawano,Papunesia,8.67624,117.36,sout2916,plv,aust1307,Austronesian,not endangered,broo1240
broo1239,Brooke's Point Palawano,Papunesia,8.83891,117.87100000000001,broo1239,plw,aust1307,Austronesian,not endangered,broo1240
tagb1258,Tagbanwa,Papunesia,9.54263,118.49700000000001,tagb1258,tbw,aust1307,Austronesian,not endangered,nort3185
bata1301,Batak,Papunesia,10.1115,119.025,bata1301,bya,aust1307,Austronesian,shifting,bata1317
cent2090,Central Tagbanwa,Papunesia,10.6519,119.338,cent2090,tgt,aust1307,Austronesian,shifting,bata1317
lapu1236,Lapuyan Subanun,Papunesia,7.534489999999999,123.13,lapu1236,laa,aust1307,Austronesian,not endangered,nucl1726
east2694,Eastern Subanen,Papunesia,8.2475,123.5234,east2694,sfe,aust1307,Austronesian,threatened,east2769
cent2089,Central Subanen,Papunesia,8.12701,123.01799999999999,cent2089,syb,aust1307,Austronesian,not endangered,east2769
nort2885,Northern Subanen,Papunesia,8.5232,123.588,nort2885,stb,aust1307,Austronesian,not endangered,east2769
koli1253,Kolibugan Subanon,Papunesia,7.77212,122.56700000000001,koli1253,skn,aust1307,Austronesian,not endangered,west2811
west2557,Western Subanon,Papunesia,7.799639999999999,122.34100000000001,west2557,suc,aust1307,Austronesian,not endangered,west2811
obom1235,Obo Manobo,Papunesia,7.291410000000001,125.09,obom1235,obo,aust1307,Austronesian,not endangered,west2829
ilia1236,Ilianen Manobo,Papunesia,7.34448,124.766,ilia1236,mbi,aust1307,Austronesian,not endangered,west2554
west2555,Western Bukidnon Manobo,Papunesia,7.6682,124.825,west2555,mbb,aust1307,Austronesian,threatened,west2554
diba1242,Dibabawon Manobo,Papunesia,7.85664,126.01799999999999,diba1242,mbd,aust1307,Austronesian,not endangered,east2478
raja1254,Rajah Kabunsuwan Manobo,Papunesia,8.2934,126.266,raja1254,mqk,aust1307,Austronesian,not endangered,east2478
agus1235,Agusan Manobo,Papunesia,8.627310000000001,125.742,agus1235,msm,aust1307,Austronesian,not endangered,east2478
mati1250,Matigsalug Manobo,Papunesia,7.721239999999999,125.16,mati1250,mbt,aust1307,Austronesian,not endangered,cent2088
atam1240,Ata Manobo,Papunesia,7.7789,125.499,atam1240,atd,aust1307,Austronesian,not endangered,cent2088
taga1272,Tagabawa,Papunesia,6.9712,125.175,taga1272,bgs,aust1307,Austronesian,not endangered,sout2913
sara1327,Sarangani Manobo,Papunesia,5.84903,125.499,sara1327,mbs,aust1307,Austronesian,not endangered,sara1347
cota1241,Cotabato Manobo,Papunesia,6.39417,124.234,cota1241,mta,aust1307,Austronesian,not endangered,sara1347
kaga1256,Kagayanen,Papunesia,10.4656,119.87200000000001,kaga1256,cgc,aust1307,Austronesian,not endangered,nort2884
cina1236,Cinamiguin Manobo,Papunesia,9.1793,124.721,cina1236,mkx,aust1307,Austronesian,threatened,kina1254
higa1237,Higaonon,Papunesia,8.61202,125.071,higa1237,mba,aust1307,Austronesian,not endangered,buki1251
binu1244,Talaandig-Binukid,Papunesia,8.15933,124.89200000000001,binu1244,bkd,aust1307,Austronesian,not endangered,buki1251
mama1275,Mamanwa,Papunesia,9.44744,125.54799999999999,mama1275,mmn,aust1307,Austronesian,not endangered,cent2246
kasi1256,Kasiguranin,Papunesia,16.1881,122.118,kasi1256,ksn,aust1307,Austronesian,not endangered,taga1280
fili1244,Filipino,Papunesia,12.265,123.464,fili1244,fil,aust1307,Austronesian,not endangered,taga1269
taga1270,Tagalog,Papunesia,14.06,121.74700000000001,taga1270,tgl,aust1307,Austronesian,not endangered,taga1269
kama1363,Kamayo,Papunesia,8.10796,126.314,kama1363,kyk,aust1307,Austronesian,not endangered,mans1261
dava1245,Davawenyo,Papunesia,7.22613,126.458,dava1245,daw,aust1307,Austronesian,not endangered,mans1261
kara1489,Mandaya,Papunesia,7.504810000000001,126.40899999999999,kara1489,mry,aust1307,Austronesian,not endangered,east2477
mans1262,Mansaka,Papunesia,6.792210000000001,126.181,mans1262,msk,aust1307,Austronesian,threatened,east2477
taga1268,Tagakaulu Kalagan,Papunesia,6.45338,125.426,taga1268,klg,aust1307,Austronesian,not endangered,west2552
kaga1255,Kagan Kalagan,Papunesia,7.10698,125.61,kaga1255,kll,aust1307,Austronesian,threatened,kaga1259
kala1388,Kalagan,Papunesia,6.8126,125.32799999999999,kala1388,kqe,aust1307,Austronesian,threatened,kaga1259
cebu1242,Cebuano,Papunesia,8.38799,124.367,cebu1242,ceb,aust1307,Austronesian,not endangered,bisa1268
bant1288,Bantoanon,Papunesia,12.5194,122.03399999999999,bant1288,bno,aust1307,Austronesian,not endangered,bisa1268
romb1245,Romblomanon,Papunesia,12.4047,122.56,romb1245,rol,aust1307,Austronesian,not endangered,cent2263
wara1299,Waray Sorsogon,Papunesia,12.6795,124.015,wara1299,srv,aust1307,Austronesian,not endangered,wara1304
bayb1234,Baybayanon,Papunesia,10.6956,124.8086,bayb1234,bvy,aust1307,Austronesian,not endangered,sama1315
kina1252,Kinabalian,Papunesia,10.2589,125.2217,kina1252,cbw,aust1307,Austronesian,not endangered,sama1315
wara1300,Waray (Philippines),Papunesia,11.4911,125.012,wara1300,war,aust1307,Austronesian,not endangered,sama1315
poro1253,Porohanon,Papunesia,10.6726,124.454,poro1253,prh,aust1307,Austronesian,not endangered,peri1261
bant1293,Bantayanon,Papunesia,11.2144,123.755,bant1293,bfx,aust1307,Austronesian,not endangered,peri1261
capi1239,Capiznon,Papunesia,11.4122,122.954,capi1239,cps,aust1307,Austronesian,not endangered,capi1240
hili1240,Hiligaynon,Papunesia,10.4018,122.97399999999999,hili1240,hil,aust1307,Austronesian,not endangered,capi1240
masb1238,Masbatenyo,Papunesia,12.21453,123.63578999999999,masb1238,msb,aust1307,Austronesian,not endangered,masb1239
masb1237,Masbate Sorsogon,Papunesia,12.8438,124.00200000000001,masb1237,bks,aust1307,Austronesian,not endangered,masb1239
ataa1240,Ata,Papunesia,9.715,122.9,ataa1240,atm,aust1307,Austronesian,nearly extinct,unun9997
inon1237,Inonhan,Papunesia,12.284,122.03,inon1237,loc,aust1307,Austronesian,not endangered,west2820
cuyo1237,Cuyonon,Papunesia,10.3201,119.3,cuyo1237,cyo,aust1307,Austronesian,not endangered,kuya1251
calu1238,Caluyanun,Papunesia,12.0489,121.384,calu1238,clu,aust1307,Austronesian,not endangered,data1234
rata1245,Ratagnon,Papunesia,12.2785,121.18700000000001,rata1245,btn,aust1307,Austronesian,nearly extinct,data1234
sulo1237,Sulod,Papunesia,11.2473,122.551,sulo1237,srg,aust1307,Austronesian,threatened,kina1255
kina1250,Kinaray-a,Papunesia,10.8131,122.29700000000001,kina1250,krj,aust1307,Austronesian,not endangered,kina1255
akla1241,Aklanon,Papunesia,11.5543,122.354,akla1241,akl,aust1307,Austronesian,not endangered,akla1240
mala1491,Malaynon,Papunesia,11.8564,121.919,mala1491,mlz,aust1307,Austronesian,not endangered,akla1240
maga1264,Southern Binukidnon,Papunesia,9.49196,122.76899999999999,maga1264,mtw,aust1307,Austronesian,not endangered,negr1236
karo1299,Northern Binukidnon,Papunesia,9.992,122.816,karo1299,kyn,aust1307,Austronesian,not endangered,negr1236
suri1273,Surigaonon,Papunesia,9.0,126.0,suri1273,sgd,aust1307,Austronesian,not endangered,suri1274
tand1258,Tandaganon,Papunesia,8.9815,126.186,tand1258,tgn,aust1307,Austronesian,not endangered,suri1274
taus1251,Tausug,Papunesia,5.12236,118.88,taus1251,tsg,aust1307,Austronesian,not endangered,butu1243
butu1244,Butuanon,Papunesia,8.87009,125.41799999999999,butu1244,btw,aust1307,Austronesian,shifting,butu1243
nort2883,Northern Catanduanes Bicolano,Papunesia,13.9032,124.27,nort2883,cts,aust1307,Austronesian,not endangered,biko1240
cent2087,Coastal-Naga Bikol,Papunesia,13.7574,123.40299999999999,cent2087,bcl,aust1307,Austronesian,not endangered,coas1315
sout2912,Coastal-Virac Bikol,Papunesia,13.6989,124.29,sout2912,bln,aust1307,Austronesian,not endangered,coas1315
alba1269,Inland-Buhi-Daraga Bikol,Papunesia,13.1989,123.49,alba1269,bhk,aust1307,Austronesian,,inla1266
irig1242,Iriga Bicolano,Papunesia,13.3896,123.331,irig1242,bto,aust1307,Austronesian,not endangered,inla1266
mtir1236,Mt. Iraya Agta,Papunesia,13.4588,123.552,mtir1236,atl,aust1307,Austronesian,nearly extinct,inag1234
isar1235,Isarog Agta,Papunesia,13.651,123.33200000000001,isar1235,agk,aust1307,Austronesian,nearly extinct,inag1234
mtir1235,Mt. Iriga Agta,Papunesia,13.4566,123.463,mtir1235,agz,aust1307,Austronesian,threatened,inag1234
cama1250,Camarines Norte Agta,Papunesia,14.1571,122.835,cama1250,abd,aust1307,Austronesian,threatened,alab1255
alab1246,Alabat Island Agta,Papunesia,14.1217,122.014,alab1246,dul,aust1307,Austronesian,nearly extinct,alab1255
mong1342,Mongondow,Papunesia,0.6461600000000001,124.11399999999999,mong1342,mog,aust1307,Austronesian,shifting,mong1346
pono1240,Ponosakan,Papunesia,0.9171600000000001,124.712,pono1240,pns,aust1307,Austronesian,moribund,mong1346
buol1237,Buol,Papunesia,0.9772700000000001,121.51899999999999,buol1237,blf,aust1307,Austronesian,threatened,goro1273
suwa1241,Suwawa,Papunesia,0.4907,123.36200000000001,suwa1241,swu,aust1307,Austronesian,shifting,goro1273
bola1252,Bolango,Papunesia,0.39044,123.88799999999999,bola1252,bld,aust1307,Austronesian,threatened,goro1273
bint1245,Bintauna,Papunesia,0.75069,123.486,bint1245,bne,aust1307,Austronesian,threatened,goro1273
goro1259,Gorontalo,Papunesia,0.62689,122.288,goro1259,gor,aust1307,Austronesian,threatened,goro1273
lola1250,Lolak,Papunesia,0.85544,124.117,lola1250,llq,aust1307,Austronesian,moribund,goro1273
kaid1239,Kaidipang,Papunesia,0.85641,123.21700000000001,kaid1239,kzp,aust1307,Austronesian,threatened,goro1273
hanu1241,Hanunoo,Papunesia,12.4159,121.221,hanu1241,hnn,aust1307,Austronesian,not endangered,sout2915
buhi1245,Buhid,Papunesia,12.6396,121.21,buhi1245,bku,aust1307,Austronesian,not endangered,buhi1244
east2482,Eastern Tawbuid,Papunesia,12.8968,121.177,east2482,bnj,aust1307,Austronesian,threatened,bata1318
west2559,Western Tawbuid,Papunesia,12.8227,121.02600000000001,west2559,twb,aust1307,Austronesian,not endangered,bata1318
gian1241,Giangan,Papunesia,6.99967,125.359,gian1241,bgi,aust1307,Austronesian,shifting,bili1253
tiru1241,Tiruray,Papunesia,6.773210000000001,124.12700000000001,tiru1241,tiy,aust1307,Austronesian,not endangered,bili1253
tbol1240,Tboli,Papunesia,6.20377,124.538,tbol1240,tbl,aust1307,Austronesian,not endangered,tbol1241
