id,family_id,name,iso639P3code,aes,population
bunn1240,yuat1252,Bun,buv,7 (Shifting),480
buno1241,dogo1299,Bunoge Dogon,dgb,7 (Shifting),1000
bunu1267,aust1307,Bunun,bnn,6b (Threatened),38000
buol1237,aust1307,Buol,blf,Not Endangered,90200
bura1267,mani1293,Burarra,bvr,7 (Shifting),1050
bura1269,book1242,Buraka,bkg,6b (Threatened),3800
bura1271,atla1278,Burak,bys,Not Endangered,4000
bura1276,geel1240,Burate,bti,7 (Shifting),100
bura1292,afro1255,Bura-Pabir,bwr,6b (Threatened),482000
burd1238,pama1250,Burduna,bxn,10 (Extinct),0
bure1242,afro1255,Bure,bvh,8b (Nearly extinct),20
buri1258,mong1349,Buriat,bua,unk,-1
burj1242,afro1255,Burji,bji,6b (Threatened),70100
burm1262,sino1245,Burma Pyu,pyx,unk,-1
burm1263,aust1307,Burmbar,vrt,7 (Shifting),900
burm1264,burm1264,Burmeso,bzu,7 (Shifting),250
buru1296,buru1296,Burushaski,bsk,7 (Shifting),112000
buru1299,atla1278,Buru-Angwe,bqw,6b (Threatened),1000
buru1301,nilo1247,Burun,bdi,Not Endangered,46000
buru1303,aust1307,Buru (Indonesia),mhs,6b (Threatened),45000
buru1304,aust1307,Burusu,bqr,Not Endangered,4350
buru1306,nucl1709,Burum-Mindik,bmu,Not Endangered,10000
buru1307,nucl1709,Burumakok,aip,8a (Moribund),40
buru1308,nucl1709,Buruwai,asi,7 (Shifting),1000
buru1309,nduu1242,Burui,bry,7 (Shifting),260
buru1320,afro1255,Burunge,bds,7 (Shifting),28000
buru1325,sign1238,Burundi Sign Language,lsb,Not Endangered,58000
busa1251,atla1278,Busam,bxs,6b (Threatened),3400
busa1253,mand1469,Busa,bqp,Not Endangered,15000
busa1254,aust1307,Busami,bsm,6b (Threatened),700
busa1255,aust1307,Busang Kayan,bfg,6b (Threatened),3000
bush1247,atla1278,Bushoong,buf,Not Endangered,155000
bush1250,aust1307,Kibosy Kiantalaotsy-Majunga,buc,6b (Threatened),47900
buso1238,aust1307,Busoa,bup,7 (Shifting),670
buso1242,book1242,Buso,bso,8a (Moribund),40
buss1239,afro1255,Bussa,dox,7 (Shifting),19020
busu1244,atla1278,Busuu,bju,10 (Extinct),0
butb1235,aust1307,Butbut Kalinga,kyb,Not Endangered,15000
butm1237,aust1307,Farafi,bnr,7 (Shifting),520
butu1244,aust1307,Butuanon,btw,7 (Shifting),71500
buuu1244,atla1278,Bu,jid,7 (Shifting),20000
buwa1243,afro1255,Buwal,bhs,Not Endangered,10000
buxi1237,book1242,Buxinhua,bxt,unk,-1
buya1244,taik1256,Buyang,byu,unk,-1
buya1245,book1242,Buya,byy,unk,-1
buyu1238,sino1245,Buyuan Jinuo,jiy,7 (Shifting),1000
buyu1239,atla1278,Buyu,byi,Not Endangered,63200
bwaa1238,atla1278,Bwa,bww,Not Endangered,200000
bwai1242,aust1307,Bwaidoka,bwd,Not Endangered,6500
bwan1241,aust1307,Bwanabwana,tte,Not Endangered,2400
bwat1240,aust1307,Bwatoo,bwa,7 (Shifting),150
bwek1238,sino1245,Bwe Karen,bwe,6b (Threatened),17200
bwel1238,atla1278,Bwela,bwl,Not Endangered,8400
bwil1245,atla1278,Bwile,bwc,6b (Threatened),32000
bwis1242,atla1278,Bwisi,bwz,7 (Shifting),4250
byan1241,sino1245,Byangsi,bee,7 (Shifting),3310
byep1241,atla1278,Byep-Besep,mkk,Not Endangered,9500
caac1237,aust1307,Caac,msq,7 (Shifting),1170
cabe1245,chib1249,Cabécar,cjp,7 (Shifting),11100
cabi1241,araw1281,Cabiyarí,cbb,7 (Shifting),270
caca1247,misu1242,Cacaopera,ccr,10 (Extinct),0
caca1250,otom1299,Cacaloxtepec Mixtec,miu,7 (Shifting),460
cacg1235,aust1307,Cacgia Roglai,roc,Not Endangered,3000
cacu1241,kaku1242,Kakua,cbv,7 (Shifting),220
cadd1256,cadd1255,Caddo,cad,8b (Nearly extinct),25
cafu1238,indo1319,Cafundo,ccd,8b (Nearly extinct),40
cagu1236,book1242,Cagua,cbh,10 (Extinct),0
cahu1264,utoa1244,Cahuilla,chl,8b (Nearly extinct),6
cahu1268,zapa1251,Cahuarano,cah,10 (Extinct),0
caja1238,quec1387,Cajamarca Quechua,qvc,7 (Shifting),30000
caja1239,quec1387,Cajatambo North Lima Quechua,qvl,8a (Moribund),7000
cajo1238,otom1299,Cajonos Zapotec,zad,Not Endangered,5000
caju1236,indo1319,Cajun French,frc,7 (Shifting),21300
caka1240,atla1278,Caka,ckx,6b (Threatened),5000
cakc1235,mixe1287,Cakchiquel-Quiché Mixed Language,ckz,7 (Shifting),2000
cakf1236,afro1255,Cakfem-Mushere-Jibyal,cky,Not Endangered,5000
cala1258,aust1307,Calamian Tagbanwa,tbk,Not Endangered,10000
cald1236,quec1387,Calderón Highland Quichua,qud,6b (Threatened),25000
call1235,spee1234,Callawalla,caw,8b (Nearly extinct),0
calo1235,book1242,Calo,rmr,unk,-1
calo1236,indo1319,Caló,rmq,Not Endangered,460000
calu1238,aust1307,Caluyanun,clu,Not Endangered,30000
cama1250,aust1307,Camarines Norte Agta,abd,6b (Threatened),3800
camb1244,sign1238,Cambodian Sign Language,csx,unk,-1
came1252,atla1278,Donga Mambila,mcu,7 (Shifting),30000
came1254,indo1319,Cameroon Pidgin,wes,Not Endangered,12000000
caml1239,sino1245,Camling,rab,6b (Threatened),76800
camp1261,indo1319,Campidanese Sardinian,sro,6b (Threatened),500000
camp1262,aust1307,Campalagian,cml,6b (Threatened),2830
cams1241,cams1241,Camsá,kbh,7 (Shifting),4000
camt1236,spee1234,Camtho,cmt,10 (Extinct),0
camu1235,uncl1493,Camunic,xcc,10 (Extinct),0
cana1262,quec1387,Cañar-Azuay-South Chimborazo Highland Quichua,qxr,6b (Threatened),100000
cand1248,cand1248,Candoshi-Shapra,cbu,7 (Shifting),3260
cane1242,nucl1710,Canela-Krahô,ram,7 (Shifting),2500
cani1243,cani1243,Canichana,caz,10 (Extinct),0
caol1238,taik1256,Cao Lan,mlc,Not Endangered,169000
caom1238,taik1256,Cao Miao,cov,Not Endangered,63600
capa1241,pano1259,Capanahua,kaq,8a (Moribund),100
capi1239,aust1307,Capiznon,cps,Not Endangered,639000
capp1239,indo1319,Cappadocian Greek,cpg,7 (Shifting),2800
caqu1242,araw1281,Caquinte,cot,7 (Shifting),440
cara1245,uncl1493,Carabayo,cby,10 (Extinct),150
cara1270,atla1278,Cara,cfd,7 (Shifting),3000
cara1271,choc1280,Caramanta,crf,10 (Extinct),0
cara1272,tuca1253,Carapana,cbc,7 (Shifting),523
cari1274,indo1319,Carian,xcr,unk,-1
cari1275,indo1319,Caribbean Hindustani,hns,Not Endangered,296600
cari1276,aust1307,Caribbean Javanese,jvn,Not Endangered,78370
cari1279,cari1283,Carijona,cbd,8b (Nearly extinct),6
carn1240,aust1305,Car Nicobarese,caq,6b (Threatened),37000
caro1242,aust1307,Carolinian,cal,7 (Shifting),2420
caro1243,algi1248,Carolina Algonquian,crr,unk,-1
carp1235,indo1319,Central Romani,rmc,Not Endangered,157110
carr1249,atha1245,Central Carrier,crx,8a (Moribund),680
caru1240,book1242,Carútana,cru,unk,-1
cash1251,pano1259,Cashibo-Cacataibo,cbr,7 (Shifting),2780
cash1254,pano1259,Cashinahua,cbs,7 (Shifting),7420
casi1235,aust1307,Casiguran-Nagtipunan Agta,dgc,7 (Shifting),610
casu1237,nucl1709,Casuarina Coast Asmat,asc,Not Endangered,9000
cata1241,sign1238,Catalan Sign Language,csc,6b (Threatened),25000
cata1284,book1242,Cataelano Mandaya,mst,unk,-1
cata1286,siou1252,Catawba,chc,10 (Extinct),0
cauc1241,book1242,Cauca,cca,10 (Extinct),0
cavi1250,pano1259,Cavineña,cav,7 (Shifting),600
cayu1241,cayu1241,Cayuse,xcy,unk,-1
cayu1261,iroq1247,Cayuga,cay,8a (Moribund),46
cayu1262,cayu1262,Cayubaba,cyb,10 (Extinct),0
ceba1235,atla1278,Senari,sef,Not Endangered,862000
cebu1242,aust1307,Cebuano,ceb,Not Endangered,15942480
celt1247,indo1319,Celtiberian,xce,unk,-1
cemu1238,aust1307,Cemuhî,cam,6b (Threatened),2600
cenn1238,atla1278,Cen,cen,Not Endangered,50000
cent1394,hmon1336,Central Mashan Hmong,hmm,Not Endangered,70000
cent1972,indo1319,Central Kurdish,ckb,Not Endangered,4560800
cent1973,indo1319,Central Pashto,pst,Not Endangered,8490000
cent1989,aust1305,Central Khmer,khm,Not Endangered,16591230
cent1990,aust1305,Central Nicobarese,ncb,6b (Threatened),10100
cent1992,aust1305,Central Mnong,cmo,6b (Threatened),70000
cent2004,sino1245,Central Bai,bca,Not Endangered,800000
cent2009,taik1256,Central Hongshuihe Zhuang,zch,Not Endangered,1080000
cent2013,hmon1336,Central Huishui Hmong,hmc,Not Endangered,40000
cent2018,atla1278,Central-Eastern Niger Fulfulde,fuq,Not Endangered,754000
cent2041,krua1234,Central Grebo,grv,Not Endangered,49500
cent2045,cent2045,Jalaa,cet,10 (Extinct),0
cent2050,saha1256,Central Kanuri,knc,Not Endangered,7913500
cent2053,aust1307,South Barisan Malay,pse,Not Endangered,1590000
cent2058,aust1307,Central Maewo,mwo,6b (Threatened),1400
cent2072,aust1307,Central Masela,mxz,8a (Moribund),510
cent2074,aust1307,Central Ngada,ssq,6b (Threatened),10000
cent2084,aust1307,Central Cagayan Agta,agt,7 (Shifting),780
cent2087,aust1307,Coastal-Naga Bikol,bcl,Not Endangered,2500000
cent2089,aust1307,Central Subanen,syb,Not Endangered,140000
cent2090,aust1307,Central Tagbanwa,tgt,7 (Shifting),2000
cent2091,aust1307,Central Palawano,plc,Not Endangered,12000
cent2092,aust1307,Central Sama,sml,Not Endangered,105000
cent2098,aust1307,Central Berawan,zbc,8a (Moribund),1500
cent2100,aust1307,Central Dusun,dtp,6b (Threatened),264000
cent2101,aust1307,Central Melanau,mel,6b (Threatened),113280
cent2117,nucl1709,Central Asmat,cns,6b (Threatened),7000
cent2118,nucl1709,Central Awyu,awu,Not Endangered,7500
cent2126,japo1237,Central Okinawan,ryu,8a (Moribund),977000
cent2127,eski1264,Central Alaskan Yupik,esu,7 (Shifting),10000
cent2128,eski1264,Central Siberian Yupik,ess,7 (Shifting),1200
cent2131,utoa1244,Central Tarahumara,tar,6b (Threatened),29700
cent2132,utoa1244,Tlaxcala-Puebla-Central Nahuatl,nhn,6b (Threatened),40000
cent2133,utoa1244,Central Puebla Nahuatl,ncx,6b (Threatened),16000
cent2134,utoa1244,Central Huasteca Nahuatl,nch,6b (Threatened),196000
cent2136,algi1248,Central Ojibwa,ojc,7 (Shifting),8000
cent2138,pomo1273,Central Pomo,poo,10 (Extinct),0
cent2140,miwo1274,Central Sierra Miwok,csm,8b (Nearly extinct),12
cent2142,ayma1253,Central Aymara,ayr,6b (Threatened),1464100
cent2144,otom1299,Central Mazahua,maz,7 (Shifting),74000
cent2145,otom1299,Central Pame,pbs,6b (Threatened),7370
cent2150,chib1249,Central Tunebo,tuf,7 (Shifting),2500
cent2194,afro1255,Central Moroccan Berber,tzm,6b (Threatened),4740000
cent2292,aust1307,Central Bontoc,lbk,Not Endangered,19600
cerm1238,atla1278,Cerma,cme,Not Endangered,53600
chac1249,barb1265,Cha'palaa,cbi,7 (Shifting),5870
chac1250,quec1387,Chachapoyas Quechua,quk,7 (Shifting),7000
chac1251,pano1259,Chácobo,cao,6b (Threatened),380
chad1238,sign1238,Chadian Sign Language,cds,Not Endangered,45000
chad1240,taik1256,Chadong,cdy,6b (Threatened),20000
chad1249,afro1255,Chadian Arabic,shu,Not Endangered,1779000
chag1247,turk1311,Chagatai,chg,10 (Extinct),0
chai1253,cari1283,Chaima,ciy,7 (Shifting),63
chak1265,indo1319,Chakavski,ckm,6b (Threatened),80000
chak1266,indo1319,Chakma,ccp,Not Endangered,378000
chak1270,sino1245,Chak,ckh,6b (Threatened),4000
chak1271,atla1278,Chakali,cli,7 (Shifting),6000
chal1267,sino1245,Chalikha,tgf,7 (Shifting),1500
chal1269,atla1278,Chala,cll,7 (Shifting),3000
chal1275,afro1255,Chaldean Neo-Aramaic,cld,7 (Shifting),243310
cham1307,indo1319,Chambeali,cdh,Not Endangered,126000
cham1309,nakh1245,Chamalal,cji,7 (Shifting),500
cham1312,aust1307,Chamorro,cha,6b (Threatened),64300
cham1313,lowe1437,Chambri,can,7 (Shifting),1700
cham1315,zamu1243,Chamacoco,ceg,7 (Shifting),2000
cham1318,araw1281,Chamicuro,ccc,8b (Nearly extinct),0
cham1329,book1242,Chamari,cdg,Not Endangered,406000
chan1309,sino1245,Changthang,cna,6b (Threatened),10100
chan1310,sino1245,Chantyal,chx,7 (Shifting),4570
chan1313,sino1245,Chang Naga,nbc,6b (Threatened),66900
chan1319,yuat1252,Changriwa,cga,7 (Shifting),690
chan1322,araw1281,Chané,caj,10 (Extinct),0
char1269,gong1255,Chara,cra,7 (Shifting),13770
chau1258,aust1305,Chaura,crv,7 (Shifting),5910
chau1259,sino1245,Chaudangsi,cdn,7 (Shifting),1830
chau1262,book1242,Chaungtha,ccq,unk,-1
chav1241,indo1319,Chavacano,cbk,Not Endangered,431000
chay1248,cahu1265,Shawi,cbt,6b (Threatened),14000
chay1249,otom1299,Chayuco Mixtec,mih,6b (Threatened),10000
chaz1235,otom1299,Chazumba Mixtec,xtb,7 (Shifting),3790
chec1245,nakh1245,Chechen,che,6b (Threatened),1512350
chee1238,atla1278,Che,ruk,Not Endangered,100000
chek1238,aust1307,Cheke Holo,mrn,Not Endangered,10800
chen1255,drav1251,Chenchu,cde,Not Endangered,26000
chen1259,sepi1257,Chenapian,cjn,7 (Shifting),180
chen1266,afro1255,Western Algerian Berber,cnu,6b (Threatened),76300
chep1243,sino1245,Chepya,ycp,7 (Shifting),1000
chep1245,sino1245,Chepang,cdm,6b (Threatened),49640
cher1271,atla1278,Cherepon,cpn,Not Endangered,132000
cher1273,iroq1247,Cherokee,chr,6b (Threatened),1520
ches1238,sino1245,Chesu,ych,7 (Shifting),3300
chet1237,book1242,Chetco,ctc,10 (Extinct),0
chew1245,aust1305,Chewong,cwg,8a (Moribund),460
chey1247,algi1248,Cheyenne,chy,7 (Shifting),380
chha1249,indo1319,Chhattisgarhi,hne,Not Endangered,16300000
chhi1245,sino1245,Chintang,ctn,7 (Shifting),4720
chhu1238,sino1245,Chhulung,cur,7 (Shifting),2250
chia1237,sign1238,Chiangmai Sign Language,csd,8b (Nearly extinct),10
chia1262,otom1299,Chiapanec,cip,10 (Extinct),0
chib1270,chib1249,Chibcha,chb,unk,-1
chic1270,musk1252,Chickasaw,cic,7 (Shifting),75
chic1271,maya1287,Chicomuceltec,cob,10 (Extinct),0
chic1272,otom1299,Chichimeca-Jonaz,pei,7 (Shifting),2130
chic1273,otom1299,Chicahuaxtla Triqui,trs,6b (Threatened),4060
chic1274,otom1299,Chichicapan Zapotec,zpv,6b (Threatened),2720
chig1238,atla1278,Chiga,cgg,Not Endangered,2390000
chig1239,otom1299,Chigmecatitlán Mixtec,mii,7 (Shifting),1350
chil1264,sign1238,Chilean Sign Language,csg,6b (Threatened),21000
chil1275,indo1319,Chilisso,clh,7 (Shifting),1000
chil1280,atha1245,Chilcotin-Nicola,clc,8a (Moribund),860
chil1282,otom1299,Chiltepec Chinantec,csa,6b (Threatened),10
chil1283,book1242,Chilean Quechua,cqu,unk,-1
chim1300,mixe1284,Chimalapa Zoque,zoh,7 (Shifting),4500
chim1301,chim1301,Chimariko,cid,10 (Extinct),0
chim1302,quec1387,Bolivar-North Chimborazo Highland Quichua,qug,6b (Threatened),800000
chim1309,chib1249,Chimila,cbg,7 (Shifting),350
chim1310,chim1311,Chimakum,xch,unk,-1
chin1253,pidg1258,Chinese Pidgin English,cpi,7 (Shifting),2000
chin1272,chin1490,Creolized Grand Ronde Chinook Jargon,chn,10 (Extinct),0
chin1283,sign1238,Chinese Sign Language,csl,Not Endangered,20040000
chin1286,chin1490,Clatsop-Shoalwater Chinook,chh,10 (Extinct),0
chin1475,indo1319,Chinali,cih,6b (Threatened),750
chin1476,mong1349,China Buriat,bxu,6b (Threatened),65000
chin1478,sino1245,Chinbon Chin,cnb,Not Endangered,44400
chin1483,quec1387,Chincha Quechua,qxc,10 (Extinct),6000
chip1236,book1242,Chipiajes,cbe,10 (Extinct),0
chip1241,algi1248,Chippewa,ciw,7 (Shifting),5000
chip1261,atha1245,Chipewyan,chp,7 (Shifting),10700
chip1262,uruc1242,Chipaya,cap,7 (Shifting),1800
chiq1248,chiq1253,Lomeriano-Ignaciano Chiquitano,cax,7 (Shifting),4670
chiq1249,quec1387,Chiquián Ancash Quechua,qxa,8a (Moribund),10000
chiq1250,otom1299,Chiquihuitlán Mazatec,maq,7 (Shifting),1500
chir1283,sino1245,Chiru,cdf,7 (Shifting),7000
chir1286,tupi1275,Chiripá,nhd,7 (Shifting),16350
chit1248,chit1248,Chitimacha,ctm,10 (Extinct),0
chit1274,indo1319,Chitwania Tharu,the,Not Endangered,285000
chit1275,indo1319,Chittagonian,ctg,Not Endangered,13000000
chit1279,sino1245,Chitkuli Kinnauri,cik,Not Endangered,1060
chit1285,book1242,Chittagonian (Retired),cit,unk,-1
choa1237,otom1299,Choapan Zapotec,zpc,6b (Threatened),12000
choc1275,sino1245,Chocangacakha,cgk,6b (Threatened),30000
choc1276,musk1252,Choctaw,cho,6b (Threatened),9640
choc1279,otom1299,Chochotec,coz,6b (Threatened),730
chod1238,indo1319,Chodri,cdi,Not Endangered,111000
chok1243,sino1245,Chokri Naga,nri,6b (Threatened),111000
chok1245,atla1278,Chokwe,cjk,Not Endangered,2491700
chol1282,maya1287,Chol,ctu,Not Endangered,252000
chol1284,hibi1242,Cholón,cht,10 (Extinct),0
chol1285,book1242,"Chol, Tila",cti,unk,-1
chon1284,aust1305,Chong of Chanthaburi,cog,8a (Moribund),500
chon1285,sino1245,Choni,cda,Not Endangered,154000
chon1287,atla1278,Chonyi-Dzihana-Kauma,coh,Not Endangered,184000
chop1243,atla1278,Chopi,cce,Not Endangered,1090000
chor1273,maya1287,Chortí,caa,7 (Shifting),16700
chor1275,book1242,Chorotega,cjr,10 (Extinct),0
chot1239,sino1245,Chothe,nct,7 (Shifting),3600
chra1242,aust1305,Chrau,crw,6b (Threatened),26900
chru1239,aust1307,Chru,cje,7 (Shifting),19300
chua1250,nucl1709,Chuave,cjv,Not Endangered,23100
chua1256,book1242,Chuanqiandian Cluster Miao,cqd,Not Endangered,1400000
chug1252,sino1245,Duhumbi,cvg,6b (Threatened),600
chuj1250,maya1287,Chuj,cac,6b (Threatened),61490
chuj1251,book1242,"Chuj, Ixtatán",cnm,unk,-1
chuk1270,sino1245,Chukwa,cuw,8b (Nearly extinct),100
chuk1273,chuk1271,Chukchi,ckt,7 (Shifting),5100
chuk1274,atla1278,Chuka,cuh,Not Endangered,70000
chul1246,turk1311,Chulym Turkic,clw,8a (Moribund),44
chum1261,atla1278,Chumburung,ncu,Not Endangered,69000
chum1264,book1242,Chumash,chs,unk,-1
chur1257,indo1319,Church Slavic,chu,10 (Extinct),0
chur1258,indo1319,Churahi,cdj,Not Endangered,75600
chut1247,aust1305,Chut,scb,7 (Shifting),1250
chuu1238,aust1307,Chuukese,chk,Not Endangered,56990
chuv1255,turk1311,Chuvash,chv,6b (Threatened),1079650
chuv1256,yuka1259,Chuvantsy,xcv,unk,-1
chuw1238,atla1278,Chuwabu,chw,Not Endangered,952000
ciac1237,aust1307,Cia-Cia,cia,6b (Threatened),104000
ciba1236,afro1255,Cibak,ckl,Not Endangered,200000
cici1237,atla1278,Cicipu,awc,6b (Threatened),20000
cigb1235,atla1278,Ci Gbe,cib,Not Endangered,25000
cimb1238,indo1319,Cimbrian,cim,7 (Shifting),2230
cina1236,aust1307,Cinamiguin Manobo,mkx,6b (Threatened),12800
cind1241,atla1278,Yara,cdr,Not Endangered,45000
cine1238,afro1255,Cineni,cie,6b (Threatened),3000
cint1239,tupi1275,Cinta Larga,cin,7 (Shifting),650
cisa1237,indo1319,Cisalpine Gaulish,xcg,unk,-1
cish1238,atla1278,Western-Kambari-Cishingini,asg,Not Endangered,100000
cita1245,nucl1709,Citak,txt,Not Endangered,8000
ciwo1236,afro1255,Ciwogai,tgd,6b (Threatened),2000
clal1241,sali1255,Clallam,clm,10 (Extinct),6
clas1249,indo1319,Classical-Middle Armenian,xcl,unk,-1
clas1250,utoa1244,Classical Nahuatl,nci,unk,-1
clas1251,quec1387,Classical Quechua,qwc,10 (Extinct),0
clas1252,afro1255,Classical Syriac,syc,10 (Extinct),0
clas1253,afro1255,Classical Mandaic,myz,10 (Extinct),0
clas1254,sino1245,Classical Tibetan,xct,unk,-1
clel1238,atla1278,C'lela,dri,Not Endangered,90000
coah1252,coah1252,Coahuilteco,xcw,unk,-1
coas1294,aust1307,Coastal Kadazan,kzj,Not Endangered,60000
coas1295,aust1307,Coastal Konjo,kjc,6b (Threatened),167000
coas1301,miwo1274,Coast Miwok,csi,10 (Extinct),0
coat1238,mixe1284,Coatlán Mixe,mco,6b (Threatened),5000
coat1240,utoa1244,Coatepec Nahuatl,naz,7 (Shifting),1400
coat1241,otom1299,Coatzospan Mixtec,miz,7 (Shifting),2090
coat1243,otom1299,Coatlán Zapotec,zps,6b (Threatened),500
coat1244,otom1299,Coatecas Altas Zapotec,zca,Not Endangered,4880
coca1259,tupi1275,Cocama-Cocamilla,cod,8b (Nearly extinct),250
coch1272,coch1271,Cochimi,coj,10 (Extinct),0
coco1260,aust1307,Cocos Islands Malay,coa,7 (Shifting),1060
coco1261,coch1271,Cocopa,coc,7 (Shifting),650
coeu1236,sali1255,Coeur d'Alene,crd,8b (Nearly extinct),1
cofa1242,cofa1242,Cofán,con,7 (Shifting),1020
cogu1240,chib1249,Cogui,kog,7 (Shifting),9910
coll1240,aust1307,Col,liw,Not Endangered,145000
colo1249,sign1238,Colombian Sign Language,csn,6b (Threatened),225000
colo1254,indo1319,Colonia Tovar German,gct,7 (Shifting),1500
colo1256,barb1265,Tsafiki,cof,7 (Shifting),1870
colu1241,sali1255,Columbia-Wenatchi,col,8b (Nearly extinct),17
coma1245,utoa1244,Comanche,com,8a (Moribund),100
coma1246,otom1299,Comaltepec Chinantec,cco,6b (Threatened),2000
come1251,come1251,Comecrudan,xcm,unk,-1
comm1246,algi1248,Common Delaware,del,unk,-1
como1258,atla1278,Como Karim,cfg,Not Endangered,11400
como1259,sali1255,Comox,coo,8b (Nearly extinct),36
cona1234,book1242,Con,cno,6b (Threatened),1000
cond1242,pama1250,Condamine-Upper Clarence Bandjalang,gih,10 (Extinct),4
cong1236,atla1278,Congo Swahili,swc,Not Endangered,2043000
coon1239,sino1245,Côông,cnc,8a (Moribund),2030
coos1249,coos1248,Hanis,csz,10 (Extinct),0
copa1236,mixe1284,Copainalá Zoque,zoc,7 (Shifting),10000
copa1237,otom1299,Copala Triqui,trc,6b (Threatened),30000
copt1239,afro1255,Coptic,cop,10 (Extinct),0
coqu1236,atha1245,Coquille,coq,10 (Extinct),0
cori1240,atla1278,Cori,cry,Not Endangered,7500
corn1251,indo1319,Cornish,cor,10 (Extinct),600
coro1247,quec1387,Corongo Ancash Quechua,qwa,6b (Threatened),4000
coro1248,nucl1710,Koropó,xxr,10 (Extinct),0
cors1241,indo1319,Corsican,cos,Not Endangered,151000
cost1249,sign1238,Costa Rican Sign Language,csr,Not Endangered,20000
cota1241,aust1307,Cotabato Manobo,mta,Not Endangered,30000
coto1248,coto1248,Cotoname,xcn,unk,-1
cowl1242,sali1255,Cowlitz,cow,10 (Extinct),0
coxi1236,book1242,Coxima,kox,10 (Extinct),0
coya1241,book1242,Coyaima,coy,10 (Extinct),0
coyo1236,otom1299,Coyotepec Popoloca,pbf,6b (Threatened),500
coyu1235,toto1251,Coyutla Totonac,toc,Not Endangered,48100
cree1270,musk1252,Creek,mus,8a (Moribund),4470
cree1272,algi1248,Cree,cre,unk,-1
creo1235,indo1319,Guyanese Creole English,gyn,Not Endangered,722200
crim1257,turk1311,Crimean Tatar,crh,8a (Moribund),542740
croa1242,sign1238,Croatian Sign Language,csq,Not Endangered,6500
croa1245,indo1319,Croatian Standard,hrv,7 (Shifting),5456350
cros1244,atla1278,Cross River Mbembe,mfn,Not Endangered,100000
crow1244,siou1252,Crow,cro,7 (Shifting),4160
cruz1243,chum1262,Cruzeño,crz,10 (Extinct),0
cuaa1241,aust1305,Cua,cua,6b (Threatened),12000
cuba1235,sign1238,Cuba Sign Language,csf,Not Endangered,44800
cuba1236,atla1278,Cuba,cbq,6b (Threatened),1000
cube1242,tuca1253,Cubeo,cub,7 (Shifting),6260
cuib1242,guah1252,Cuiba,cui,7 (Shifting),2640
cuit1236,cuit1236,Cuitlatec,cuy,10 (Extinct),0
culi1244,araw1282,Culina,cul,7 (Shifting),3420
cuma1240,cari1283,Cumanagoto,cuo,10 (Extinct),0
cume1234,book1242,Cumeral,cum,10 (Extinct),0
cune1239,indo1319,Cuneiform Luwian,xlu,unk,-1
cung1238,atla1278,Chung,cug,Not Endangered,2000
cunn1236,taik1256,Cun,cuq,8a (Moribund),80000
cupe1243,utoa1244,Cupeño,cup,10 (Extinct),0
curr1243,araw1281,Curripaco,kpc,6b (Threatened),12070
cusc1236,quec1387,Cusco Quechua,quz,6b (Threatened),1500000
cutc1238,atla1278,Cutchi-Swahili,ccl,Not Endangered,45000
cuvo1236,afro1255,Cuvok,cuv,Not Endangered,5000
cuya1240,otom1299,Cuyamecalco Mixtec,xtu,7 (Shifting),1880
cuyo1237,aust1307,Cuyonon,cyo,Not Endangered,189000
cwib1235,atla1278,Cwi Bwamu,bwy,Not Endangered,24000
cypr1248,afro1255,Cypriot Arabic,acy,7 (Shifting),9760
czec1253,sign1238,Czech Sign Language,cse,6b (Threatened),10000
czec1258,indo1319,Czech,ces,Not Endangered,10707650
daai1236,sino1245,Daai Chin,dao,Not Endangered,37000
daak1235,aust1307,Da'a Kaili,kzf,Not Endangered,62600
daan1235,sout2948,Daantanai',lni,Not Endangered,600
daas1238,afro1255,Daasanach,dsh,6b (Threatened),60500
daat1234,gumu1250,Daats'iin,dtn,Not Endangered,300
daba1260,afro1255,Dabarre,dbr,6b (Threatened),20000
dabe1239,toro1256,Dabe,dbe,7 (Shifting),440
daci1234,indo1319,Dacian,xdc,unk,-1
dadi1249,atla1278,Dadiya,dbd,Not Endangered,70000
dadi1250,tebe1251,Dadibi,mps,Not Endangered,10000
dadi1251,pama1250,Dadi Dadi,dda,8a (Moribund),0
daga1272,atla1278,Dagaari Dioula,dgd,Not Endangered,21000
daga1275,daga1274,Daga,dgz,Not Endangered,9000
dagb1246,atla1278,Dagbani,dag,Not Endangered,1160000
dagb1248,cent2225,Dagba,dgk,Not Endangered,44000
dagi1241,narr1279,Dagik,dec,Not Endangered,61000
dago1245,yang1287,Dagoman,dgn,10 (Extinct),0
daha1245,afro1255,Dahalo,dal,7 (Shifting),400
daha1247,afro1255,Dahalik,dlk,7 (Shifting),2500
daho1238,krua1234,Daho-Doo,das,7 (Shifting),4000
daii1240,aust1307,Dai,dij,6b (Threatened),820
dair1239,nubi1251,Dair,drb,7 (Shifting),1000
daiz1235,taik1256,Dai Zhuang,zhd,6b (Threatened),100200
daka1243,aust1307,Dakaka,bpa,Not Endangered,1200
dakk1238,aust1307,Dakka,dkk,7 (Shifting),1140
dako1258,siou1252,Dakota,dak,7 (Shifting),290
dakp1242,sino1245,Dakpakha,dka,6b (Threatened),2000
dale1238,indo1319,Dalecarlian,qer,7 (Shifting),2000
dalm1243,indo1319,Dalmatian,dlm,unk,-1
dalo1238,krua1234,Daloa Bété,bev,Not Endangered,130000
dama1267,atla1278,Dama (Cameroon),dmm,8b (Nearly extinct),50
