id,family_id,name,iso639P3code,aes,population
kond1303,kond1302,Yaben (Konda),knd,6b (Threatened),500
kone1241,momb1255,Koneraw,kdw,7 (Shifting),1200
konk1267,indo1319,Konkan Marathi,knn,Not Endangered,2195750
konk1268,book1242,Kon Keu,kkn,6b (Threatened),6300
konk1269,atla1278,Konkomba,xon,Not Endangered,915700
konn1242,atla1278,Konni,kma,6b (Threatened),3800
kono1264,atla1278,Kono (Nigeria),klk,7 (Shifting),5520
kono1265,atla1278,Konongo-Ruwila,kcz,6b (Threatened),51000
kono1267,mand1469,Kono (Guinea),knu,Not Endangered,158000
kono1268,mand1469,Kono (Sierra Leone),kno,Not Endangered,297000
kono1269,aust1307,Konomala,koa,7 (Shifting),800
kons1243,afro1255,Konso,kxc,Not Endangered,242000
kony1248,sino1245,Konyak Naga,nbe,6b (Threatened),246000
kony1250,mand1469,Konyanka Maninka,mku,Not Endangered,210000
konz1239,atla1278,Konzo,koo,Not Endangered,893000
koon1244,atla1278,South-Central Koongo,kng,Not Endangered,6236500
koon1245,atla1278,Koonzime,ozm,Not Endangered,40000
kooo1244,heib1242,Ko,fuj,7 (Shifting),2680
koor1239,gong1255,Koorete,kqy,Not Endangered,159370
kopa1248,lowe1437,Kopar,xop,7 (Shifting),540
kopk1238,nucl1709,Kopkaka,opk,7 (Shifting),400
kora1291,song1307,Korandje,kcy,7 (Shifting),3000
kora1292,khoe1240,Korana,kqz,10 (Extinct),0
kora1294,nucl1709,Korafe-Yegha,kpr,Not Endangered,3630
kora1296,nucl1709,Korak,koz,Not Endangered,510
kore1273,sign1238,Korean Sign Language,kvk,Not Endangered,75000
kore1279,indo1319,Karanic,okh,7 (Shifting),2886
kore1280,kore1284,Korean,kor,Not Endangered,79368420
kore1283,tuca1253,Koreguaje,coe,7 (Shifting),2100
kork1243,aust1305,Korku,kfq,Not Endangered,727000
korl1238,indo1319,Korlai Portuguese,vkp,Not Endangered,800
koro1296,indo1319,Koroshi,ktl,7 (Shifting),160
koro1298,atla1278,Koromfé,kfz,Not Endangered,202000
koro1304,atla1278,Korop,krp,6b (Threatened),17640
koro1306,mand1469,Koro (Côte d'Ivoire),kfo,6b (Threatened),58000
koro1308,aust1307,Koro-Olrat,krf,7 (Shifting),250
koro1310,aust1307,Koronadal Blaan,bpr,Not Endangered,150000
koro1311,aust1307,Koroni,xkq,7 (Shifting),980
koro1312,nucl1709,Korowai,khe,7 (Shifting),3500
koro1313,sout2948,Koromira,kqj,Not Endangered,2500
koro1316,sino1245,Koro,jkr,7 (Shifting),1500
korr1238,drav1251,Korra Koraga,kfd,6b (Threatened),14000
koru1245,nucl1709,Korupun-Sela,kpq,Not Endangered,8000
koru1247,pano1259,Korubo,xor,8a (Moribund),26
korw1242,aust1305,Korwa,kfp,6b (Threatened),28500
kory1246,chuk1271,Koryak,kpy,7 (Shifting),1670
kosa1249,nucl1709,Kosarek Yale,kkl,Not Endangered,2300
kosa1251,kaur1274,Kosadle,kiq,7 (Shifting),250
kose1239,book1242,Kosena,kze,Not Endangered,2000
kosh1246,atla1278,Koshin,kid,7 (Shifting),3000
kosr1238,aust1307,Kosraean,kos,7 (Shifting),7790
kota1263,drav1251,Kota (India),kfe,7 (Shifting),930
kota1272,atla1278,Kotafon Gbe,kqk,Not Endangered,162000
kota1274,atla1278,Kota (Gabon),koq,6b (Threatened),41500
kota1275,aust1307,Kota Bangun Kutai Malay,mqg,Not Endangered,80000
kota1278,aust1307,Kota Marudu Tinagas,ktr,6b (Threatened),1250
kota1279,aust1307,Kota Marudu Talantang,grm,6b (Threatened),1800
kota1280,arti1236,Kotava,avk,unk,-1
koti1238,atla1278,Koti,eko,Not Endangered,77000
kott1239,yeni1252,Kott-Assan,zko,10 (Extinct),0
kouy1238,krua1234,Kouya,kyf,Not Endangered,10100
kova1243,nucl1709,Kovai,kqb,Not Endangered,6000
kove1237,aust1307,Kove,kvc,7 (Shifting),8000
kowa1245,nucl1709,Kowaki,xow,8a (Moribund),25
kowi1239,aust1307,Kowiai,kwh,7 (Shifting),600
koya1251,drav1251,Koya,kff,Not Endangered,455000
koya1253,mand1469,Koyaga,kga,Not Endangered,84000
koyo1242,atla1278,Koyo,koh,6b (Threatened),1000
koyr1240,song1307,Koyra Chiini Songhay,khq,Not Endangered,200000
koyr1242,song1307,Koyraboro Senni Songhai,ses,Not Endangered,430000
koys1242,afro1255,Koy Sanjaq Jewish Neo-Aramaic,kqd,6b (Threatened),800
koyu1237,atha1245,Koyukon,koy,8b (Nearly extinct),65
kpag1238,atla1278,Kpagua,kuw,6b (Threatened),3830
kpal1241,atla1278,Kpala,kpl,6b (Threatened),3000
kpan1246,atla1278,Kpan,kpk,6b (Threatened),11400
kpas1242,atla1278,Kpasam,pbn,Not Endangered,3000
kpat1244,book1242,Kpatili,kym,7 (Shifting),4500
kpat1246,atla1278,Kpati,koc,10 (Extinct),0
kpee1234,mand1469,Kpeego,cpo,6b (Threatened),2000
kpes1238,atla1278,Kpessi,kef,6b (Threatened),5680
kpla1238,atla1278,Kplang,kph,Not Endangered,1600
krac1238,atla1278,Krache,kye,Not Endangered,58000
krah1246,nucl1710,Krahô,xra,7 (Shifting),2180
krao1238,aust1305,Kraol,rka,6b (Threatened),4200
kren1239,nucl1710,Krenak,kqq,8a (Moribund),10
krey1238,nucl1710,Northeastern Timbira,xre,10 (Extinct),0
krik1239,nucl1710,Pykobjê,xri,7 (Shifting),680
krim1238,atla1278,Krim,krm,unk,-1
krio1252,indo1319,Kriol,rop,Not Endangered,17160
krio1253,indo1319,Krio,kri,Not Endangered,641900
kris1246,skoo1245,I'saka,ksi,8a (Moribund),420
krob1245,atla1278,Krobu,kxb,Not Endangered,9920
kron1241,kadu1256,Krongo,kgo,6b (Threatened),49000
krui1237,book1242,Krui,krq,unk,-1
krun1240,aust1305,Krung,krr,6b (Threatened),20700
krym1236,turk1311,Krymchak,jct,8b (Nearly extinct),202
kryt1240,nakh1245,Kryz,kry,7 (Shifting),5000
kuaa1238,khoe1240,Southern Tshwa,tyu,7 (Shifting),820
kuam1234,sino1245,Kuamasi,yku,Not Endangered,1000
kuan1246,taik1256,Kuan,uan,6b (Threatened),890
kuan1247,atla1278,Kuanyama,kua,Not Endangered,1308000
kuan1248,aust1307,Kuanua,ksd,Not Endangered,81000
kuan1249,sino1245,Kua-nsi,ykn,Not Endangered,5000
kuan1250,book1242,Kuanhua,xnh,7 (Shifting),1000
kube1244,nucl1709,Kulungtfu-Yuanggeng-Tobo,kgf,Not Endangered,7500
kubi1239,afro1255,Kubi,kof,10 (Extinct),0
kubo1242,east2433,Kubo,jko,Not Endangered,1000
kubu1239,aust1307,Kubu,kvb,6b (Threatened),10000
kuco1235,sino1245,Kucong,lkc,6b (Threatened),45400
kudi1237,drav1251,Kudiya,kfg,6b (Threatened),2800
kudm1238,indo1319,Kudmali,kyw,Not Endangered,37230
kudu1241,atla1278,Kudu-Camo,kov,8a (Moribund),42
kuga1239,atla1278,Gengle-Kugama,kow,Not Endangered,5000
kugb1241,atla1278,Kugbo,kes,7 (Shifting),2000
kuii1252,drav1251,Kui (India),kxu,Not Endangered,941000
kuii1253,timo1261,Kui (Indonesia),kvd,7 (Shifting),1900
kuij1237,aust1307,Kuijau,dkr,6b (Threatened),7910
kuik1246,cari1283,Kuikúro-Kalapálo,kui,7 (Shifting),1110
kuja1239,kuja1239,Kujarge,vkj,7 (Shifting),1000
kuka1246,pama1250,Kukatja,kux,6b (Threatened),130
kuke1242,atla1278,Kukele,kez,Not Endangered,180000
kukk1239,atla1278,Kuk,kfn,7 (Shifting),3600
kukn1238,book1242,Kukna,kex,Not Endangered,517000
kuku1273,pama1250,Kuku-Yalanji,gvn,7 (Shifting),320
kuku1279,book1242,Kuku-Mangk,xmq,8b (Nearly extinct),0
kuku1280,pama1250,Kuku-Uwanh,uwa,10 (Extinct),0
kuku1281,pama1250,Kuku-Ugbanh,ugb,10 (Extinct),0
kuku1282,pama1250,Kuku-Mu'inh,xmp,10 (Extinct),0
kuku1283,pama1250,Kuku-Muminh,xmh,10 (Extinct),0
kuku1285,nilo1247,Kuku,ukv,6b (Threatened),242500
kula1280,timo1261,Kula (Indonesia),tpg,6b (Threatened),5000
kule1247,afro1255,Kulere,kul,Not Endangered,15600
kulf1238,cent2225,Kulfa,kxj,7 (Shifting),7110
kuli1254,aust1307,Kulisusu,vkl,Not Endangered,32100
kuli1255,pano1259,Kulina Pano,xpk,8a (Moribund),32
kull1236,indo1319,Kullu Pahari,kfx,7 (Shifting),195000
kulo1237,aust1307,Kulon-Pazeh,uun,8b (Nearly extinct),2
kulu1253,sino1245,Kulung (Nepal),kle,7 (Shifting),33200
kulu1255,atla1278,Kulung (Nigeria),bbu,6b (Threatened),40000
kuma1273,indo1319,Kumaoni,kfy,6b (Threatened),2080000
kuma1274,drav1251,Kumarbhag Paharia,kmj,6b (Threatened),12500
kuma1275,nilo1247,Kumam,kdi,Not Endangered,266000
kuma1276,aust1307,Nêlêmwa-Nixumwak,nee,6b (Threatened),1090
kuma1278,aust1307,Kumalu,ksl,Not Endangered,2580
kuma1280,nucl1709,Kuman,kue,6b (Threatened),115000
kumb1238,atla1278,Kumba,ksm,Not Endangered,3420
kumb1267,book1242,Kumbaran,wkb,6b (Threatened),10000
kumb1268,pama1250,Kumbainggar,kgs,8a (Moribund),90
kumb1274,aust1307,Kumbewaha,xks,7 (Shifting),1010
kumh1238,indo1319,Kumhali,kra,7 (Shifting),13610
kumi1248,coch1271,Tipai,dih,8a (Moribund),440
kumu1247,nucl1709,Kumukio,kuo,Not Endangered,1260
kumy1244,turk1311,Kumyk,kum,6b (Threatened),426000
kumz1235,indo1319,Kumzari,zum,6b (Threatened),5770
kuna1268,kuna1268,Kunama,kun,Not Endangered,236430
kunb1251,gunw1250,Kunbarlang,wlg,7 (Shifting),0
kund1253,drav1251,Kunduvadi,wku,6b (Threatened),1000
kund1255,atla1278,Chikunda,kdn,6b (Threatened),157260
kund1257,indo1319,Kundal Shahi,shd,7 (Shifting),700
kunf1238,book1242,Kunfal,xuf,unk,-1
kung1258,pama1250,Kunggari,kgl,10 (Extinct),0
kung1259,kung1259,Kungarakany,ggk,10 (Extinct),0
kung1260,atla1278,Kung,kfl,7 (Shifting),600
kung1261,kxaa1236,North-Central Ju,knw,6b (Threatened),16500
kung1262,book1242,Kunggara,kvs,8b (Nearly extinct),10
kuni1263,aust1307,Kuni,kse,Not Endangered,2400
kuni1265,anim1240,Kuni-Boazi,kvg,Not Endangered,4500
kuni1267,goil1242,Kunimaipa,kup,Not Endangered,8200
kuni1268,japo1237,Kunigami,xug,7 (Shifting),5000
kunj1245,pama1250,Kunjen,kjn,8b (Nearly extinct),7
kunj1246,more1255,Kánchá,pep,Not Endangered,350
kuny1238,atla1278,Kunyi,njx,Not Endangered,137000
kunz1244,kunz1244,Kunza,kuz,10 (Extinct),0
kuoo1238,atla1278,Kuo,xuo,Not Endangered,20250
kuot1243,kuot1243,Kuot,kto,7 (Shifting),1500
kupa1238,atla1278,Kupa,kug,Not Endangered,20000
kupa1239,aust1307,Kupang Malay,mkn,Not Endangered,350000
kupi1238,indo1319,Kupia,key,6b (Threatened),6600
kups1238,nilo1247,Kupsabiny,kpz,Not Endangered,274000
kura1248,atla1278,Kura Ede Nago,nqk,Not Endangered,25000
kura1249,atla1278,Kurama,krh,Not Endangered,40300
kura1250,mand1469,Kuranko,knk,Not Endangered,463000
kurd1259,indo1319,Kurdish,kur,unk,-1
kuri1256,drav1251,Kurichiya,kfh,7 (Shifting),29400
kuri1259,atla1278,Kuria,kuj,Not Endangered,684000
kuri1260,aust1307,Nabi,nbn,7 (Shifting),500
kurm1243,indo1319,Kurmukar,kfv,6b (Threatened),3000
kurr1243,pama1250,Kurrama,vku,8b (Nearly extinct),10
kurr1245,aust1307,Kur,kuv,6b (Threatened),3180
kurt1248,sino1245,Kurtokha,xkz,6b (Threatened),15000
kurt1250,aust1307,Kurti,ktm,Not Endangered,3000
kuru1301,drav1251,Kurukh,kru,6b (Threatened),2077900
kuru1305,aust1307,Kurudu,kjr,6b (Threatened),2180
kuru1309,tupi1275,Kuruáya,kyr,10 (Extinct),0
kusa1250,atla1278,Kusaal,kus,Not Endangered,549000
kusa1251,aust1307,Kusaghe-Njela,ksg,Not Endangered,1230
kush1236,afro1255,Kushi,kuh,Not Endangered,11000
kusu1250,kusu1250,Kusunda,kgg,8b (Nearly extinct),1
kusu1252,atla1278,Kusu,ksv,Not Endangered,100000
kuta1241,sino1245,Kutang Ghale,ght,6b (Threatened),1300
kute1248,atla1278,Kutep,kub,Not Endangered,47600
kute1249,kute1249,Kutenai,kut,8a (Moribund),245
kuth1240,pama1250,Kuthant,xut,10 (Extinct),0
kutt1236,afro1255,Kutto,kpa,7 (Shifting),3000
kutu1262,atla1278,Kuturmi,khj,6b (Threatened),10500
kutu1263,atla1278,Kutu,kdc,6b (Threatened),27500
kuuk1238,pama1250,Kuuku-Ya'u,kuy,8a (Moribund),10
kuuk1243,pama1250,Kuuk-Yak,uky,10 (Extinct),0
kuun1236,pama1250,Kuungkari of Barcoo River,lku,10 (Extinct),0
kuva1244,atla1278,Kuvale,olu,Not Endangered,70000
kuvi1243,drav1251,Kuvi,kxv,Not Endangered,176000
kuwa1246,atla1278,Kuwaataay,cwt,7 (Shifting),8710
kuwa1247,krua1234,Kuwaa,blh,Not Endangered,22500
kuyy1240,aust1305,Kuy,kdt,8a (Moribund),456600
kven1236,ural1272,Kven Finnish,fkv,8a (Moribund),1500
kwaa1262,atla1278,Baa,kwb,6b (Threatened),7000
kwaa1265,atla1278,Kwa',bko,7 (Shifting),1000
kwaa1269,afro1255,Kwaami,ksq,Not Endangered,10000
kwad1244,khoe1240,Kwadi,kwz,10 (Extinct),0
kwad1248,afro1255,Kw'adza,wka,10 (Extinct),0
kwai1243,aust1307,Kwaio,kwd,Not Endangered,13200
kwaj1242,atla1278,Kwaja-Ndaktup,kdz,Not Endangered,5500
kwak1264,book1242,Kwak,kwq,unk,-1
kwak1266,atla1278,Kwakum,kwu,Not Endangered,10000
kwak1269,waka1280,Kwak'wala,kwk,7 (Shifting),350
kwal1258,atha1245,Kwalhioqua-Clatskanie,qwt,unk,-1
kwam1249,koma1264,Gwama,kmq,6b (Threatened),15000
kwam1250,atla1278,Kwami,ktf,6b (Threatened),400
kwam1251,atla1278,Kwambi,kwm,Not Endangered,39000
kwam1252,aust1307,Kwamera,tnk,Not Endangered,3500
kwam1254,nucl1708,Kwamtim One,okk,7 (Shifting),150
kwan1273,atla1278,Kwangali,kwn,Not Endangered,192000
kwan1276,atla1278,Kwanja,knp,8b (Nearly extinct),10000
kwan1278,sepi1257,Kwanga,kwj,7 (Shifting),10000
kwan1285,afro1255,Kwang,kvi,Not Endangered,16800
kwan1289,atla1278,Kwandu,xdo,Not Endangered,6000
kwar1239,aust1307,Kwara'ae,kwf,Not Endangered,32400
kwas1243,atla1278,Kwasio,nmg,Not Endangered,22000
kwat1244,nucl1709,Kwato,kop,6b (Threatened),1650
kway1241,atla1278,Kwaya,kya,Not Endangered,100000
kwaz1243,kwaz1243,Kwaza,xwa,8a (Moribund),25
kweg1241,surm1244,Kwegu,xwg,7 (Shifting),5110
kwer1261,atla1278,Kwere,cwe,6b (Threatened),152000
kwer1263,kwer1242,Kwerba Mamberamo,xwr,Not Endangered,300
kwer1264,lake1255,Kwerisa,kkb,8a (Moribund),15
kwer1265,nucl1709,Kwer,kwr,8a (Moribund),100
kwes1244,atla1278,Kwese,kws,Not Endangered,60000
kwes1245,toro1256,Kwesten,kwt,7 (Shifting),2000
kwin1241,worr1236,Kwini,gww,10 (Extinct),0
kwin1242,toro1256,Kwinsu,kuc,6b (Threatened),500
kwin1243,indo1319,Kwinti,kww,6b (Threatened),250
kwom1262,sepi1257,Kwoma,kmo,7 (Shifting),3000
kxau1241,kxaa1236,Groot Laagte =/Kx'au//'ein,aue,unk,-1
kxau1242,tuuu1241,/=Ungkue,gku,10 (Extinct),0
kxoe1243,khoe1240,Kxoe,xuu,7 (Shifting),7300
kyak1243,atla1278,Kyak,bka,Not Endangered,5000
kyak1244,nucl1709,Kyaka,kyc,Not Endangered,15400
kyen1242,mand1469,Kyenga,tye,6b (Threatened),15000
kyen1243,yuat1252,Kyenele,kql,7 (Shifting),1250
kyer1238,sino1245,Kyerung,kgy,7 (Shifting),600
laad1235,arti1236,Láadan,ldn,unk,-1
laal1241,atla1278,Láá Láá Bwamu,bwj,Not Endangered,69200
laal1242,laal1242,Laal,gdm,7 (Shifting),750
laar1238,atla1278,Laari,ldi,Not Endangered,159000
laba1241,book1242,Laba,lau,6b (Threatened),2000
labe1239,aust1307,Label,lbb,7 (Shifting),150
labi1244,spee1234,La'bi,lbi,10 (Extinct),4400
labi1245,atla1278,Labir,jku,6b (Threatened),500
labo1243,sino1245,Labo Phowa,ypb,6b (Threatened),17000
labo1244,aust1307,Ninde,mwi,7 (Shifting),1100
labu1248,aust1307,Labu,lbu,7 (Shifting),1500
labu1249,aust1307,Labuk-Kinabatangan Kadazan,dtb,Not Endangered,20600
labw1238,nilo1247,Labwor,lth,Not Endangered,98000
laca1243,maya1287,Lacandon,lac,7 (Shifting),600
lach1248,taik1256,Lachi,lbt,7 (Shifting),5200
lach1249,otom1299,Lachixío Zapotec,zpl,7 (Shifting),6500
lach1250,otom1299,Lachiguiri Zapotec,zpa,6b (Threatened),5000
lach1251,book1242,Lachirioag Zapotec,ztc,unk,-1
lada1244,sino1245,Leh Ladakhi,lbj,7 (Shifting),27000
ladi1250,indo1319,Ladin,lld,7 (Shifting),31000
ladi1251,indo1319,Ladino,lad,Not Endangered,51016
ladj1234,pama1250,Ladji Ladji,llj,10 (Extinct),0
laek1243,nucl1708,Laeko-Libuat,lkl,7 (Shifting),720
lafo1243,lafo1243,Lafofa,laf,7 (Shifting),5140
lagh1245,sino1245,Laghuu,lgh,7 (Shifting),800
lagh1246,aust1307,Laghu,lgb,10 (Extinct),0
lagw1237,afro1255,Lagwan,kot,6b (Threatened),15000
laha1250,taik1256,Laha (Viet Nam),lha,8a (Moribund),8180
laha1251,aust1307,Laha (Indonesia),lhh,7 (Shifting),3890
laha1253,aust1307,Lahanan,lhn,6b (Threatened),350
laht1236,book1242,Lahta Karen,kvt,Not Endangered,9550
lahu1250,indo1319,Lahul Lohar,lhl,6b (Threatened),750
lahu1252,sino1245,Lahu Shi,lhi,Not Endangered,196200
lahu1253,sino1245,Lahu,lhu,Not Endangered,540850
lahu1255,book1242,Lahu Shi (Retired),kds,unk,-1
laim1240,atla1278,Laimbue,lmx,Not Endangered,5000
laiy1246,aust1307,Laiyolo,lji,7 (Shifting),290
laka1252,cent2225,Laka of Lau (Nigeria),lak,Not Endangered,5000
laka1254,cent2225,Laka (Chad),lap,Not Endangered,57150
laka1255,aust1307,Lakalei,lka,6b (Threatened),3250
lake1258,miwo1274,Lake Miwok,lmw,10 (Extinct),0
lakh1240,sino1245,Lakha,lkh,7 (Shifting),8000
laki1244,indo1319,Laki,lki,Not Endangered,1200000
lakk1238,taik1256,Lakkia,lbc,7 (Shifting),9000
lakk1252,nakh1245,Lak,lbe,6b (Threatened),156300
lako1244,krua1234,Lakota Dida,dic,Not Endangered,93800
lako1245,aust1307,Lakon,lkn,7 (Shifting),800
lako1247,siou1252,Lakota,lkt,7 (Shifting),2100
lako1248,namb1299,Lakondê,lkd,6b (Threatened),1
laku1238,aust1307,Lakuramau,lxm,6b (Threatened),800
lala1261,atla1278,Lala-Roba,lla,Not Endangered,46000
lala1264,atla1278,Lala-Bisa,leb,Not Endangered,353000
lala1268,aust1307,Lala,nrz,Not Endangered,3000
lala1270,otom1299,Lalana Chinantec,cnl,6b (Threatened),10700
lali1242,atla1278,Lalia,lal,Not Endangered,55000
lama1275,atla1278,Lama (Togo),las,Not Endangered,258000
lama1277,aust1307,Lamaholot,slp,Not Endangered,225000
lama1278,aust1307,Peripheral Lembata,lmr,Not Endangered,4000
lama1279,aust1307,Lamatuka,lmq,Not Endangered,4000
lama1288,afro1255,Lamang,hia,Not Endangered,40000
lama1289,book1242,Lama (Myanmar),lay,Not Endangered,80000
lama1290,book1242,Lamam,lmm,unk,-1
lamb1269,indo1319,Lambadi,lmn,Not Endangered,5080000
lamb1271,atla1278,Lamba,lam,Not Endangered,201000
lamb1272,atla1278,Lambya,lai,Not Endangered,106900
lamb1273,aust1307,Lamboya,lmy,7 (Shifting),25000
lamb1276,quec1387,Lambayeque Quechua,quf,7 (Shifting),20000
lamb1277,book1242,Lambichhong,lmh,8a (Moribund),1500
lame1256,aust1305,Lamet,lbn,Not Endangered,22400
lame1257,atla1278,Lame,bma,Not Endangered,10000
lame1260,aust1307,Lamenu,lmu,7 (Shifting),500
lamj1245,atla1278,Lamja-Dengsa-Tola,ldh,Not Endangered,3420
lamk1238,sino1245,Lamkang,lmk,7 (Shifting),10000
lamm1241,timo1261,Western Pantar,lev,6b (Threatened),10000
lamn1239,atla1278,Lamnso',lns,Not Endangered,240000
lamo1244,aust1307,Lamogai,lmg,Not Endangered,3650
lamp1242,aust1307,Lampung Nyo,abl,Not Endangered,180000
lamp1243,aust1307,Lampung Api,ljp,Not Endangered,827000
lamu1254,pama1250,Lamalama,lby,8b (Nearly extinct),3
lamu1257,sino1245,Lamu,llh,7 (Shifting),120
lana1236,aust1307,Lanas Lobu,ruu,6b (Threatened),4000
land1256,atla1278,Landoma,ldm,6b (Threatened),25000
land1262,book1242,Land Dayak (Retired),dyk,unk,-1
lang1248,sign1238,Langue des signes de Belgique Francophone,sfb,Not Endangered,4000
lang1316,taik1256,Langnian Buyang,yln,8a (Moribund),300
lang1318,atla1278,Langbashe,lna,Not Endangered,43000
lang1320,atla1278,Langi,lag,Not Endangered,371000
lang1322,nilo1247,Lango (South Sudan),lno,Not Endangered,38000
lang1324,nilo1247,Lango (Uganda),laj,Not Endangered,2130000
lang1328,kera1258,Pondi,lnm,7 (Shifting),420
lang1333,book1242,Lang'e,yne,Not Endangered,2000
lang1334,book1242,Languedocien,lnc,unk,-1
lano1248,aust1305,Lanoh,lnh,7 (Shifting),240
laom1237,sino1245,Laomian,lwm,7 (Shifting),4000
laoo1244,taik1256,Lao,lao,Not Endangered,3700560
laop1234,book1242,Laopang,lbg,Not Endangered,9550
laos1235,book1242,Laos Sign Language,lso,Not Endangered,27500
lapa1249,otom1299,Lapaguía-Guivini Zapotec,ztl,6b (Threatened),4200
lapu1236,aust1307,Lapuyan Subanun,laa,Not Endangered,25000
lara1258,lara1258,Laragia,lrg,8b (Nearly extinct),14
lara1260,aust1307,Larantuka Malay,lrt,6b (Threatened),20000
lard1243,tang1340,Lardil,lbz,8b (Nearly extinct),65
lare1249,aust1307,Larevat,lrv,7 (Shifting),680
larg1235,hmon1336,Diandongbei-Large Flowery Miao,hmd,Not Endangered,300000
lari1253,indo1319,Larestani,lrl,6b (Threatened),116000
lari1255,aust1307,Larike-Wakasihu,alo,6b (Threatened),12600
laro1243,heib1242,Laru (North Sudan),lro,6b (Threatened),40000
lart1238,atla1278,Larteh,lar,Not Endangered,74000
laru1238,atla1278,Laru (Nigeria),lan,7 (Shifting),5000
lasa1237,aust1307,Lasalimu,llm,6b (Threatened),1150
lasg1238,indo1319,Lasgerdi,lsa,7 (Shifting),1000
lash1243,sino1245,Lashi,lsi,Not Endangered,31800
lasi1242,indo1319,Lasi,lss,Not Endangered,12700
lati1261,indo1319,Latin,lat,10 (Extinct),0
latu1237,aust1307,Latu,ltu,7 (Shifting),2130
latu1238,namb1299,Latundê,ltn,6b (Threatened),10
latv1245,sign1238,Latvian Sign Language,lsl,Not Endangered,2000
latv1249,indo1319,Latvian,lav,6b (Threatened),1718980
laua1243,aust1307,Lauan,llx,Not Endangered,21400
laua1245,mail1249,Laua,luf,10 (Extinct),0
lauj1238,aust1307,Lauje,law,7 (Shifting),49800
laur1249,aust1307,Laura,lur,Not Endangered,10000
laur1250,iroq1247,Laurentian,lre,unk,-1
laut1236,sino1245,Lautu,clt,Not Endangered,15000
lauu1247,aust1307,Lau,llu,Not Endangered,16900
lava1239,aust1307,Lavatbura-Lamusong,lbv,Not Endangered,1310
lave1248,aust1305,Laven,lbo,7 (Shifting),56400
lave1249,aust1305,Brao,brb,6b (Threatened),35430
lavu1241,lavu1241,Lavukaleve,lvk,7 (Shifting),1780
lawa1257,aust1307,Lawangan,lbx,Not Endangered,100000
lawi1235,aust1305,Lawi,lvi,8a (Moribund),1220
lawu1237,aust1307,Lawunuia,tgi,Not Endangered,2000
lawu1238,sino1245,Lawu,lwu,8b (Nearly extinct),50
laya1253,sino1245,Layakha,lya,6b (Threatened),1100
lazz1240,kart1248,Laz,lzz,6b (Threatened),22000
leal1235,otom1299,Lealao Chinantec,cle,6b (Threatened),2000
leco1242,leco1242,Leco,lec,10 (Extinct),20
ledo1238,aust1307,Ledo Kaili,lew,Not Endangered,215000
leel1242,atla1278,Leelau,ldk,Not Endangered,5000
lefa1242,atla1278,Lefa,lfa,Not Endangered,15000
lega1249,atla1278,Lega-Shabunda,lea,Not Endangered,400000
lega1250,atla1278,Lega-Mwenga,lgm,Not Endangered,44900
legb1242,atla1278,Legbo,agb,Not Endangered,60000
lege1241,aust1307,Legenyem,lcc,7 (Shifting),250
leha1242,atla1278,Lehar,cae,7 (Shifting),16900
leha1243,aust1307,Lehali,tql,7 (Shifting),200
leha1244,aust1307,Lehalurup,urr,7 (Shifting),240
lein1237,sino1245,Leinong Naga,lzn,Not Endangered,15000
leip1237,aust1307,Leipon,lek,6b (Threatened),1320
lela1246,aust1307,Lelak,llk,10 (Extinct),0
lele1264,atla1278,Lelemi,lef,Not Endangered,48900
lele1265,atla1278,Lele (Democratic Republic of Congo),lel,Not Endangered,26000
lele1266,mand1469,Lele (Guinea),llc,Not Endangered,48000
lele1267,aust1307,Lelepa,lpa,7 (Shifting),400
lele1270,aust1307,Lele (Papua New Guinea),lle,6b (Threatened),4500
lele1276,afro1255,Lele (Chad),lln,Not Endangered,26000
lema1244,book1242,Lematang,lmt,unk,-1
lemb1266,nucl1709,Lembena,leq,Not Endangered,1760
leme1238,aust1307,Lemerig,lrz,8b (Nearly extinct),2
lemi1243,nucl1709,Lemio,lei,6b (Threatened),270
lemn1237,uncl1493,Lemnian,xle,10 (Extinct),0
lemo1242,atla1278,Lemoro,ldj,Not Endangered,10000
lemo1243,aust1307,Lemolang,ley,7 (Shifting),900
lena1238,aust1307,Lenakel,tnl,Not Endangered,11500
lenc1244,book1242,Lenca,len,10 (Extinct),0
lend1245,cent2225,Lendu,led,Not Endangered,750000
leng1258,atla1278,Lengola,lej,Not Endangered,100000
leng1259,aust1307,Lengo,lgr,Not Endangered,13800
leng1260,aust1307,Lengilu,lgi,6b (Threatened),36
leni1238,pama1250,Linngithigh,lnj,10 (Extinct),0
lenj1248,atla1278,Lenje,leh,Not Endangered,128000
lenk1247,aust1307,Lenkau,ler,7 (Shifting),380
leny1238,atla1278,Lenyima,ldg,Not Endangered,13000
lepc1244,sino1245,Lepcha,lep,8a (Moribund),66500
lepk1238,lepk1239,Lepki,lpe,7 (Shifting),530
lepo1240,indo1319,Lepontic,xlp,unk,-1
lere1241,atla1278,Lere,gnh,10 (Extinct),0
lese1243,cent2225,Lese,les,Not Endangered,50000
lesi1239,aust1307,Lesing-Gelimi,let,Not Endangered,2000
lete1241,aust1307,Letemboi-Repanbitip,nms,7 (Shifting),800
leti1245,atla1278,Leti (Cameroon),leo,7 (Shifting),3
leti1246,aust1307,Leti (Indonesia),lti,7 (Shifting),7710
levu1239,aust1307,Central Lembata-Lewokukun,lvu,Not Endangered,4000
lewo1242,aust1307,Lewo,lww,Not Endangered,2200
lewo1243,aust1307,Lewo Eleng,lwe,Not Endangered,4000
